name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative,segment
Gebr. Baldauf,2024,,C2.35a,,,Sprzedane,,https://www.baldauf-kaese.de/pl,"Firma Gebr. Baldauf od ponad 150 lat oferuje najlepsze serowe specjały z mleka siennego. Siedzibą przedsiębiorstwa jest region Allgäu na południowym krańcu Niemiec. Działalność, która w 1862 r. zaczynała się od sprzedaży emmentalera, rozwinęła się w nowoczesne przedsiębiorstwo, które łączy najnowsze technologie i tradycyjne receptury.",,,7871402372,https://www4.pwe-expoplanner.com/sklep/img/logo/7685.jpg,https://www.baldauf-kaese.de/,info@baldauf-kaese.de; dalmiro.cruz@baldauf-kaese.de; waldemar.reichert@baldauf-kaese.de,8381 89020; +49 8381 8902 60; +49 8381 8902 70,,,,https://www.instagram.com/baldauf_kaese/,https://www.youtube.com/channel/UCz_lgWowuIHyTj0xM_DG5sg,,Key Account (Manager),B
VIKLINOVA/ swiezowyciskaj.pl,"2024,2025",,C2.30a,C4.22,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://swiezowyciskaj.pl/kontakt/,.,,,6751712796,https://www4.pwe-expoplanner.com/sklep/img/logo/7288.jpg,https://swiezowyciskaj.pl/kontakt/,info@swiezowyciskaj.pl,2016-12-29; 2026-02-22; 126981267,,,https://www.facebook.com/swiezowyciskaj/,,https://www.youtube.com/user/Orange4events,,,B
VOG Polska,"2024,2025",,C3.17a,C4.27,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://www.vog.pl/,"VOG Polska Sp. z o.o. Twój mocny partner w art. spożywczychGwarantujemy najwyższą jakość oferowanych produktów oraz dotrzymanie wszystkich obowiązujących w Polsce przepisów prawa. Tą konsekwentną polityką firmy realizujemy naszą wizję, bycia przedsiębiorstwem odnoszącym sukcesy dzięki naszym markom oraz szczególnemu zaangażowaniu naszych pracowników.",,,9510046336,https://www4.pwe-expoplanner.com/sklep/img/logo/8410.jpg,https://www.vog.pl/,office@vog.pl; zbyt@vog.pl; nonfood@vog.pl,2018-08-02; 2019-08-29; 2019-11-19,,,https://www.facebook.com/SwiadomeOdzywianie/, https://www.instagram.com/kresto_swiadome_odzywianie/,https://www.youtube.com/channel/UCIoJcjUPPsqVNLIW2HpFo6Q,,,B
Caf Artser Srl / CONFARTIGIANATO IMPRESE VARESE,2024,,C3.19a,,,Sprzedane,,https://www.artser.it/,VIALE MILANO 5 Postcode- 21100 VARESE (VA),,,01878290129,https://www4.pwe-expoplanner.com/sklep/img/logo/16702.jpg,https://www.artser.it/,customer@artser.it,11150794191; 11150794193; 01878290129,,https://linkedin.com/company/artser/,https://www.facebook.com/Artser.srl/,https://www.instagram.com/artser_srl/,https://www.youtube.com/channel/UCIPF_ueD0ANjeXclZkisBmg,,,B
Dabex,"2024,2025",,C3.17b,C1.16,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),http://dabex.pl/pl/,,,,6492307189,https://www4.pwe-expoplanner.com/sklep/img/logo/24341.jpg,https://dabex.pl/pl/,biuro@dabex.pl; anna@dabex.pl; tomasz@dabex.pl,48 32 67 12 514; 120 42-400; +48 32 67 12 514,,,,,,,,B
P.P.H.U. MARUSARZ,2024,,C2.46a,,,Sprzedane,,https://www.gorwit.pl/,ul. Papieska 114 34-424 Bańska,,,7361079759,https://www4.pwe-expoplanner.com/sklep/img/logo/109319.png,https://gorwit.pl/,biuro@gorwit.pl; marek@gorwit.pl; maciej@gorwit.pl,2022-11-26; 2023-02-20; 99999999,,,https://www.facebook.com/ZbojEnergyDrink/,https://www.instagram.com/witaminyzgor/,,https://www.tiktok.com/@witaminyzgor/,,B
Plakias Olive Oil,"2024,2025",,C2.29a,C3.31,,Sprzedane,Sprzedane (Targi PWE),https://plakiasoliveoil.com/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/50465.jpg,https://plakiasoliveoil.com/,plakiasoliveoil@gmail.com,335046-20; +30 28320 31234,,,,,,,,B
SIGMA NUTS,2024,,C1.12b,,,Sprzedane (Targi PWE),,http://sigma-stg.pl/,,,,5922223113,https://www4.pwe-expoplanner.com/sklep/img/logo/23047.jpg,http://sigma-stg.pl/,biuro@sigmanuts.pl; r.cwiklinski@sigmanuts.pl; w.cwiklinski@sigmanuts.pl,2019-11-21; 2026-04-14; 592-222-31-13,,,,,,,,B
Mawo Trade,"2024,2025",,C1.16a,C1.02,,Sprzedane (Targi PWE),Sprzedane (Dział Prawny),https://mawotrade.pl/biuro-handlu-artykulami-spozywczymi/artykuly,,,,6182157985,https://www4.pwe-expoplanner.com/sklep/img/logo/23381.jpg,https://mawotrade.pl/biuro-handlu-artykulami-spozywczymi/artykuly,marcin.wojtczak@mawotrade.pl; iza.czarnecka@mawotrade.pl; eryk.walczak@mawotrade.pl,220516480; +48 608 019-644; +48 573 375-574,,,,,,,Spożywczymi Marcin Wojtczak (Prezes) | Iza Czarnecka (Dyrektor) | Eryk Walczak (Specjalista),B
KONSHURT,2024,,C1.38a,,,Sprzedane,,http://konshurt.com.pl/,,,,9492207845,https://www4.pwe-expoplanner.com/sklep/img/logo/44260.jpg,https://konshurt.com.pl/,konshurt@konshurt.com.pl; jaroslaw@konshurt.com.pl; maciej.lukaszuk@konshurt.com.pl,2016-11-17; 2022-02-16; 16 621 18 65,,,https://www.facebook.com/Konshurtcompl-552762298081051,,,,Marek Kasprzyk (Prezes) | Zarządu Maciej Łukaszuk (Dyrektor) | Marek Kasprzyk (Prezes),B
A.r.c. SRL,2024,,C2.32a,,,Sprzedane,,https://www.arcsrl.com/,,,,02013030765,,https://www.arcsrl.com/,info@arcsrl.com,1712763777956; 1712763777955; 1712848473993,,,,,,,,B
"LOKALNA GRUPA DZIAŁANIA STOWARZYSZENIE ""POŁUDNIOWA WARMIA""",2024,,C3.05a,,,Sprzedane,,https://poludniowawarmia.pl/,,,,7393637607,,https://poludniowawarmia.pl/,lgd@poludniowawarmia.pl,20100101; 2022-06-06; 2024-07-16,,,https://pl-pl.facebook.com/poludniowawarmia/,,,,,B
Coffee Import SRL,2024,,C3.11a,,,Sprzedane,,https://www.coffeeimport.it/en/home,"Via Alba-Cortemilia, 13712055 - Diano d'Alba (CN)",,,00618110043,,https://www.coffeeimport.it/en/home,coffeeimport@coffeeimport.it,+39 0173612157; 00618110043; 111789211,,,,,,,,B
Województwo Opolskie,2024,,C3.09a,,,Sprzedane,,https://www.opolskie.pl/,,,,7543077565,https://www4.pwe-expoplanner.com/sklep/img/logo/45311.jpg,https://www.opolskie.pl/,umwo@opolskie.pl; v.ruszczewska@opolskie.pl; biuro.prasowe@opolskie.pl,2016-03-25; 2023-04-02; 2021-2027,,,https://www.facebook.com/Urz%C4%85d-Marsza%C5%82kowski-Wojew%C3%B3dztwa-Opolskiego-625787964102223/,https://www.instagram.com/wojewodztwo_opolskie/,https://www.youtube.com/channel/UCqNBVeXGe_RQI2Wa7HPMZXw,,,B
ТМ - snEco,2024,,C2.27a,,,Sprzedane,,https://sneco.ua/en,.,.,,40271201,,https://sneco.ua/en/,info@sneco.ua,2147483646; 2147483645; 2025-01-28,,,https://www.facebook.com/sneco.ua,https://www.instagram.com/sneco.ua,https://www.youtube.com/channel/UC6uzYj4q6abGzqA51bj4Liw,,,B
Yanko,"2024,2025",,C3.38,C5.17,,Sprzedane,Sprzedane (Targi PWE),https://yanko.com.pl/,,,,8130335743,https://www4.pwe-expoplanner.com/sklep/img/logo/3334.jpg,https://yanko.com.pl/,yanko@yanko.com.pl; sekretariat@yanko.com.pl; b.tomon@yanko.com.pl,2019-06-12; 2025-10-09; +48 17 772 57 20,,,https://www.facebook.com/Yankoproducentopakowan,,,,,B
SAT-VEND S.J.,2024,,C3.10c,,,Sprzedane (Targi PWE),,http://www.sat-vend.pl/,.,,,7123141635,https://www4.pwe-expoplanner.com/sklep/img/logo/10112.jpg,https://sat-vend.pl/,info@sat-vend.pl; zamowienia@sat-vend.pl,2022-10-19; 2026-01-28; 341972566975,,,https://www.facebook.com/satvendpl,https://www.instagram.com/satvend/,https://www.youtube.com/user/SatVend,,,B
Beak Beak,"2024,2025",,C3.22,C4.20,,Sprzedane,Sprzedane,https://beakbeak.pl/,,,,7252291035,https://www4.pwe-expoplanner.com/sklep/img/logo/11273.jpg,https://beakbeak.pl/,wsparcie@cyberfolks.pl,33.333333,,,,,,,,B
Propss Dystrybucja,2024,,C3.52,,,Sprzedane (Targi PWE),,https://www.propss.pl/,,,,7963001600,https://www4.pwe-expoplanner.com/sklep/img/logo/16007.jpg,https://propss.pl/,propss@propss.pl,347826087; 23334155; 57 35.171 26 16,,,https://www.facebook.com/Propssnaturalnie,https://www.instagram.com/propss_official,,,,B
"CÁRNICAS SERRANO, S.L.",2024,,C3.50d,,,Sprzedane (Targi PWE),,https://pasateaserrano.com/,,,,B46114724,https://www4.pwe-expoplanner.com/sklep/img/logo/18836.jpg,https://pasateaserrano.com/,rgpd@serrano.es,2023-11-30; 2025-12-11; 49599804,,,https://www.facebook.com/pasateaserrano,https://www.instagram.com/serrano_carnicas,https://www.youtube.com/@PasateaSerrano,,,B
Solida Food,2024,,C1.03,,,Sprzedane,,https://solidafood.com.pl/,ZYWNOSC BIO,,,1231100937,https://www4.pwe-expoplanner.com/sklep/img/logo/39487.jpg,https://solidafood.pl/,biuro@solidafood.pl,86120694075; 177297457467; 898-1780480484,,,https://www.facebook.com/solidafood/,https://www.instagram.com/solidafood/,https://www.youtube.com/c/SolidaFood,https://tiktok.com/@solidafood,,B
Afripol Buhari Musa,2024,,C3.12a,,,Sprzedane,,https://africannuts.pl,,,,5322093702,,https://africannuts.pl,m.musa.amus@gmail.com,+48 501626584; 10170045,,,https://www.facebook.com/African-Peanut-Spice-101245878636436,https://www.instagram.com/africannuts_pl/,,,,B
"PHZSM ""LACPOL"" Sp. z o.o.",2024,,C3.06a,,,Sprzedane (Targi PWE),,https://www.mk-group.com.pl/,,,,9721118593,https://www4.pwe-expoplanner.com/sklep/img/logo/26137.jpg,https://www.mk-group.com.pl/,sekretariat@mk-group.com.pl,600 953 917; 209076791; 16777215,,,https://www.facebook.com/MKgroupReklama/,,https://www.youtube.com/user/mkgroupfilms,,,B
GIBAR,2024,,C1.53b,,,Sprzedane,,https://gibar.com.pl/,,,,7260378503,https://www4.pwe-expoplanner.com/sklep/img/logo/28956.jpg,https://gibar.com.pl/,biuro@gibar.com.pl,2023-06-29; 2026-05-25; 451.847 451.847,,,https://facebook.com/,https://www.instagram.com/gibar_sklep,https://www.youtube.com/@Gibar-ew9mv,https://www.tiktok.com/@gibar_poland,,B
"Przedsiębiorstwo Wielobranżowe ""NOWPOL"" S.C R.Nawrocki, S. Rosia",2024,,C3.18,,,Sprzedane,,https://nowpol.com.pl/,,,,8291514037,,https://nowpol.com.pl/,kontakt@nowpol.com.pl; form@nowpol.com.pl; biuro@nowpol.com.pl,1208297175599; 41497483; 1670935062,,,https://www.facebook.com/nowpolpieprzisol/,https://www.instagram.com/nowpol_pieprz_i_sol/,,,,B
Przedsiębiorstwo Wielobranżowe,"2024,2025",,C3.72,C5.06,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://xylomatrix.eu/,"XyloMatrix to innowacyjny producent ekologicznych opakowań cateringowych 3D z włókien celulozowych. Nasza zaawansowana technologia zapewnia wysoką odporność na wodę i tłuszcze, oferując jednocześnie bezpieczne i przyjazne dla środowiska rozwiązanie. Wszystkie nasze produkty są poddawane rygorystycznym testom w akredytowanych laboratoriach, co potwierdza ich jakość i zgodność z obowiązującymi normami. Jako pionierzy w Polsce i jeden z nielicznych producentów w Europie, dostarczamy alternatywę dla plastikowych opakowań, wspierając zrównoważony rozwój i ograniczenie odpadów.","We have started the production of 3D catering packaging made of cellulose fibers obtained from spruce wood. Our technology allows us to achieve a barrier against water and fats without the use of commonly used PFAS, which makes our products fully biodegradable and compostable. We are the first venture of this type in Poland and a unique player in Europe.",,7831540582,https://www4.pwe-expoplanner.com/sklep/img/logo/31797.jpg,https://xylomatrix.eu/,biuro@xylomatrix.eu; k.stankowiak@xylomatrix.eu; a.pietkiewicz@xylomatrix.eu,2023-09-21; 2025-03-06; +0152-0153,,,https://www.facebook.com/profile.php,https://www.instagram.com/xylomatrix,,,,B
Nerano,2024,,C1.07b,,,Sprzedane (Targi PWE),,https://www.jedzbezglutenu.pl/regulamin/,,,,1251724397,https://www4.pwe-expoplanner.com/sklep/img/logo/31960.jpg,https://www.jedzbezglutenu.pl/regulamin/,biuro@jedzbezglutenu.pl; zakupy@jedzbezglutenu.pl,419392172; +48 507 518 915; 1181901723,,,https://www.facebook.com/profile.php,https://www.instagram.com/jedzbezglutenu/,,,,B
Druk Serwis 24 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C3.04,,,Sprzedane,,drukserwis24.com.pl,"Druk Serwis 24 to największy dystrybutor firmy Squid Ink Manufacturing w Europie. Na polskim rynku obecnie jesteśmy również największym dystrybutorem amerykańskich systemów znakujących na liniach produkcyjnych. W naszej ofercie znajdują się także drukarki naszej produkcji. Ich największą zaletą jest stosunek ceny do ich parametrów technicznych. W działalności Druk Serwis 24 zajmujemy się również serwisem takich drukarek jak Linx czy Hitachi. Ekspresowo dojeżdżamy do awarii w zakładach produkcyjnych zlokalizowanych w całej Polsce. Dostarczamy wszystkie części zamienne oraz urządzenia zastępcze. Naszym klientom oferujemy również tusze i rozpuszczalniki od amerykańskich, brytyjskich, francuskich oraz niemieckich producentów. To wszystko sprawia, że współpraca z nami oznacza nie tylko wejście na wyższy poziom znakowania, ale również znaczące obniżenie kosztów eksploatacyjnych.","Druk Serwis 24 is the largest distributor of Squid Ink Manufacturing products in Europe. We are also currently the leading distributor of American marking systems for production lines in the Polish market. Additionally, we offer printers of our own production, known for their excellent price-to-performance ratio. At Druk Serwis 24, we also specialize in servicing printers such as Linx and Hitachi. We promptly respond to breakdowns in manufacturing plants located throughout Poland, providing all necessary parts and replacement equipment. We also supply inks and solvents from American, British, French, and German manufacturers to our customers. All of these factors contribute to elevating the marking standards and significantly reducing operational costs for our clients","ul. Jana Pawła II nr 7, 05-077, Warszawa, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/1304.jpg,https://drukserwis24.com.pl,biuro@drukserwis24.com.pl; zamowienia@drukserwis24.com.pl; handlowy@drukserwis24.com.pl,+48 514 128 375; 5252700739; 2025-03-17,,,,,,,Krzysztof Niczyporuk (Dyrektor) | Krzysztof Walczak (Kierownik) | Arkadiusz Jędrzejczyk (Kierownik),B
"HUROM / PUREGREEN MARCIN PEC, MAGDALENA PEC",2024,,C3.08a,,,Sprzedane (Targi PWE),,https://hurom.pl/,.,,,7831835375,https://www4.pwe-expoplanner.com/sklep/img/logo/40156.jpg,https://hurom.pl/,bok@hurom.pl; info@hurom.pl,959222901; 1743165583; 44 711 1655,,,,,,,,B
Daktyli.pl,2024,,C3.14a,,,Sprzedane,,https://daktyli.pl,,,,5223261527,,https://daktyli.pl,shop@daktyli.pl,481466050387497; 10941301782; 568386214,,,https://www.facebook.com/daktylipl/,https://www.instagram.com/daktyli.pl/,,,,B
Toyota Chodzeń Piaseczno,2024,,C1.01,,,Sprzedane,,https://www.chodzen.pl/,"Jest oficjalnym dystrybutorem marek Toyota, Lexus i Maserati.",,,1230040386,https://www4.pwe-expoplanner.com/sklep/img/logo/45498.jpg,https://www.chodzen.pl/,recepcja@toyota.chodzen.pl; recepcja@czerniakowska.chodzen.pl; info@lexuswarszawa-pulawska.pl,+48 22 757 00 25; +48 22 851 51 51; +48 22 544 06 06,,,,,,,,B
KONICZYNA BIOGAZ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C3.02,,,Sprzedane,,https://www.koniczyna.com.pl/,,,,5273044789,,https://www.koniczyna.com.pl/,biuro@koniczyna.com.pl,33.333333333333; 1780480497; +48 698 368 871,,https://www.linkedin.com/company/koniczynabiogaz,https://www.facebook.com/KoniczynaBiogaz,https://www.instagram.com/koniczyna.biogaz/,https://www.youtube.com/@KoniczynaBiogaz,https://www.tiktok.com/@koniczynabiogaz,,B
Witpol,2024,,C1.05e,,,Sprzedane (Targi PWE),,https://wit-pol.com.pl/aktualnosci/witpol-sp-z-o-o-producentem-napojow-roslinnych-lovege-organic-napoj-owsiany-lovege-organic-na,,,,7692180475,https://www4.pwe-expoplanner.com/sklep/img/logo/46894.jpg,https://wit-pol.com.pl/aktualnosci/witpol-sp-z-o-o-producentem-napojow-roslinnych-lovege-organic-napoj-owsiany-lovege-organic-napoj-migdalowy/,BIURO@WIT-POL.COM.PL; jkurzela@wit-pol.com.pl; laboratorium.stodzew@wit-pol.com.pl,09.01.2024; +48 48 36 55 059; 2025-12-11 12,,,,,,,,B
ZAKŁADY MIĘSNE KOZŁOWSKInośc,2024,,C1.48a,,,Sprzedane (Targi PWE),,http://kozlowskiwedliny.pl/,,,,9950236934,https://www4.pwe-expoplanner.com/sklep/img/logo/23837.jpg,http://kozlowskiwedliny.pl/,biuro@kozlowskiwedliny.pl; iod@kozlowskiwedliny.pl; szymon@kozlowskiwedliny.pl,2018-06-27; 2022-08-24; 800149878927703,,,https://www.facebook.com/ZakladyMiesneKozlowski/,https://www.instagram.com/kozlowskiwedliny/,,,Szymon Kozłowski (Dyrektor) | Piotr Kozłowski (Dyrektor) | Marek Nowicki (Manager),B
Firma Handlowo Usługowa DANMAR Mariusz Król,2024,,C3.27a,,,Sprzedane,,https://www.fhudanmar.pl/,,,,8621519091,,https://www.fhudanmar.pl/,fhu.mariuszkrol@gmail.com,+48 518 455 984; +48 607 558 378; 91592482,,,,,,,,B
Vėtrija UAB,2024,,C1.54a,,,Sprzedane,,https://vetrija.lt/en/,,,,149752041,https://www4.pwe-expoplanner.com/sklep/img/logo/39488.jpg,https://vetrija.lt/en/,vetrija@vetrija.lt,2021-08-11; 2026-01-26; 18053843866,,https://lt.linkedin.com/company/vetrija,https://www.facebook.com/Vetrija-Frozen-Food-Industry-200613638614/,,,,,B
Paperovyi Eco Svit,2024,,C1.50a,,,Sprzedane,,https://warsawexpo.eu,,,,42796159,,https://warsawexpo.eu,info@warsawexpo.eu; rodo@warsawexpo.eu,2025-06-16; 2026-02-18; 00000099,,https://www.linkedin.com/company/warsaw-expo/,https://www.facebook.com/warsawexpo/,https://www.instagram.com/ptak_warsaw_expo/,https://www.youtube.com/@ptakwarsawexpo2557,,,B
ReVend Sp. z o.o.,"2024,2025",,C2.43a,C4.07,,Sprzedane,Sprzedane (Dział Prawny),https://revend.pl/,,,,5862398948,https://www4.pwe-expoplanner.com/sklep/img/logo/47670.jpg,https://revend.pl/,kontakt@revend.pl; serwis@revend.pl,679577-77; 674594-02; 758016-23,,,,,,,Rafał Stremel (Dyrektor),B
Atlantika International SIA,2024,,C0.06,,,Sprzedane,,https://atlantika.lv/pl/atlantika-international-polish/,,,,40203106827,,https://atlantika.lv/pl/atlantika-international-polish/,info@atlantika.lv,+371 66 102 172; (250 250 250; 31.01.2024,https://wa.me/+37125483101,,https://www.facebook.com/atlantikainternationale,https://www.instagram.com/atlantika_international/,https://www.youtube.com/channel/UCQvixE0Qn6KrkPclb4iiLqw,,,B
WANTED VEGAN,2024,,C1.60a,,,Sprzedane,,http://www.kringredients.ua/,.,.,,,,https://kringredients.ua/,office@kringredients.ua,143210053; +38 (044) 593-20-44; +380503485834,,,,,,,,B
Dried Foods,2024,,C3.47a,,,Sprzedane,,https://objerky.com/en-pl,.,.,,37046318,,https://objerky.com/en-pl,info@objerky.com,60746039447; 131145990295; 36865979,,,https://www.facebook.com/objerky/,https://www.instagram.com/objerky_official/,,,,B
RONIC Polska Sp.zo.o.,2024,,C1.12a,,,Sprzedane,,https://sklep.ronic.pl/,"ADRES KORESPONDENCYJNY: BRUKPWA 6 LOK 35, 91-341 ŁÓDŹ",,,9471983260,https://www4.pwe-expoplanner.com/sklep/img/logo/3160.jpg,https://sklep.ronic.pl/,bok@ronic.pl; p.ptaszek@ronic.pl; m.ptaszek@ronic.pl,1720700004; 9975054113; 1780480507,,,"https://www.facebook.com/rsrc.php/v3/yw/l/0,cross/fT90TVSi-j_.css",https://www.instagram.com/ronic_polska/,https://www.youtube.com/channel/UCNJ3Q1fS_dnJrV6VA66eZ7Q,https://www.tiktok.com/@ronicpolska,Google Tag (Manager),B
AG HOUSE,"2024,2025",,C3.59b,C1.05,,Sprzedane,Sprzedane,https://ambasadazapachu.pl/,PERFUMY,,,7151163123,https://www4.pwe-expoplanner.com/sklep/img/logo/4592.jpg,https://ambasadazapachu.pl/,aghouse2016@gmail.com,2021-10-20; 2026-01-21; 499.04.701.663.321,,,https://www.facebook.com/ambasadazapachu,https://www.instagram.com/ambasadazapachu/,,,,B
DROK PRZEMYSLAW JAROMIN,2024,,C1.58b,,,Sprzedane,,http://drok.pl/,,,,6112305759,https://www4.pwe-expoplanner.com/sklep/img/logo/40193.jpg,http://drok.pl/,sklep@drok.pl,+48 509 586 110,,,,,,,,B
Stema & Manless Paluszki I Przekąski,2024,,C3.25,,,Sprzedane,,https://stema-manless.pl/,,,,7010832579,https://www4.pwe-expoplanner.com/sklep/img/logo/22835.jpg,https://paluszkizpieca.pl/,bok@paluszkizpieca.pl,2021-10-22; 2025-10-02; 60 88 777 08,,,https://www.facebook.com/naturalnepaluszkizpieca,https://www.instagram.com/paluszkizpieca.pl/,,,,B
ALLCOR cywilna,2024,,C3.31b,,,Sprzedane,,http://allcor.pl/,,,,5242755940,https://www4.pwe-expoplanner.com/sklep/img/logo/26178.jpg,https://allcor.pl/,iza.parzonka@allcor.pl; biuro@allcor.pl; trade@allcor.pl,48) 664 452 100; +48 25 787 22 88; 48) 537 111 100,,,,,,,Izabela Parzonka (Kierownik),B
Chris (DRY AGER),"2024,2025",,C3.45b,C4.59b,,Sprzedane,Sprzedane (Dział Prawny),http://dry-ager.pl/#cel,,,,6762087675,https://www4.pwe-expoplanner.com/sklep/img/logo/40874.jpg,https://dry-ager.pl/,biuro@dry-ager.pl,1775724955; 2026-06-03 11; 2262130826,,,https://www.facebook.com/szafy.dry.ager,,https://www.youtube.com/channel/UCg-VnTy_ojOD67DcZr4Tw6A,,,B
REYPOL Sp. z o.o.,2024,,C0.18,,,Sprzedane,,https://www.reypol.com.pl/,.,,,7162804152,https://www4.pwe-expoplanner.com/sklep/img/logo/46902.jpg,https://reypol.com.pl/,reypol@reypol.com.pl; agnieszka.zlot@reypol.com.pl; j.jasik@reypol.com.pl,1796032519; 2025-12-11 12; 13325663,,,https://www.facebook.com/reypol.janowiec,https://www.instagram.com/reypol.kusiodpokolen,,,,B
DELTA-TECH,2024,,C3.13a,,,Sprzedane,,http://www.deltatech.com.pl/,,,,6793062021,https://www4.pwe-expoplanner.com/sklep/img/logo/40490.jpg,http://www.deltatech.com.pl/,biuro@deltatech.com.pl,+48 (12) 410 00 50; 693 418 190,,,https://www.facebook.com/delta.tech.technology/,,,,,B
DRACO-BIS,2024,,C3.13a,,,Sprzedane,,https://draco-bis.pl/,,,".Miejscowość poczty: Mycielin, 62-831, Korzeniew, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/134172.png,https://draco-bis.pl/,r.wawrzyniak@draco-bis.pl,48 62 767 23 55; +48 62 767 23 55; +48 62 767 23 85,,,,,,,Renata Jackowska (Specjalista) | Mateusz Turkiewicz (Dyrektor) | Tomasz Kozubek (Przedstawiciel),B
Kuchnie Świata S.A.,2024,,C3.43b,,,Sprzedane,,https://www.kuchnieswiata.com.pl/,,,,1180039859,https://www4.pwe-expoplanner.com/sklep/img/logo/40939.jpg,https://www.kuchnieswiata.com.pl/,zamowienie@kuchnieswiata.com.pl; iodo@kuchnieswiata.com.pl; iod@kuchnieswiata.com.pl,2014-2020; 03.04.00-14-0284; +48 22 785-95-20,,,https://www.facebook.com/KuchnieSwiata,https://www.instagram.com/_kuchnie_swiata_/,,,Chojnacka Prezes Zarządu (Dyrektor) | Jarosław Rymuszka (Prezes) | Joanna Kołodziejczyk (Dyrektor),B
SLOMAX GROUP,2024,,C3.37b,,,Sprzedane,,https://slomax.eu/,,,,28195809,,https://slomax.eu/,info@slomax.eu,+420 720 071 920; 28195809,,,,,,,,B
"LLC ""PRINTING HOUSE  ""PARUS""",2024,,C1.36b,,,Sprzedane,,https://en.parusflex.com.ua/kolorist/,-,-,,403119926571,,https://en.parusflex.com.ua/kolorist/,office@parusflex.com; office@parusflex.com.ua,+38 097 182 68 17; +38 050 526 73 17; +38 098 096 28 00,https://api.whatsapp.com/send?phone=380505267317,,https://www.facebook.com/Tipografiia.Parusflex,"
https://www.instagram.com/tipografiiaparus/",https://www.youtube.com/watch,,,B
Food trade Sp. z o.o.,2024,,C3.16,,,Sprzedane,,https://foodtrade.com.pl/,.,,,5252799896,https://www4.pwe-expoplanner.com/sklep/img/logo/52789.jpg,https://foodtrade.com.pl/,info@foodtrade.com.pl,2022-06-07; 2025-09-11; 2024-02-05 07,,,,,,,,B
Volynski Browar LLC,2024,,C0.07,,,Sprzedane,,https://volynskibrowar.ua/,"Volynski Browar is the newest Ukrainian brewing company, specializing in the production of craft beer, ciders, energy drinks, kombucha, kvas, vitamin water, lemonades of the highest quality. It was created in 2014 and is located in the city of Berezne, western Ukraine.Our trademarks:Volynski Browar - has 18 types of beer in its portfolio and is constantly updated. The product is presented in a 0.35 l glass bottles, a 0.5 l cans, and a 30 l kegs.Mikki Brew - the assortment includes 10 types of beer and 5 flavors of cider. Beer is presented in cans of 0.33 l and kegs of 30 l and cider - in glass bottles of 0.33 l and kegs of 30 l.Forever Brewing Co. - 8 exquisite flavors of beer, which are bottled in 0.5 l cans, glass and 30 l kegs.Geyser – the energy drink is presented in four flavors in 0.5 l cans.Kombucha - fermented beverage from TM Mikki Brew has five different tastes in a 0.35 l bottles and 0.33 cans.Ever Aid - vitamin water in 0.5L cans","Volynski Browar is the newest Ukrainian brewing company, specializing in the production of craft beer, ciders, energy drinks, kombucha, kvas, vitamin water, lemonades of the highest quality. It was created in 2014 and is located in the city of Berezne, western Ukraine.Our trademarks:Volynski Browar - has 18 types of beer in its portfolio and is constantly updated. The product is presented in a 0.35 l glass bottles, a 0.5 l cans, and a 30 l kegs.Mikki Brew - the assortment includes 10 types of beer and 5 flavors of cider. Beer is presented in cans of 0.33 l and kegs of 30 l and cider - in glass bottles of 0.33 l and kegs of 30 l.Forever Brewing Co. - 8 exquisite flavors of beer, which are bottled in 0.5 l cans, glass and 30 l kegs.Geyser – the energy drink is presented in four flavors in 0.5 l cans.Kombucha - fermented beverage from TM Mikki Brew has five different tastes in a 0.35 l bottles and 0.33 cans.Ever Aid - vitamin water in 0.5L cans",,34254691,https://www4.pwe-expoplanner.com/sklep/img/logo/53647.jpg,https://volynskibrowar.ua/,info@volynskibrowar.ua,2021-08-25; 2026-04-08; +38 097 773 77 07,,,https://www.facebook.com/volynskibrowar.ua,https://instagram.com/volynskibrowar,https://www.youtube.com/@volynskibrowar,,,B
Świat Pigwowca,"2024,2025",,C3.57c,C3.61d,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://lokalninaturalni.pl/gospodarstwo-rolne-rodziny-poslednikow,,,,7191374783,https://www4.pwe-expoplanner.com/sklep/img/logo/15847.jpg,https://lokalninaturalni.pl/gospodarstwo-rolne-rodziny-poslednikow,kontakt@lokalninaturalni.pl,10943699187; 1666392111; 1666881705,,,https://www.facebook.com/lokalninaturalni/,https://www.instagram.com/lokalni_naturalni/,,,,B
