Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes,Fair,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"Clinical Sciences Exchange ClinSciX on August 27, 2026 in Sydney, Australia - Conference Index","Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Location:  Sydney, Australia",,"Oncology, Nursing, Nuclear Medicine, Nephrology, Infectious Diseases, Immunology, Occupational Medicine, Hematology, Laboratory Medicine, Geriatrics, Veterinary Medicine, Emergency Medicine, Ophthalmology, Dermatology, Orthopedics, Dentistry, Gynecology, Cardiology, Pediatrics, Gastroenterology, Family Medicine, Pulmonology, Urology, Pharmacy, Medical, Dental, Health, Internal Medicine, Healthcare, Public Health, Microbiology, Epidemiology, Surgery, Forensic Medicine, Medicine, Anesthesia, Psychiatry, Sports Medicine, Pathology, Radiology, Neurology, Rehabilitation Medicine, Obstetrics, Anesthesiology, Endocrinology",partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-industrial-and-management-engineering-icime-2026-may-istanbul-tr,International Conference on Industrial and Management Engineering (ICIME),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering procurement business logistics physical distribution constraints operational res",90,Hot,,,"International Conference on Industrial and Management Engineering scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-mathematical-computational-and-statistical-sciences-and-engineering-icmcsse-2026-may-istanbul-tr,"International Conference on Mathematical, Computational and Statistical Sciences and Engineering (ICMCSSE)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: wavelets multiresolution topology stochastic models stochastic control statistics statistica",90,Hot,,,"International Conference on Mathematical, Computational and Statistical Sciences and Engineering scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scienti | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,False,False,1,0,1,skip,,,,,,,partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-electrical-computer-electronics-and-communication-engineering-icecece-2026-may-singapore-sg,"International Conference on Electrical, Computer, Electronics and Communication Engineering (ICECECE)",Organizer,"st 23, 2026 International Conference on Circuits, Devices and Systems (ICCDS) - Budapest, Hungary August 05, 2026 International Conference on Circuits, Devices and System",90,Hot,,,"International Conference on Electrical, Computer, Electronics and Communication Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientif | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Electrical, Computer, Electronics and Communication Engineering ICECECE on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Electrical, Computer, Electronics and Communication Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Very Large Scale Integration (VLSI), Smart Grids, Signal Processing, Sensors, Sensor Networks, Sensor Integration, Robust Control, Reconfigurable Computing, Protective Relay Engineers, Power Quality, Microprocessors, Microcontrollers, Micro Electro Mechanical Systems (mems), Machine Vision, Intelligent Control Systems, Instrumentation, Information Theory, High Voltage Engineering, Fuzzy Logic, Embedded Systems, Electrotechnical, Electromagnetics, Electromagnetic Compatibility, Electrical Safety, Electrical Engineering, Digital Image Processing, Control Theory, Control Systems, Control Engineering, Computer Architecture, Automatic Control, Applied Superconductivity",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-information-systems-engineering-and-management-icisem-2026-may-rome-it,International Conference on Information Systems Engineering and Management (ICISEM),Organizer,"E-Business Engineering and Management E-Commerce Platforms, Models and Applications Workflows and Transactions in E-Business Management and Engineering of IT-Enabled Ser",90,Hot,,,"International Conference on Information Systems Engineering and Management scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Software | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Information Systems Engineering and Management ICISEM on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Information Systems Engineering and Management scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Cyber-physical Systems (cps), Knowledge Engineering",partial
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-business-economics-financial-sciences-and-management-icbefsm-2026-may-singapore-sg,"International Conference on Business, Economics, Financial Sciences and Management (ICBEFSM)",Organizer,rategies digital insurance open finance financial services innovation smart banking fintech ecosystems financial fraud detection financial technology adoption central ban,90,Hot,,,"International Conference on Business, Economics, Financial Sciences and Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and un | Industry: AI | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Business, Economics, Financial Sciences and Management ICBEFSM on May 04-05, 2026 in Singapore, Singapore - Conference Index","International Conference on Business, Economics, Financial Sciences and Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"German Economics, Fiscal Studies, European Accounting, Economic Review, Ecological Economics, Creativity Management, Consumption Markets, Cliometrics, Marketing Analytics, Identity and Payments, Resource Economics, Alternatives Investment, Family Wealth, Halal Business, World Business, Transport Economics, Economic Analysis, Industrial Relations, Central Banking, Economics Education, Business Venturing, Climate Finance, Comparative Economics, Economic Theory, Economic Dynamics, Contemporary Accounting, Financial Stability, Financial Intermediation, International Accounting, Interactive Marketing, Mathematical Economics, Transportation Economics, Production Economics, Health Taxes, Health Financing, Financial Protection, Farm Economics, Agricultural Marketing, Agribusiness, Healthcare Management, Enterprise Risk Management, Digital Leadership, Organizational Change, Technology Adoption, Digital Strategy, Nonprofit Fundraising, Fundraising, Financial Compliance, Analytics, Fraud, Financial Fraud, Angel Investing, Business Innovation, Startup Ecosystem, Emerging Markets, Strategy, Future of Work, Entrepreneurship Education, Green Accounting, Sustainable Investing, Social Entrepreneurship, Responsible Consumption, Environmental Economics, Corporate Citizenship, Corporate Governance, Socially Responsible Investing (sri), Ethical Investing, Executive Compensation, Labor Practices, Employment, Job Sharing, Labor Migration, Gig Economy, Employee Retention, Job Quality, Occupational Mobility, Labor Union Dynamics, Workplace Productivity, Job Market Analysis, Leadership in the Workplace, Employee Motivation, Labor Market Policies, Unemployment Rates, Workforce Planning, Job Security, Wage Inequality, Employee Benefits, Work-Life Balance, Job Performance, Employee Turnover, Job Search Strategies, Workforce Development, Labor Market Dynamics, Employment Trends, Employer Branding, E-Recruitment, Recruitment Process Outsourcing (rpo), Employee Selection, Human Resource Management, Recruitment Strategies, Digital Insurance, Open Finance, Financial Services Innovation, Smart Banking, Fintech Ecosystems, Financial Fraud Detection, Financial Technology Adoption, Central Bank Digital Currencies (cbdc), Financial Market Infrastructure, Crowdlending, Algorithmic Trading, Financial Analytics, Real-time Payments, Cross-Border Payments, Payment Gateways, Financial Health Technology, Neobanks, Financial Education Technology, Behavioral Finance, Financial Data Privacy, Decentralized Finance (Defi), Financial Inclusion, Open Banking, Insurtech, Regtech, Crowdfunding, Robo-advisors, Mobile Payments, Fintech Innovation, Financial Technology, Fintech, Customer Relationship Management, Smart Business, Capitalism, Internet Commerce, Regional Tourism, Statistical Finance, Mobile Business, Tourism Economics, Banking Crises, Spatial Economics, Sharing Economy, Economic Planning, Reputation Management, Financial Crisis, Asset Pricing, Venture Capital, Crowdsourcing, Engineering Economics, Investment Banking, Business Transformation, Talent Management, Financial Economics, Global Business, Consumer Behavior, Financial Planning, Hospital Management, Innovation Management, Affiliate Marketing, Agricultural Economics, Behavioral Economics, Small Business, Business Research, Tax Accounting, Brand Management, Product Innovation, Social Economy, Destination Marketing, Adhocracy, Administration, Business Strategy, Actuarial, Responsible Business, Applied Finance, Customer Experience, Return on Investment (roi), Search Engine Advertising (sea), Search Engine Marketing (sem), Taxation, Conservation Finance, Financial Marketing, Advertising Management, Business Operations, Creative Accounting, Wine Tourism, Strategic Leadership, Private Client, Recruitment Marketing, Sustainable Finance, Strategic Marketing, Industry Innovation, Organization Theory, Public Sector, Sales, Accounting Business, Portfolio Management, Socialism, Digital Marketing, Product Management, Asset Management, Business Continuity, Corporate Social Responsibility (CSR), Event Management, Decision Management, Mobile Marketing, Business Communication, Content Marketing, Organizational Behavior, Cost Accounting, Forecasting, Business Education, Practice Management, Management Science, Financial Markets, Revenue Management, B2b Marketing, Family Business, Computational Economics, Mathematical Finance, Least Developed Countries (ldc), Urban Economics, Recruitment, Management Training, Political Economy, Digital Business, Labor Economics, Public Finance, Public Economics, Supply Chain Management, Business Analysis, Accounting, Cryptocurrency, Service Delivery, Financial Security, Game Theory, Tourism Management, Strategic Management, Sport Management, School Organization, Risk Management, Regional Economics, Regional Cooperation, Personal Finance, Organization Management, Microfinance, Mergers, Media Management, Marketplace, Market Economics, Management Engineering, Management Accounting, Management, Labour Economics, Labor Markets, Islamic Financial Stability, Islamic Economics, Insurance, Hotel Management, Hospital Economics, Gender Economics, Financial Sustainability, Financial Management, Financial Engineering, Finance, Experimental Finance, Energy Economics, Electronic Properties, Economics and Finance, Economics, Econometrics, E-commerce, Development Economics, Corporate Finance, Change Management, Capital Markets, Auditing, Hospitality Management, Hospitality, Halal Market, Economy, Business Tourism, Business Management, Business and Management Science, Local Governance, International Trade, International Commerce, International, Good Corporate Governance, Health Economics, Strategic Planning, Knowledge Economy, Integration of Knowledge and Ideas, Innovation, Engineering Management, Engineering Economy, Microeconomics, Marketing and Pricing of Fish, Marketing, Macroeconomics, Islamic Marketing, International Marketing, International Business, Global Marketing, Entrepreneurship, Enterprise Engineering, Decision Making, Business Intelligence, Business Ethics, Business Engineering, Business Administration, Business, Advertising, Regional Economic Development, Regional Development, Positive Development, Islamic Financing Methods, Islamic Finance, Islamic Accounting, Inequalities, Human Resources, Human Capital, Economic Policy, Economic History, Economic Growth, Economic Evaluation, Economic Development, Digital Economy, Development, Banking, Leadership, Intervention Strategies, World Commerce, Health Care Management, Treasury Management, Global Wealth, Market Intelligence, Sport Economics, Alliance Management, Empirical Finance, Economic Surveys, Economic Perspectives, Economic Literature, Economic Interaction, Economic Inequality, Economic Education, Economic Behavior, Australian Political Economy, Applied Economics, Applied Econometrics, African Economies, Strategic Property Management, Industrial Organization, Electronic Commerce, E-business Management, Corporate Change",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-communications-and-telecommunications-engineering-iccte-2026-may-rome-it,International Conference on Communications and Telecommunications Engineering (ICCTE),Organizer,and Internet Technology Software Application and Services Telecommunication Management and Regulation Convergence of Smart Grid and the Internet of Things Energy Efficie,90,Hot,,,"International Conference on Communications and Telecommunications Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pract | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Communications and Telecommunications Engineering ICCTE on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Communications and Telecommunications Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Networks Communications, Mobile Communications, Wireless Communication Systems, Radio Communications, Optical Communications, Optical Fiber Communication, Fiber Optics, Digital Communication, Wireless Networks, Mobile Networks, Wireless Communications, Telecommunications, Radio, Networks  Communications, Communication Technology, Communication Systems, Communication Engineering",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 8 9,,,https://conferenceindex.org/event/international-conference-on-environmental-and-territorial-sciences-icets-2026-may-rome-it,International Conference on Environmental and Territorial Sciences (ICETS),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainability education environmental compliance natural resources management carbon dioxid",100,Hot,,,"International Conference on Environmental and Territorial Sciences scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: AI | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Environmental and Territorial Sciences ICETS on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Environmental and Territorial Sciences scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Sustainability Education, Environmental Compliance, Natural Resources Management, Carbon Dioxide Removal (cdr), Environmental Quality, Environmental Biology, Aquatic Plant Management, Applied Ecology, Mining Reclamation, Ecological Risk Assessment, Biogeochemistry, Groundwater Management, Sanitary Engineering, Problems of Ecology, Community Ecology, Atmospheric Chemistry, Biological Invasions, Chemosphere, Hazardous Materials, Aquatic Toxicology, Health Impact Assessment, Radon, Indoor Air, Planetary Health, Sustainable Leadership, Carbon Footprint, Green Marketing, Water Engineering, Sustainable Building, Water Resources Management, Environmental Protection, Life Cycle Assessment, Water Microbiology, Oil Spill, Bioremediation, Ecological Engineering, Extreme Tourism, Environmental Sustainability, Environmental Science, Environmental Management, Environmental Chemistry, Ecosystem, Biometeorology, Biodegradation, Lichens, Ecological Sciences, Environmentals, Resilience, Ecological Psychology",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-information-technology-and-software-engineering-icitse-2026-may-rome-it,International Conference on Information Technology and Software Engineering (ICITSE),Organizer,"International Conference on Information Technology and Software Engineering ICITSE on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit",90,Hot,,,"International Conference on Information Technology and Software Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Information Technology and Software Engineering ICITSE on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Information Technology and Software Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Digital Preservation, Serverless Architecture, Human-Computer Interaction, Open Source, Software Programming, Operating Systems, Programming, Open Source Software, Software Maintenance, Information Systems, Agile, Information Management, Software Testing, Software Engineering, Software Development, Programming Languages, Information Technology, Databases  Information Systems, Computer Applications, Application, Applied Computing, Metadata, Knowledge Management, Data Management, Software Architecture",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-information-science-engineering-and-technology-iciset-2026-may-rome-it,"International Conference on Information Science, Engineering and Technology (ICISET)",Organizer,"onference on Information Science, Engineering and Technology ICISET on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confe",90,Hot,,,"International Conference on Information Science, Engineering and Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Information Science, Engineering and Technology ICISET on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Information Science, Engineering and Technology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Virtualization, Virtual Reality, Ubiquitous Computing, Software Testing, Software Engineering, Software Development, Software Architecture, Parallel Computing, Network Security, Network Architecture, Internet of Things (iot), Internet Computing, Intelligent Systems, Information Technology, Information Systems, Information Security, Information Science, Information Management, Information Engineering, Human-Computer Interaction, Human-centered Computing, Edge Computing, Distributed Systems, Distributed Computing, Digital Transformation, Digital Preservation, Database Engineering, Data Security, Data Management, Data Engineering, Data Analytics, Cybersecurity, Cyber Engineering, Computer Technology, Computer Science, Computer Engineering, Cloud Computing, Blockchain, Big Data Analytics, Big Data, Augmented Reality, Artificial Intelligence, Applied Computing",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-pharmacy-and-molecular-biotechnology-icpmb-2026-may-rome-it,International Conference on Pharmacy and Molecular Biotechnology (ICPMB),Organizer,"rnational Conference on Pharmacy and Molecular Biotechnology ICPMB on May 04-05, 2026 in Rome, Italy - Conference Index Conference Index Submit Your Event for FREE Confer",90,Hot,,,"International Conference on Pharmacy and Molecular Biotechnology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to p | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Pharmacy and Molecular Biotechnology ICPMB on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Pharmacy and Molecular Biotechnology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Pharmacy Pharmacology, Pharmaceutical Design, Pharmaceutical Formulations, Pharmaceutics, Pharmaceuticals, Pharmaceutical Engineering, Pharmacy, Pharmaceutical Chemistry, Molecular Pharmacology",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-environmental-management-technology-and-engineering-icemte-2026-may-rome-it,"International Conference on Environmental Management, Technology and Engineering (ICEMTE)",Organizer,"estration Global Scale Environmental Problems and Solutions High-Level Radioactive Wastes Hydraulic Fracturing Industrial waste management Landfills, design, construction",90,Hot,,,"International Conference on Environmental Management, Technology and Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university pr | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Environmental Management, Technology and Engineering ICEMTE on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Environmental Management, Technology and Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Sustainability Education, Environmental Compliance, Natural Resources Management, Water Conservation, Carbon Dioxide Removal (cdr), Groundwater Management, Filtration, Wastewater Treatment Plants, Waste Recycling, Sustainable Waste Management, Sustainable Operations, Green Innovation, Sustainable Supply Chain, Climate Change Mitigation, Water Engineering, Water Treatment, Solid Waste Management, Green Infrastructure, Water Purification, Water Resources Management, Environmental Protection, Erosion Control, Desalination, Environmental Monitoring, Green Technology, Ecological Engineering, Sustainable Development, Remote Sensing, Environmental Engineering, Forest Products, Water Management, Wastewater, Waste Management, Sustainability, Restoration, Pollution Control, Hydrology, Environmental Sustainability, Environmental Pollution, Environmental Microbiology, Environmental Management, Ecosystem, Conservation, Wetlands, Water Safety, Sustainable Tourism, Wastewater Treatment",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biochemical-biomolecular-and-biopharmaceutical-engineering-icbbbe-2026-may-rome-it,"International Conference on Biochemical, Biomolecular and Biopharmaceutical Engineering (ICBBBE)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: cell metabolism tissue science lipids cell and stem cell research lipid metabolism protein s",90,Hot,,,"International Conference on Biochemical, Biomolecular and Biopharmaceutical Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and univer | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Biochemical, Biomolecular and Biopharmaceutical Engineering ICBBBE on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Biochemical, Biomolecular and Biopharmaceutical Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Cell Metabolism, Tissue Science, Lipids, Cell and Stem Cell Research, Lipid Metabolism, Protein Structure, Protein Folding, Regenerative Engineering, Biomimetics, Cell Culture Engineering, Tissue Engineering, Biomems, Neural Engineering, Microbial Physiology, Systems Biology, Molecular Biology, Cell Biology, Bioengineering, Structural Biology, Metabolism",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-allergy-asthma-immunology-and-rheumatology-icaair-2026-may-rome-it,"International Conference on Allergy, Asthma, Immunology and Rheumatology (ICAAIR)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: chronic lung diseases chest disease pulmonary disease osteopathic inflammatory cardiomyopath",90,Hot,,,"International Conference on Allergy, Asthma, Immunology and Rheumatology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Allergy, Asthma, Immunology and Rheumatology ICAAIR on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Allergy, Asthma, Immunology and Rheumatology scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,"Adaptive immunity Air pollution Airborne allergens Allergens: biology Allergens: diagnosis Allergic immune response Allergic inflammation, mast cells and eosinophils Allergy and tobacco smoke and other environmental factors Allergy prevention and risk factors Asthma: animal studies Asthma: biomarkers Asthma: education Asthma: epidemiology (adult) Asthma: epidemiology (pediatrics) Asthma: genetics Asthma: immunopathology Asthma: inflammation Asthma: management Asthma: mechanisms Atopic dermatitis and other skin conditions: management Atopic dermatitis and other skin conditions: mechanisms Autoimmunity Biologics Contact allergic dermatitis Diagnosis and management of rhinitis Drug allergy: anaphylaxis Drug allergy: diagnosis Drug allergy: epidemiology Drug allergy: management Drug allergy: mechanisms Epidemiology of rhinitis and conjunctivitis Food allergy: anaphylaxis Food allergy: diagnosis Food allergy: epidemiology Food allergy: management Food allergy: mechanisms Gastrointestinal immunology and allergy Hereditary angioedema Hymenoptera allergy Immunodeficiency Immunogenetics and immunogenomics Immunotherapy (clinics) Immunotherapy mechanisms Immunotherapy vaccines Infection and allergy Innate immunity and complement Laboratory tests for allergy Latex allergy Microbiomes: epithelial, respiratory and gastrointestinal Miscellaneous Molecular allergology Occupational allergy Occupational asthma and rhinitis Ocular allergy Other basic immunology  Paediatric: epidemiology Pediatric allergy Pediatric asthma and rhinitis Pediatric cutaneous and drug allergy Primary care Sinusitis and nasal polyps Sports and allergy and asthma Training and education Urticaria and angioedema",,"Chronic Lung Diseases, Chest Disease, Pulmonary Disease, Osteopathic, Inflammatory Cardiomyopathy, Blood Transfusion Safety, Rheumatology, Clinical Immunology, Asthma, Allergy",partial
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-waste-management-ecological-and-environmental-engineering-icwmeee-2026-may-rome-it,"International Conference on Waste Management, Ecological and Environmental Engineering (ICWMEEE)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainability education environmental compliance natural resources management waste recycli",90,Hot,,,"International Conference on Waste Management, Ecological and Environmental Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: AI | Source: conferenceindex | Validation confidence: 1.00",,True,True,False,2,0,2,email only,"International Conference on Waste Management, Ecological and Environmental Engineering ICWMEEE on May 04-05, 2026 in Rome, Italy - Conference Index","International Conference on Waste Management, Ecological and Environmental Engineering scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that might want to attend events, meetings, seminars, congresses, workshops, summit, and symposiums.",,Contact URL:  https://waset.org,,"Sustainability Education, Environmental Compliance, Natural Resources Management, Waste Recycling, Sustainable Waste Management, Water Treatment, Solid Waste Management, Bioremediation, Ecological Engineering, Environmental Engineering, Wastewater, Waste Management, Recycling, Environmental Sustainability, Wastewater Treatment",partial
