Company,Category,Country,Stand,NEC Profile,Relevant,LinkedIn Search,Apollo Search,Contact Name,Contact Title,Contact Email,Contact LinkedIn,AI Message,Status,Notes,enrichment_status,score,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,description,phone,address,linkedin_url,industry
DeJong Cheese,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DeJong%20Cheese,https://app.apollo.io/#/companies?q_organization_name=DeJong%20Cheese,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Delamere Dairy,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Delamere%20Dairy,https://app.apollo.io/#/companies?q_organization_name=Delamere%20Dairy,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DELLI,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DELLI,https://app.apollo.io/#/companies?q_organization_name=DELLI,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Delve Snacks,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Delve%20Snacks,https://app.apollo.io/#/companies?q_organization_name=Delve%20Snacks,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Denholm Good Logistics,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Denholm%20Good%20Logistics,https://app.apollo.io/#/companies?q_organization_name=Denholm%20Good%20Logistics,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Devon Cakes,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Devon%20Cakes,https://app.apollo.io/#/companies?q_organization_name=Devon%20Cakes,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dewkes,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Dewkes,https://app.apollo.io/#/companies?q_organization_name=Dewkes,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DHIMAN ENTERPRISES LTD,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DHIMAN%20ENTERPRISES%20LTD,https://app.apollo.io/#/companies?q_organization_name=DHIMAN%20ENTERPRISES%20LTD,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Diageo,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Diageo,https://app.apollo.io/#/companies?q_organization_name=Diageo,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DICO Carwash & Dr. Stöcker,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DICO%20Carwash%20&%20Dr.%20Stöcker,https://app.apollo.io/#/companies?q_organization_name=DICO%20Carwash%20&%20Dr.%20Stöcker,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Diddly Squat,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Diddly%20Squat,https://app.apollo.io/#/companies?q_organization_name=Diddly%20Squat,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DINA FOODS LTD,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=DINA%20FOODS%20LTD,https://app.apollo.io/#/companies?q_organization_name=DINA%20FOODS%20LTD,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Direct Food lngredients Ltd,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Direct%20Food%20lngredients%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Direct%20Food%20lngredients%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Disanto and Family,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Disanto%20and%20Family,https://app.apollo.io/#/companies?q_organization_name=Disanto%20and%20Family,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Diso / OQO,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Diso%20/%20OQO,https://app.apollo.io/#/companies?q_organization_name=Diso%20/%20OQO,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Diverse Fine Food,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Diverse%20Fine%20Food,https://app.apollo.io/#/companies?q_organization_name=Diverse%20Fine%20Food,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Do Goodly Foods,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Do%20Goodly%20Foods,https://app.apollo.io/#/companies?q_organization_name=Do%20Goodly%20Foods,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dole Packaged Foods Europe,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Dole%20Packaged%20Foods%20Europe,https://app.apollo.io/#/companies?q_organization_name=Dole%20Packaged%20Foods%20Europe,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DOUBLECOOL UK,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DOUBLECOOL%20UK,https://app.apollo.io/#/companies?q_organization_name=DOUBLECOOL%20UK,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Doughboys Pizza,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Doughboys%20Pizza,https://app.apollo.io/#/companies?q_organization_name=Doughboys%20Pizza,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DoughGirl,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DoughGirl,https://app.apollo.io/#/companies?q_organization_name=DoughGirl,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Doves Farm Foods,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Doves%20Farm%20Foods,https://app.apollo.io/#/companies?q_organization_name=Doves%20Farm%20Foods,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DOZZ Soup,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DOZZ%20Soup,https://app.apollo.io/#/companies?q_organization_name=DOZZ%20Soup,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dr. Will's,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Dr.%20Will's,https://app.apollo.io/#/companies?q_organization_name=Dr.%20Will's,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Drifter,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Drifter,https://app.apollo.io/#/companies?q_organization_name=Drifter,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Drink Angel,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Drink%20Angel,https://app.apollo.io/#/companies?q_organization_name=Drink%20Angel,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Drinka Water,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Drinka%20Water,https://app.apollo.io/#/companies?q_organization_name=Drinka%20Water,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DRIVERS PICKLES,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DRIVERS%20PICKLES,https://app.apollo.io/#/companies?q_organization_name=DRIVERS%20PICKLES,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DSL Group,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DSL%20Group,https://app.apollo.io/#/companies?q_organization_name=DSL%20Group,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DUCHESS & ALLEYCAT,,,,,,https://www.linkedin.com/search/results/companies/?keywords=DUCHESS%20&%20ALLEYCAT,https://app.apollo.io/#/companies?q_organization_name=DUCHESS%20&%20ALLEYCAT,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Due Trade,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Due%20Trade,https://app.apollo.io/#/companies?q_organization_name=Due%20Trade,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dundeis UK,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Dundeis%20UK,https://app.apollo.io/#/companies?q_organization_name=Dundeis%20UK,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dust Bros,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Dust%20Bros,https://app.apollo.io/#/companies?q_organization_name=Dust%20Bros,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dutch Cocktail Club,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Dutch%20Cocktail%20Club,https://app.apollo.io/#/companies?q_organization_name=Dutch%20Cocktail%20Club,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
E&G Sales Co.,,,,,,https://www.linkedin.com/search/results/companies/?keywords=E&G%20Sales%20Co.,https://app.apollo.io/#/companies?q_organization_name=E&G%20Sales%20Co.,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Easefix,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Easefix,https://app.apollo.io/#/companies?q_organization_name=Easefix,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Easitill,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Easitill,https://app.apollo.io/#/companies?q_organization_name=Easitill,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eat Real,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Eat%20Real,https://app.apollo.io/#/companies?q_organization_name=Eat%20Real,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eaten Alive! Raw Fermented Foods,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Eaten%20Alive!%20Raw%20Fermented%20Foods,https://app.apollo.io/#/companies?q_organization_name=Eaten%20Alive!%20Raw%20Fermented%20Foods,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eclipse Labels Limited,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Eclipse%20Labels%20Limited,https://app.apollo.io/#/companies?q_organization_name=Eclipse%20Labels%20Limited,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eco Crops,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Eco%20Crops,https://app.apollo.io/#/companies?q_organization_name=Eco%20Crops,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ecopack S.p.A,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Ecopack%20S.p.A,https://app.apollo.io/#/companies?q_organization_name=Ecopack%20S.p.A,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EcoVend,,,,,,https://www.linkedin.com/search/results/companies/?keywords=EcoVend,https://app.apollo.io/#/companies?q_organization_name=EcoVend,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ECS,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ECS,https://app.apollo.io/#/companies?q_organization_name=ECS,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EdgePetrol,,,,,,https://www.linkedin.com/search/results/companies/?keywords=EdgePetrol,https://app.apollo.io/#/companies?q_organization_name=EdgePetrol,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Edmunds Cocktails,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Edmunds%20Cocktails,https://app.apollo.io/#/companies?q_organization_name=Edmunds%20Cocktails,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EKKO - organic oils factory,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=EKKO%20-%20organic%20oils%20factory,https://app.apollo.io/#/companies?q_organization_name=EKKO%20-%20organic%20oils%20factory,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Elavon,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Elavon,https://app.apollo.io/#/companies?q_organization_name=Elavon,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ElectRoad,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ElectRoad,https://app.apollo.io/#/companies?q_organization_name=ElectRoad,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ELFBAR/ LOST MARY,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ELFBAR/%20LOST%20MARY,https://app.apollo.io/#/companies?q_organization_name=ELFBAR/%20LOST%20MARY,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ELIS UK LIMITED,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ELIS%20UK%20LIMITED,https://app.apollo.io/#/companies?q_organization_name=ELIS%20UK%20LIMITED,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ELMA SU PUCCINELLI ELMATAS A.S.,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ELMA%20SU%20PUCCINELLI%20ELMATAS%20A.S.,https://app.apollo.io/#/companies?q_organization_name=ELMA%20SU%20PUCCINELLI%20ELMATAS%20A.S.,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ELUX,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ELUX,https://app.apollo.io/#/companies?q_organization_name=ELUX,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Emilia's Crafted Pasta,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Emilia's%20Crafted%20Pasta,https://app.apollo.io/#/companies?q_organization_name=Emilia's%20Crafted%20Pasta,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Emmi UK,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Emmi%20UK,https://app.apollo.io/#/companies?q_organization_name=Emmi%20UK,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Empire Bespoke Foods Ltd,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Empire%20Bespoke%20Foods%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Empire%20Bespoke%20Foods%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ENGIE Supply UK,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ENGIE%20Supply%20UK,https://app.apollo.io/#/companies?q_organization_name=ENGIE%20Supply%20UK,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
English Tea Shop,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=English%20Tea%20Shop,https://app.apollo.io/#/companies?q_organization_name=English%20Tea%20Shop,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Envior,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Envior,https://app.apollo.io/#/companies?q_organization_name=Envior,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ENVIPCO,,,,,,https://www.linkedin.com/search/results/companies/?keywords=ENVIPCO,https://app.apollo.io/#/companies?q_organization_name=ENVIPCO,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"ENVIRO FOOD PACK (CAMBODIA) CO., LTD",,,,,YES,"https://www.linkedin.com/search/results/companies/?keywords=ENVIRO%20FOOD%20PACK%20(CAMBODIA)%20CO.,%20LTD","https://app.apollo.io/#/companies?q_organization_name=ENVIRO%20FOOD%20PACK%20(CAMBODIA)%20CO.,%20LTD",,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EPIC ACTIVATION,,,,,,https://www.linkedin.com/search/results/companies/?keywords=EPIC%20ACTIVATION,https://app.apollo.io/#/companies?q_organization_name=EPIC%20ACTIVATION,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Epicurium - Healthier Wholesale,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Epicurium%20-%20Healthier%20Wholesale,https://app.apollo.io/#/companies?q_organization_name=Epicurium%20-%20Healthier%20Wholesale,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Epiros,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Epiros,https://app.apollo.io/#/companies?q_organization_name=Epiros,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EPS,,,,,,https://www.linkedin.com/search/results/companies/?keywords=EPS,https://app.apollo.io/#/companies?q_organization_name=EPS,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Epta Refrigeration,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Epta%20Refrigeration,https://app.apollo.io/#/companies?q_organization_name=Epta%20Refrigeration,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Euro Food Brands,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Euro%20Food%20Brands,https://app.apollo.io/#/companies?q_organization_name=Euro%20Food%20Brands,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EUROCOLD GROUP,,,,,,https://www.linkedin.com/search/results/companies/?keywords=EUROCOLD%20GROUP,https://app.apollo.io/#/companies?q_organization_name=EUROCOLD%20GROUP,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eurofins Food Testing,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Eurofins%20Food%20Testing,https://app.apollo.io/#/companies?q_organization_name=Eurofins%20Food%20Testing,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eurotank Service Group,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Eurotank%20Service%20Group,https://app.apollo.io/#/companies?q_organization_name=Eurotank%20Service%20Group,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Everway Industrial Limited,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Everway%20Industrial%20Limited,https://app.apollo.io/#/companies?q_organization_name=Everway%20Industrial%20Limited,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Exploded Sweets,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Exploded%20Sweets,https://app.apollo.io/#/companies?q_organization_name=Exploded%20Sweets,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fabulous Farm Shops,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fabulous%20Farm%20Shops,https://app.apollo.io/#/companies?q_organization_name=Fabulous%20Farm%20Shops,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Facewatch,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Facewatch,https://app.apollo.io/#/companies?q_organization_name=Facewatch,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FARESHARE & THE FELIX PROJECT,,,,,,https://www.linkedin.com/search/results/companies/?keywords=FARESHARE%20&%20THE%20FELIX%20PROJECT,https://app.apollo.io/#/companies?q_organization_name=FARESHARE%20&%20THE%20FELIX%20PROJECT,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Farm Retail Association,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Farm%20Retail%20Association,https://app.apollo.io/#/companies?q_organization_name=Farm%20Retail%20Association,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Farmhouse Biscuits Ltd,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Farmhouse%20Biscuits%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Farmhouse%20Biscuits%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Farrington’s Mellow Yellow,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Farrington’s%20Mellow%20Yellow,https://app.apollo.io/#/companies?q_organization_name=Farrington’s%20Mellow%20Yellow,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fast Trak Ltd,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fast%20Trak%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Fast%20Trak%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FastLine Foods Ltd,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=FastLine%20Foods%20Ltd,https://app.apollo.io/#/companies?q_organization_name=FastLine%20Foods%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Feedwell Animal Foods Ltd,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Feedwell%20Animal%20Foods%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Feedwell%20Animal%20Foods%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Femu,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Femu,https://app.apollo.io/#/companies?q_organization_name=Femu,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FEOBA,,,,,,https://www.linkedin.com/search/results/companies/?keywords=FEOBA,https://app.apollo.io/#/companies?q_organization_name=FEOBA,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ferment Fizz,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Ferment%20Fizz,https://app.apollo.io/#/companies?q_organization_name=Ferment%20Fizz,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fever-Tree,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fever-Tree,https://app.apollo.io/#/companies?q_organization_name=Fever-Tree,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Few'r / nomsi,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Few'r%20/%20nomsi,https://app.apollo.io/#/companies?q_organization_name=Few'r%20/%20nomsi,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"FGS lngredients Ltd, Leicester",,,,,,"https://www.linkedin.com/search/results/companies/?keywords=FGS%20lngredients%20Ltd,%20Leicester","https://app.apollo.io/#/companies?q_organization_name=FGS%20lngredients%20Ltd,%20Leicester",,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fibre Up,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fibre%20Up,https://app.apollo.io/#/companies?q_organization_name=Fibre%20Up,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fieldfare,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fieldfare,https://app.apollo.io/#/companies?q_organization_name=Fieldfare,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FieldGoods,,,,,,https://www.linkedin.com/search/results/companies/?keywords=FieldGoods,https://app.apollo.io/#/companies?q_organization_name=FieldGoods,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fifo Wireless,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fifo%20Wireless,https://app.apollo.io/#/companies?q_organization_name=Fifo%20Wireless,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Filao Trading / BeeMax,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Filao%20Trading%20/%20BeeMax,https://app.apollo.io/#/companies?q_organization_name=Filao%20Trading%20/%20BeeMax,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Filbert's Fine Foods,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Filbert's%20Fine%20Foods,https://app.apollo.io/#/companies?q_organization_name=Filbert's%20Fine%20Foods,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Filippo Berio/Cirio/Rio Mare,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Filippo%20Berio/Cirio/Rio%20Mare,https://app.apollo.io/#/companies?q_organization_name=Filippo%20Berio/Cirio/Rio%20Mare,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fill Refill Co.,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fill%20Refill%20Co.,https://app.apollo.io/#/companies?q_organization_name=Fill%20Refill%20Co.,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fine Cheesemakers of Scotland,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fine%20Cheesemakers%20of%20Scotland,https://app.apollo.io/#/companies?q_organization_name=Fine%20Cheesemakers%20of%20Scotland,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fiona Cairns,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fiona%20Cairns,https://app.apollo.io/#/companies?q_organization_name=Fiona%20Cairns,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
First Grade International Ltd,,,,,,https://www.linkedin.com/search/results/companies/?keywords=First%20Grade%20International%20Ltd,https://app.apollo.io/#/companies?q_organization_name=First%20Grade%20International%20Ltd,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
First Quality Foods,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=First%20Quality%20Foods,https://app.apollo.io/#/companies?q_organization_name=First%20Quality%20Foods,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fish4Ever,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fish4Ever,https://app.apollo.io/#/companies?q_organization_name=Fish4Ever,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fix & Fogg,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fix%20&%20Fogg,https://app.apollo.io/#/companies?q_organization_name=Fix%20&%20Fogg,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Flavour Warehouse Group,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Flavour%20Warehouse%20Group,https://app.apollo.io/#/companies?q_organization_name=Flavour%20Warehouse%20Group,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Flawless Vape Distribution,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Flawless%20Vape%20Distribution,https://app.apollo.io/#/companies?q_organization_name=Flawless%20Vape%20Distribution,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Flawsome! Drinks,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Flawsome!%20Drinks,https://app.apollo.io/#/companies?q_organization_name=Flawsome!%20Drinks,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Fluxe Active,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Fluxe%20Active,https://app.apollo.io/#/companies?q_organization_name=Fluxe%20Active,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Flying Turtle,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Flying%20Turtle,https://app.apollo.io/#/companies?q_organization_name=Flying%20Turtle,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FOLI,,,,,,https://www.linkedin.com/search/results/companies/?keywords=FOLI,https://app.apollo.io/#/companies?q_organization_name=FOLI,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Folkington's,,,,,,https://www.linkedin.com/search/results/companies/?keywords=Folkington's,https://app.apollo.io/#/companies?q_organization_name=Folkington's,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Food & Drink Wales,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Food%20&%20Drink%20Wales,https://app.apollo.io/#/companies?q_organization_name=Food%20&%20Drink%20Wales,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Food Retail Partner,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Food%20Retail%20Partner,https://app.apollo.io/#/companies?q_organization_name=Food%20Retail%20Partner,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Foodie Flavours,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=Foodie%20Flavours,https://app.apollo.io/#/companies?q_organization_name=Foodie%20Flavours,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FoodSprays.com,,,,,YES,https://www.linkedin.com/search/results/companies/?keywords=FoodSprays.com,https://app.apollo.io/#/companies?q_organization_name=FoodSprays.com,,,,,,New,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
