Contact,Title,Company,Country,Email,Email Type,Phone,WhatsApp,LinkedIn Profile,Company LinkedIn,Website,Event,Pavilion,Product,Score,Status,HQ,Revenue,Notes
,,Academia & Industria Forum,AU,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/clinical-sciences-exchange-clinscix-2026-august-sydney-au,Clinical Sciences Exchange,Organizer,,90,Hot,,,"Clinical Sciences Exchange scheduled on August 27, 2026 at Sydney, Australia is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research activities that | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-e-learning-and-e-teaching-icelet-2026-may-singapore-sg,International Conference on e-Learning and e-Teaching (ICELET),Organizer,"ning Commons Tutoring e-Learning applications and services Universities, the Internet and society Use of social networks Uses of multimedia Web technologies and the class",90,Hot,,,"International Conference on e-Learning and e-Teaching scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pre | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-e-learning-icel-2026-may-singapore-sg,International Conference on e-Learning (ICEL),Organizer,"ning Commons Tutoring e-Learning applications and services Universities, the Internet and society Use of social networks Uses of multimedia Web technologies and the class",90,Hot,,,"International Conference on e-Learning scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research a | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-coastal-and-ocean-engineering-iccoe-2026-may-singapore-sg,International Conference on Coastal and Ocean Engineering (ICCOE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: oceanic engineering ocean research marine bioinvasions offshore mechanics coastal estuarine",100,Hot,,,"International Conference on Coastal and Ocean Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biomedical-science-and-engineering-icbse-2026-may-singapore-sg,International Conference on Biomedical Science and Engineering (ICBSE),Organizer,ssing biomedical electronics cell therapy medical devices bioelectrical engineering microneedles biomedical sensors cancer nanotechnology biomedicine biomedical devices b,90,Hot,,,"International Conference on Biomedical Science and Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-e-government-iceg-2026-may-singapore-sg,International Conference on e-Government (ICEG),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: privacy protection administrative law communication policy and regulation technology law pol",90,Hot,,,"International Conference on e-Government scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present research | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",IT,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-dermatology-and-dermatologic-surgery-icdds-2026-may-rome-it,International Conference on Dermatology and Dermatologic Surgery (ICDDS),Organizer,ive Techniques for Facial Rejuvenation Lasers and Devices Lasers/Non Ablative Lasers/Devices for Rejuvenation Liposuction Surgery Nail Surgery Platelet Rich Plasma / Stem,90,Hot,,,"International Conference on Dermatology and Dermatologic Surgery scheduled on May 04-05, 2026 at Rome, Italy is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to p | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-high-energy-and-nuclear-physics-ichenp-2026-may-singapore-sg,International Conference on High Energy and Nuclear Physics (ICHENP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: radiation safety radiation emergencies uranium nuclear structure nuclear energy nuclear reac",90,Hot,,,"International Conference on High Energy and Nuclear Physics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-atomic-molecular-and-optical-physics-icamop-2026-may-singapore-sg,"International Conference on Atomic, Molecular and Optical Physics (ICAMOP)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: optical physics molecular physics laser physics atomic physics Description Organization Acce",90,Hot,,,"International Conference on Atomic, Molecular and Optical Physics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-high-energy-physics-ichep-2026-may-singapore-sg,International Conference on High Energy Physics (ICHEP),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: nuclear structure nuclear energy nuclear reactors nuclear nuclear physics nuclear engineerin",90,Hot,,,"International Conference on High Energy Physics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to present r | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-e-business-and-e-government-icbg-2026-may-singapore-sg,International Conference on e-Business and e-Government (ICBG),Organizer,Systems Supply-chain Management CRM and Business Solutions Workflow Management Systems Human resources strategy in e-commerce enterprise E-Government System and architec,90,Hot,,,"International Conference on e-Business and e-Government scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computational-biomechanics-iccb-2026-may-singapore-sg,International Conference on Computational Biomechanics (ICCB),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: tumour models animal orthopedics musculoskeletal rehabilitation applied biomedicine applied",90,Hot,,,"International Conference on Computational Biomechanics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to pr | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-business-and-commerce-management-icbcm-2026-may-singapore-sg,International Conference on Business and Commerce Management (ICBCM),Organizer,"for e-commerce Semantic Web ontologies, rules and services Social networks and viral marketing Name: World Academy of Science, Engineering and Technology Website: https:/",90,Hot,,,"International Conference on Business and Commerce Management scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-information-and-computer-technology-icict-2026-may-singapore-sg,International Conference on Information and Computer Technology (ICICT),Organizer,"ernational Conference on Information and Computer Technology ICICT on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for FR",90,Hot,,,"International Conference on Information and Computer Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-chemical-and-environmental-engineering-iccee-2026-may-singapore-sg,International Conference on Chemical and Environmental Engineering (ICCEE),Organizer,sorption and extraction Ionic liquids/electrolyte solutions Environmental Engineering and Technology Pollution and monitoring Water supply and wastewater treatment Air po,90,Hot,,,"International Conference on Chemical and Environmental Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8,1 2 3 4 5 6 7 8,,,https://conferenceindex.org/event/international-conference-on-business-and-economic-analysis-icbea-2026-may-singapore-sg,International Conference on Business and Economic Analysis (ICBEA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: mathematical finance business analysis market economics financial management economics and f",100,Hot,,,"International Conference on Business and Economic Analysis scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners t | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,Statistics (ICEORS) -,"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-econometrics-operations-research-and-statistics-iceors-2026-may-singapore-sg,"International Conference on Econometrics, Operations Research and Statistics (ICEORS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: empirical finance economic surveys economic literature economic education applied economics",100,Hot,,,"International Conference on Econometrics, Operations Research and Statistics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-automotive-and-mechanical-engineering-icame-2026-may-singapore-sg,International Conference on Automotive and Mechanical Engineering (ICAME),Organizer,"llution and Environmental Engineering Power-train solutions Powertrain Technology Precision mechanics, mechatronics Production Technology Quality assurance and environmen",90,Hot,,,"International Conference on Automotive and Mechanical Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practiti | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-biomedical-sciences-and-oncology-icbso-2026-may-singapore-sg,International Conference on Biomedical Sciences and Oncology (ICBSO),Organizer,umors biomedical electronics cell therapy medical devices bioelectrical engineering microneedles biomedical sensors gene expression cancer nanotechnology cancer genomics,90,Hot,,,"International Conference on Biomedical Sciences and Oncology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computational-modeling-analysis-and-simulation-iccmas-2026-may-singapore-sg,"International Conference on Computational Modeling, Analysis and Simulation (ICCMAS)",Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: theoretical physics statistical physics quantum mechanics molecular physics mathematical phy",90,Hot,,,"International Conference on Computational Modeling, Analysis and Simulation scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
Conference Tags,sector sales accounting,"World Academy of Science, Engineering and Technology",SG,conference@conferenceindex.org,Likely,,,https://www.linkedin.com/in/conference-tags,,https://conferenceindex.org/event/international-conference-on-economic-and-social-development-icesd-2026-may-singapore-sg,International Conference on Economic and Social Development (ICESD),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: global wealth economic surveys economic perspectives economic interaction economic inequalit",100,Hot,,,"International Conference on Economic and Social Development scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
International Conference,and Sales (ICEMS),"World Academy of Science, Engineering and Technology",SG,international@conferenceindex.org,Likely,,,https://www.linkedin.com/in/international-conference,,https://conferenceindex.org/event/international-conference-on-economics-innovation-and-business-administration-iceiba-2026-may-singapore-sg,"International Conference on Economics, Innovation and Business Administration (ICEIBA)",Organizer,t analysis wage inequality open finance financial services innovation fintech ecosystems financial technology adoption financial market infrastructure payment gateways fi,100,Hot,,,"International Conference on Economics, Innovation and Business Administration scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-games-multimedia-and-allied-technology-iccgmat-2026-may-singapore-sg,"International Conference on Computer Games, Multimedia and Allied Technology (ICCGMAT)",Organizer,", 2026 International Conference on Smart Systems, Devices and Technologies (ICSSDT) - Amsterdam, Netherlands September 16, 2026 International Conference on Smart Systems,",90,Hot,,,"International Conference on Computer Games, Multimedia and Allied Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universi | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-games-multimedia-and-allied-technology-iccgmat-2026-may-istanbul-tr,"International Conference on Computer Games, Multimedia and Allied Technology (ICCGMAT)",Organizer,", 2026 International Conference on Smart Systems, Devices and Technologies (ICSSDT) - Amsterdam, Netherlands September 16, 2026 International Conference on Smart Systems,",90,Hot,,,"International Conference on Computer Games, Multimedia and Allied Technology scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-graphics-and-image-processing-iccgip-2026-may-singapore-sg,International Conference on Computer Graphics and Image Processing (ICCGIP),Organizer,endering Geometric Modeling Animation Interactive Devices GPU and Graphics Systems Graphical User Interface Human-Computer Interaction Virtual Reality Computer Games Comp,90,Hot,,,"International Conference on Computer Graphics and Image Processing scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-graphics-and-vision-iccgv-2026-may-singapore-sg,International Conference on Computer Graphics and Vision (ICCGV),Organizer,endering Geometric Modeling Animation Interactive Devices GPU and Graphics Systems Graphical User Interface Human-Computer Interaction Virtual Reality Computer Games Comp,90,Hot,,,"International Conference on Computer Graphics and Vision scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-vision-imaging-and-computer-graphics-iccvicg-2026-may-singapore-sg,"International Conference on Computer Vision, Imaging and Computer Graphics (ICCVICG)",Organizer,endering Geometric Modeling Animation Interactive Devices GPU and Graphics Systems Graphical User Interface Human-Computer Interaction Virtual Reality Computer Games Comp,90,Hot,,,"International Conference on Computer Vision, Imaging and Computer Graphics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-and-network-communications-iccnc-2026-may-singapore-sg,International Conference on Computer and Network Communications (ICCNC),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: networks communications mobile communications wireless communication systems wireless networ",90,Hot,,,"International Conference on Computer and Network Communications scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-information-and-education-technology-icciet-2026-may-singapore-sg,"International Conference on Computer, Information and Education Technology (ICCIET)",Organizer,"Conference on Computer, Information and Education Technology ICCIET on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for F",90,Hot,,,"International Conference on Computer, Information and Education Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computers-and-information-technology-in-education-iccite-2026-may-singapore-sg,International Conference on Computers and Information Technology in Education (ICCITE),Organizer,"ms Web-based Learning, Wikis and Blogs e-Learning Platforms, Portals Authoring Tools and Content Development Groupware Tools Synchronous and Asynchronous Learning Securit",90,Hot,,,"International Conference on Computers and Information Technology in Education scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and univers | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-concrete-engineering-and-technology-iccet-2026-may-singapore-sg,International Conference on Concrete Engineering and Technology (ICCET),Organizer,"ernational Conference on Concrete Engineering and Technology ICCET on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for FR",90,Hot,hquake Engineering / Seismic Design Fire Resistance Concrete High Performance Concrete Industrialized Building System Ma,,"International Conference on Concrete Engineering and Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practition | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-and-information-engineering-iccie-2026-may-singapore-sg,International Conference on Computer and Information Engineering (ICCIE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: digital preservation computer design functional programming data compression operating syste",90,Hot,,,"International Conference on Computer and Information Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-applied-mathematics-and-engineering-mathematics-icamem-2026-may-singapore-sg,International Conference on Applied Mathematics and Engineering Mathematics (ICAMEM),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: engineering mathematics stochastic control differential equations computational engineering",90,Hot,,,"International Conference on Applied Mathematics and Engineering Mathematics scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and universit | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 8 9,,,https://conferenceindex.org/event/international-conference-on-environmental-sciences-and-engineering-icese-2026-may-singapore-sg,International Conference on Environmental Sciences and Engineering (ICESE),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainability education virtual sustainability environmental compliance natural resources m",100,Hot,,,"International Conference on Environmental Sciences and Engineering scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practit | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computing-and-information-technology-iccit-2026-may-singapore-sg,International Conference on Computing and Information Technology (ICCIT),Organizer,", Engineering and Technology Conference Tags: web services web engineering virtualization ubiquitous computing software testing software engineering software development",90,Hot,,,"International Conference on Computing and Information Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-information-and-knowledge-technology-icikt-2026-may-singapore-sg,International Conference on Information and Knowledge Technology (ICIKT),Organizer,"rnational Conference on Information and Knowledge Technology ICIKT on May 04-05, 2026 in Singapore, Singapore - Conference Index Conference Index Submit Your Event for FR",90,Hot,,,"International Conference on Information and Knowledge Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-communications-and-signal-processing-iccsp-2026-may-singapore-sg,International Conference on Communications and Signal Processing (ICCSP),Organizer,cal Networks NGN Optical Networks Application and Services Signal Processing Track Audio and Speech Processing and Coding Speech and Speaker Recognition Adaptive and Stat,90,Hot,,,"International Conference on Communications and Signal Processing scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-engineering-materials-and-applications-icema-2026-may-istanbul-tr,International Conference on Engineering Materials and Applications (ICEMA),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: electroceramics elastomers applied crystallography material forming ultrasonics ferroelectri",90,Hot,,,"International Conference on Engineering Materials and Applications scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-environmental-and-chemical-engineering-icece-2026-may-istanbul-tr,International Conference on Environmental and Chemical Engineering (ICECE),Organizer,ntal management systems Air pollution control and equipment Pollution prevention in industry Renewable Energy Renewable Energy Sources Solar electricity and PV applicatio,90,Hot,,,"International Conference on Environmental and Chemical Engineering scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitione | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-marine-and-environmental-systems-icmes-2026-may-istanbul-tr,International Conference on Marine and Environmental Systems (ICMES),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: shellfish fisheries sea regulating fisheries phycology pelagic fisheries oceanic engineering",90,Hot,,,"International Conference on Marine and Environmental Systems scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: AI | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",SG,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-computer-science-engineering-and-technology-iccset-2026-may-singapore-sg,"International Conference on Computer Science, Engineering and Technology (ICCSET)",Organizer,"6 International Conference on Cloud Computing and Services Science (ICCCSS) - Amsterdam, Netherlands August 19, 2026 International Conference on Cloud Computing and Servi",90,Hot,,,"International Conference on Computer Science, Engineering and Technology scheduled on May 04-05, 2026 at Singapore, Singapore is for the researchers, scientists, scholars, engineers, academic, scientific and university p | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-environment-energy-and-waste-management-iceewm-2026-may-istanbul-tr,"International Conference on Environment, Energy and Waste Management (ICEEWM)",Organizer,"estration Global Scale Environmental Problems and Solutions High-Level Radioactive Wastes Hydraulic Fracturing Industrial waste management Landfills, design, construction",90,Hot,,,"International Conference on Environment, Energy and Waste Management scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Medical | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-applications-icfma-2026-may-istanbul-tr,International Conference on Fluid Mechanics and Applications (ICFMA),Organizer,ive Flows Advances in Numerical Modeling for Turbomachinery Flow Optimization Industrial and Environmental Applications of Fluid Mechanics Fluid Machinery Numerical Metho,90,Hot,,,"International Conference on Fluid Mechanics and Applications scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-flow-analysis-icfmfa-2026-may-istanbul-tr,International Conference on Fluid Mechanics and Flow Analysis (ICFMFA),Organizer,nics turbulence computational fluid dynamics turbomachinery dynamics applied mechanics Description Organization Fluid Mechanics and Flow Analysis Flow instability and Tur,90,Hot,,,"International Conference on Fluid Mechanics and Flow Analysis scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioners to | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,,,,,https://conferenceindex.org/event/international-conference-on-automation-and-intelligent-manufacturing-icaim-2026-may-istanbul-tr,International Conference on Automation and Intelligent Manufacturing (ICAIM),Organizer,"Strategies and Intelligence in Manufacturing and Services Knowledge, Change, and Risk Management Value Creation by Sustainable Manufacturing Green and Lean Supply Chains",90,Hot,,,"International Conference on Automation and Intelligent Manufacturing scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitio | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
,,"World Academy of Science, Engineering and Technology",TR,info@conferenceindex.org,Generic,1 2 3 4 5 6 7 8 9,1 2 3 4 5 6 7 8 9,,,https://conferenceindex.org/event/international-conference-on-environmental-science-and-development-icesd-2026-may-istanbul-tr,International Conference on Environmental Science and Development (ICESD),Organizer,"zation: World Academy of Science, Engineering and Technology Conference Tags: sustainability education environmental compliance natural resources management sustainable w",100,Hot,,,"International Conference on Environmental Science and Development scheduled on May 04-05, 2026 at Istanbul, Turkey is for the researchers, scientists, scholars, engineers, academic, scientific and university practitioner | Industry: Manufacturing | Source: conferenceindex | Validation confidence: 1.00"
