Event Name,Category,Date,Location,Organizer,Venue,Event URL,Source,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,score,outreach_category,company_name,description,phone,address,linkedin_url,industry,enrichment_status
"International Conference on Communication Systems, Networks and Digital Signal Processing (ICCSNDSP)",Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-communication-systems-networks-and-digital-signal-processing-iccsndsp-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Composite Materials (ICCM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-composite-materials-iccm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computational Modeling, Simulation and Analysis (ICCMSA)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computational-modeling-simulation-and-analysis-iccmsa-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational Intelligence and Software Engineering (ICCISE),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computational-intelligence-and-software-engineering-iccise-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Probability and Statistics (ICPS),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-probability-and-statistics-icps-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Mathematics, Physics and Statistics (ICMPS)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-mathematics-physics-and-statistics-icmps-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Engineering and Operations Management (ICIEOM),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-industrial-engineering-and-operations-management-icieom-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Operations Management and Industrial Engineering (ICOMIE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-operations-management-and-industrial-engineering-icomie-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Nanotechnology and Biosensors (ICNB),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-nanotechnology-and-biosensors-icnb-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Engineering (ICIE),Manufacturing,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-industrial-engineering-icie-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Education and Instructional Systems Engineering (ICEISE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-education-and-instructional-systems-engineering-iceise-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental Science and Engineering (ICESE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environmental-science-and-engineering-icese-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Economics, Management of Business, Innovation and Technology (ICEMBIT)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-economics-management-of-business-innovation-and-technology-icembit-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information and Financial Engineering (ICIFE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-information-and-financial-engineering-icife-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Artificial Intelligence and Neural Networks (ICAINN),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-artificial-intelligence-and-neural-networks-icainn-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Communications, Networking and Mobile Computing (ICCNMC)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-communications-networking-and-mobile-computing-iccnmc-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial and Mechanical Engineering (ICIME),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-industrial-and-mechanical-engineering-icime-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Control, Automation, Robotics and Vision Engineering (ICCARVE)",Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-control-automation-robotics-and-vision-engineering-iccarve-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Bioinformatics and Biomedical Engineering (ICBBE),Healthcare,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-bioinformatics-and-biomedical-engineering-icbbe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computer Vision and Image Processing (ICCVIP),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computer-vision-and-image-processing-iccvip-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Environmental, Biological, Ecological Sciences and Engineering (ICEBESE)",Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environmental-biological-ecological-sciences-and-engineering-icebese-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Ecosystems, Environment and Sustainable Development (ICEESD)",Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-ecosystems-environment-and-sustainable-development-iceesd-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Earthquake and Structural Engineering (ICESE),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-earthquake-and-structural-engineering-icese-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Dentistry (ICD),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-dentistry-icd-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Diabetes and Metabolism (ICDM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-diabetes-and-metabolism-icdm-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Disability and Diversity (ICDD),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-disability-and-diversity-icdd-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Dermatology and Dermatologic Surgery (ICDDS),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-dermatology-and-dermatologic-surgery-icdds-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Emergency Medicine (ICEM),Technology,May 2026,"Rome, IT",,"Rome, IT",https://conferenceindex.org/event/international-conference-on-emergency-medicine-icem-2026-may-rome-it,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Business, Economics and Information Technology (ICBEIT)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-economics-and-information-technology-icbeit-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Economics and Business Management (ICEBM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-economics-and-business-management-icebm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Bioinformatics and Biomedicine (ICBB),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-bioinformatics-and-biomedicine-icbb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fluid Mechanics and Thermal Engineering (ICFMTE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-thermal-engineering-icfmte-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computer and Applied Mathematics (ICCAM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-and-applied-mathematics-iccam-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Electrical Machines and Power Electronics (ICEMPE),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-electrical-machines-and-power-electronics-icempe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biomedical Science and Engineering (ICBSE),Healthcare,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-biomedical-science-and-engineering-icbse-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Coastal and Ocean Engineering (ICCOE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-coastal-and-ocean-engineering-iccoe-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on e-Learning (ICEL),Education,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-e-learning-icel-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on e-Learning and e-Teaching (ICELET),Education,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-e-learning-and-e-teaching-icelet-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on e-Government (ICEG),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-e-government-iceg-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on High Energy Physics (ICHEP),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-high-energy-physics-ichep-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on High Energy and Nuclear Physics (ICHENP),Energy,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-high-energy-and-nuclear-physics-ichenp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Atomic, Molecular and Optical Physics (ICAMOP)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-atomic-molecular-and-optical-physics-icamop-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information and Computer Technology (ICICT),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-information-and-computer-technology-icict-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on e-Business and e-Government (ICBG),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-e-business-and-e-government-icbg-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Business and Commerce Management (ICBCM),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-and-commerce-management-icbcm-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Econometrics, Operations Research and Statistics (ICEORS)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-econometrics-operations-research-and-statistics-iceors-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Business and Economic Analysis (ICBEA),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-business-and-economic-analysis-icbea-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Economic and Social Development (ICESD),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-economic-and-social-development-icesd-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Economics, Innovation and Business Administration (ICEIBA)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-economics-innovation-and-business-administration-iceiba-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computational Biomechanics (ICCB),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computational-biomechanics-iccb-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemical and Environmental Engineering (ICCEE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-chemical-and-environmental-engineering-iccee-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Biomedical Sciences and Oncology (ICBSO),Healthcare,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-biomedical-sciences-and-oncology-icbso-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Automotive and Mechanical Engineering (ICAME),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-automotive-and-mechanical-engineering-icame-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computational Modeling, Analysis and Simulation (ICCMAS)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computational-modeling-analysis-and-simulation-iccmas-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computer Graphics and Image Processing (ICCGIP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-graphics-and-image-processing-iccgip-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computer and Network Communications (ICCNC),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-and-network-communications-iccnc-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computer Games, Multimedia and Allied Technology (ICCGMAT)",Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-computer-games-multimedia-and-allied-technology-iccgmat-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computer Graphics and Vision (ICCGV),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-graphics-and-vision-iccgv-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computer, Information and Education Technology (ICCIET)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-information-and-education-technology-icciet-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computer Vision, Imaging and Computer Graphics (ICCVICG)",Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-vision-imaging-and-computer-graphics-iccvicg-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computers and Information Technology in Education (ICCITE),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computers-and-information-technology-in-education-iccite-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computing and Information Technology (ICCIT),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computing-and-information-technology-iccit-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Concrete Engineering and Technology (ICCET),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-concrete-engineering-and-technology-iccet-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental Sciences and Engineering (ICESE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-environmental-sciences-and-engineering-icese-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Information and Knowledge Technology (ICIKT),Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-information-and-knowledge-technology-icikt-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Computer and Information Engineering (ICCIE),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-and-information-engineering-iccie-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Mathematics and Engineering Mathematics (ICAMEM),Manufacturing,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-applied-mathematics-and-engineering-mathematics-icamem-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Communications and Signal Processing (ICCSP),Other,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-communications-and-signal-processing-iccsp-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Computer Science, Engineering and Technology (ICCSET)",Technology,May 2026,"Singapore, SG",,"Singapore, SG",https://conferenceindex.org/event/international-conference-on-computer-science-engineering-and-technology-iccset-2026-may-singapore-sg,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Engineering Materials and Applications (ICEMA),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-engineering-materials-and-applications-icema-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Marine and Environmental Systems (ICMES),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-marine-and-environmental-systems-icmes-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental and Chemical Engineering (ICECE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environmental-and-chemical-engineering-icece-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Environment, Energy and Waste Management (ICEEWM)",Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environment-energy-and-waste-management-iceewm-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental Pollution and Remediation (ICEPR),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environmental-pollution-and-remediation-icepr-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Environmental Science and Development (ICESD),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-environmental-science-and-development-icesd-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Automation and Intelligent Manufacturing (ICAIM),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-automation-and-intelligent-manufacturing-icaim-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
"International Conference on Flood Recovery, Innovation and Response (ICFRIR)",Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-flood-recovery-innovation-and-response-icfrir-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fluid Mechanics and Flow Analysis (ICFMFA),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-flow-analysis-icfmfa-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fluid Mechanics and Applications (ICFMA),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-fluid-mechanics-and-applications-icfma-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Food Engineering and Management (ICFEM),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-food-engineering-and-management-icfem-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Food Manufacturing and Safety (ICFMS),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-food-manufacturing-and-safety-icfms-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Chemical and Food Engineering (ICCFE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-chemical-and-food-engineering-iccfe-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Applied Mathematics (ICAM),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-applied-mathematics-icam-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Fuzzy Information and Engineering (ICFIE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-fuzzy-information-and-engineering-icfie-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Geography and Geosciences (ICGG),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-geography-and-geosciences-icgg-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Geological Sciences (ICGS),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-geological-sciences-icgs-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Geosciences and Petroleum Engineering (ICGPE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-geosciences-and-petroleum-engineering-icgpe-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Water Resources and Renewable Energy Development (ICWRRED),Energy,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-water-resources-and-renewable-energy-development-icwrred-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Green Manufacturing Engineering (ICGME),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-green-manufacturing-engineering-icgme-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Transportation and Logistics Technology (ICTLT),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-transportation-and-logistics-technology-ictlt-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Hybrid and Electric Vehicles (ICHEV),Automotive,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-hybrid-and-electric-vehicles-ichev-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Hydraulics and Pneumatics (ICHP),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-hydraulics-and-pneumatics-ichp-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Imaging and Signal Processing (ICISP),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-imaging-and-signal-processing-icisp-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Engineering and Technology (ICIET),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-industrial-engineering-and-technology-iciet-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Geological Engineering (ICGE),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-geological-engineering-icge-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Technology (ICIT),Technology,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-industrial-technology-icit-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Industrial Engineering Design and Analysis (ICIEDA),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-industrial-engineering-design-and-analysis-icieda-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Mechanical Engineering Design and Analysis (ICMEDA),Manufacturing,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-mechanical-engineering-design-and-analysis-icmeda-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
International Conference on Kinesiology and Exercise Sciences (ICKES),Other,May 2026,"Istanbul, TR",,"Istanbul, TR",https://conferenceindex.org/event/international-conference-on-kinesiology-and-exercise-sciences-ickes-2026-may-istanbul-tr,conferenceindex,,,,,,False,False,False,0,0,0,skip,,,,,,,partial
