Company,Country,Stand,Profile URL,enrichment_status,score,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,description,phone,address,linkedin_url,industry
"ANGEL YEAST CO., LTD  Exhibitor • China • Stand N540",,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282300,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"ANGEL YEAST CO., LTD  Exhibitor • China • Stand N540",,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282300,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"AnHui KaiLai Packaging Co.,Ltd  Exhibitor • China • Stand N1650b",,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16369471,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"AnHui KaiLai Packaging Co.,Ltd  Exhibitor • China • Stand N1650b",,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16369471,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Anl  Exhibitor • Turkey • Stand N1930a,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445034,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Anl  Exhibitor • Turkey • Stand N1930a,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445034,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Annapolis. co. ltd  Exhibitor • Thailand • Stand N4913,"LongBeach: The Ultimate Beverage Solutions""",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282285,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Annapolis. co. ltd  Exhibitor • Thailand • Stand N4913,"LongBeach: The Ultimate Beverage Solutions""",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282285,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Antash Mashroub Jo for Industry  Exhibitor • Saudi Arabia • Stand N1750j,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16624956,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Antash Mashroub Jo for Industry  Exhibitor • Saudi Arabia • Stand N1750j,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16624956,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Antico Eremo Company Srl  Exhibitor • Italy • Stand S351,Italian producer of mixes for drinks,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282266,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Antico Eremo Company Srl  Exhibitor • Italy • Stand S351,Italian producer of mixes for drinks,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282266,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aperitivos de Anavieja  Exhibitor • Spain • Stand N1630h,Conventional and Organic Snacks,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16444992,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aperitivos de Anavieja  Exhibitor • Spain • Stand N1630h,Conventional and Organic Snacks,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16444992,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Apex Coconuts / Cocomama  Exhibitor • India • Stand N2560,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572176,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Apex Coconuts / Cocomama  Exhibitor • India • Stand N2560,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572176,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aqua Mundus  Exhibitor • United Kingdom • Stand S520c,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16694846,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aqua Mundus  Exhibitor • United Kingdom • Stand S520c,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16694846,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aquaphor  Exhibitor • United Kingdom • Stand S743,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282305,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aquaphor  Exhibitor • United Kingdom • Stand S743,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282305,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aquavape  Exhibitor • United Kingdom • Stand S1811,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282309,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Aquavape  Exhibitor • United Kingdom • Stand S1811,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282309,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Arctica Ltd  Exhibitor • United Kingdom • Stand N201,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16816471,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Arctica Ltd  Exhibitor • United Kingdom • Stand N201,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16816471,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ARDUENNA  Exhibitor • Belgium • Stand N1970c,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572177,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ARDUENNA  Exhibitor • Belgium • Stand N1970c,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572177,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Argo Sweets  Exhibitor • Poland • Stand N4350,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572178,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Argo Sweets  Exhibitor • Poland • Stand N4350,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572178,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ariela's Gelato  Exhibitor • United Kingdom • Stand S770,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282265,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ariela's Gelato  Exhibitor • United Kingdom • Stand S770,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282265,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
AROHA CHOCOLATE  Exhibitor • United Kingdom • Stand N936,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16728672,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
AROHA CHOCOLATE  Exhibitor • United Kingdom • Stand N936,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16728672,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Arrow Juice Factory for Bottling & Production  Exhibitor • Saudi Arabia • Stand N1750a,Arrow products,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572180,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Arrow Juice Factory for Bottling & Production  Exhibitor • Saudi Arabia • Stand N1750a,Arrow products,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572180,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ASCO Foods  Exhibitor • United Kingdom • Stand N2410,Interested,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282320,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ASCO Foods  Exhibitor • United Kingdom • Stand N2410,Interested,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282320,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Interested,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Astorino  Exhibitor • Italy • Stand N2030a,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282274,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Astorino  Exhibitor • Italy • Stand N2030a,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282274,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Athletic Brewing  Exhibitor • Stand S1724,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282283,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Athletic Brewing  Exhibitor • Stand S1724,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282283,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATI Collegio Toscano degli Olivicoltori OL.MA  Exhibitor • Italy • Stand N3070,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282268,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATI Collegio Toscano degli Olivicoltori OL.MA  Exhibitor • Italy • Stand N3070,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282268,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATI Olio di Roma IGP e Sabina DOP  Exhibitor • Italy • Stand N3271,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282272,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATI Olio di Roma IGP e Sabina DOP  Exhibitor • Italy • Stand N3271,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282272,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATLANTE UK LTD  Exhibitor • United Kingdom • Stand N2919,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282275,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATLANTE UK LTD  Exhibitor • United Kingdom • Stand N2919,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282275,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Attic Brew Co.  Exhibitor • United Kingdom • Stand Taproom F,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282324,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Attic Brew Co.  Exhibitor • United Kingdom • Stand Taproom F,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282324,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATURA Proteins  Exhibitor • United Kingdom • Stand N457,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282278,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ATURA Proteins  Exhibitor • United Kingdom • Stand N457,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282278,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cedabond  Exhibitor • United Kingdom • Stand S330,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282354,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cedabond  Exhibitor • United Kingdom • Stand S330,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282354,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cedar Baklawa  Exhibitor • United Kingdom • Stand n3377,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282284,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cedar Baklawa  Exhibitor • United Kingdom • Stand n3377,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282284,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CEDROB FOODS  Exhibitor • Poland • Stand N4330,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572189,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CEDROB FOODS  Exhibitor • Poland • Stand N4330,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572189,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CELENE OLIVE OIL  Exhibitor • Libya • Stand N1018,"CELENE Olive Oil – Taste the Excellence, Awarded Worldwide",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282288,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CELENE OLIVE OIL  Exhibitor • Libya • Stand N1018,"CELENE Olive Oil – Taste the Excellence, Awarded Worldwide",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282288,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Centric Software  Exhibitor • United Kingdom • Stand N214,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282374,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Centric Software  Exhibitor • United Kingdom • Stand N214,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282374,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceremony  Exhibitor • Turkey • Stand N1710e,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282424,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceremony  Exhibitor • Turkey • Stand N1710e,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282424,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cerve  Exhibitor • United Kingdom • Stand S3470,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282427,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cerve  Exhibitor • United Kingdom • Stand S3470,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282427,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CEVITAL  Exhibitor • Algeria • Stand N1650,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16944484,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CEVITAL  Exhibitor • Algeria • Stand N1650,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16944484,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cevitr  Exhibitor • United Kingdom • Stand S3364,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16944485,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cevitr  Exhibitor • United Kingdom • Stand S3364,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16944485,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Artisanal Tea Association (CATA)  Exhibitor • Sri Lanka • Stand N2130,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445009,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Artisanal Tea Association (CATA)  Exhibitor • Sri Lanka • Stand N2130,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445009,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Plant Food (Pvt) Ltd  Exhibitor • Sri Lanka • Stand N3284,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16636376,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Plant Food (Pvt) Ltd  Exhibitor • Sri Lanka • Stand N3284,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16636376,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Royal Teas (Pvt) Ltd  Exhibitor • Sri Lanka • Stand S580b,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16714688,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Royal Teas (Pvt) Ltd  Exhibitor • Sri Lanka • Stand S580b,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16714688,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Stuffs Limited  Exhibitor • United Kingdom • Stand N2617,"Authentic Coconut Ingredients, Crafted for Global Markets",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282383,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceylon Stuffs Limited  Exhibitor • United Kingdom • Stand N2617,"Authentic Coconut Ingredients, Crafted for Global Markets",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282383,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceysu  Exhibitor • Turkey • Stand N1910e,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282359,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ceysu  Exhibitor • Turkey • Stand N1910e,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282359,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CHAI GPTEA  Exhibitor • United Kingdom • Stand S678,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282364,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CHAI GPTEA  Exhibitor • United Kingdom • Stand S678,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282364,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CHAI GPTEA  Exhibitor • United Kingdom • Stand S678,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572190,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CHAI GPTEA  Exhibitor • United Kingdom • Stand S678,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572190,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Challenger Brewery  Exhibitor • Poland • Stand N4620,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16649649,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Challenger Brewery  Exhibitor • Poland • Stand N4620,Summary,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16649649,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chef Publishing  Exhibitor • United Kingdom • Stand S1030,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16670523,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chef Publishing  Exhibitor • United Kingdom • Stand S1030,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16670523,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chelmer Foods  Exhibitor • United Kingdom • Stand N500,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282342,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chelmer Foods  Exhibitor • United Kingdom • Stand N500,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282342,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CHERKY FOODS  Exhibitor • Spain • Stand N1630k,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445010,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
CHERKY FOODS  Exhibitor • Spain • Stand N1630k,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445010,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FDHW Exhibitor List,Sort: Name,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cherry Roast Brew  Exhibitor • United States • Stand S1090,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16682937,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cherry Roast Brew  Exhibitor • United States • Stand S1090,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16682937,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chill Sprirz drink with Ashwagandha  Exhibitor • United Kingdom • Stand N855,"Calming Down - Functional - Soda Drink: Zero Sugar, Zero Calorie, Zero Alcohol",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572191,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chill Sprirz drink with Ashwagandha  Exhibitor • United Kingdom • Stand N855,"Calming Down - Functional - Soda Drink: Zero Sugar, Zero Calorie, Zero Alcohol",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572191,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chilly Niseko  Exhibitor • United Kingdom • Stand S1754,"A spicy hot cocktai, always served ice cold. Born in Japan. Made in England",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445021,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chilly Niseko  Exhibitor • United Kingdom • Stand S1754,"A spicy hot cocktai, always served ice cold. Born in Japan. Made in England",,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16445021,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chiltern Natural Foods Ltd  Exhibitor • United Kingdom • Stand N616,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282292,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chiltern Natural Foods Ltd  Exhibitor • United Kingdom • Stand N616,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282292,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chiquita Europe B.V. - UK Branch  Exhibitor • United Kingdom • Stand N2552,Chiquita - a leading global produce company,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282391,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chiquita Europe B.V. - UK Branch  Exhibitor • United Kingdom • Stand N2552,Chiquita - a leading global produce company,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282391,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chitale Bandhu  Exhibitor • India • Stand N2648,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282372,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chitale Bandhu  Exhibitor • India • Stand N2648,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282372,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chocolake  Exhibitor • Jordan • Stand N3610,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282400,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chocolake  Exhibitor • Jordan • Stand N3610,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282400,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chuanglee Limited  Exhibitor • United Kingdom • Stand N2418,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282428,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chuanglee Limited  Exhibitor • United Kingdom • Stand N2418,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282428,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chunky Vegan  Exhibitor • United States • Stand N1410a,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572193,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Chunky Vegan  Exhibitor • United States • Stand N1410a,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16572193,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Show Interest,,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cilicia’s Farm  Exhibitor • Turkey • Stand N930,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282403,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Cilicia’s Farm  Exhibitor • Turkey • Stand N930,,,https://app.fooddrinkandhospitalityweek.co.uk/fdhw/app/profile/16282403,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
