expo,company_name,stand,enrichment_status,score,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,description,phone,address,linkedin_url,industry
Seafood Expo Global,,4E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A203,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5D700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5M403,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L403,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5M601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E407,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5K601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D800,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D800,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5K601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5K601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5M702,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H202,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"2H601, 2I601",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"2G201, 2G301, 2H301",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4A201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E603,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4A301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B104,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2H501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D800,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"3F401, 3G201, 3G400, 3G401, 3H201, 3H401",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I702,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5D401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5B301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E503,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1A903,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1G505,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C702,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5M203,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5F700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G705,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A203,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4H701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5M405,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E503,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3J801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5J503,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"2H100, 2H201, 2I201",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5D301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E702,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C703,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2B701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1B900,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5G403,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2H701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,"5D401, 5E401, 5F301",partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F700,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3N500,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K100,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E300,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D906,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5D501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D701,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4D503,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4A501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3N200,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K100,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5L601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1D901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3M201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4G206,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3G601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3K201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K403,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5F400,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J301,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5A201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,GB305,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3F801,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4C501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2J501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3A601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1G401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5I401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5C401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3E201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2F401,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4B600,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5F201,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,5E503,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1F501,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1B901,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2A101,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3D601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,1F811,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,3I601,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,4E300,partial,0,,,,,,False,False,False,0,0,skip,,,,,
Seafood Expo Global,,2K503,partial,0,,,,,,False,False,False,0,0,skip,,,,,
