expo,company_name,stand,enrichment_status,score
Seafood Expo Global,"Dandong Yilin Food Co., Ltd",5K601,partial,0
Seafood Expo Global,DanSea Nordic A/S,2G201,partial,0
Seafood Expo Global,"Danyang Yihe Foods Co., Ltd",3M301,partial,0
Seafood Expo Global,Dardanel Onentas Gida San. A.S.,5G401,partial,0
Seafood Expo Global,Dawn International Ltd,2A200,partial,0
Seafood Expo Global,Dayseaday Group,3G400,partial,0
Seafood Expo Global,DEEP OCEAN LLC- PESMARIN,5M702,partial,0
Seafood Expo Global,DEFNE AQUACULTURE ITALIA SRL,5I401,partial,0
Seafood Expo Global,Delfin Ultracongelados SA,3G700,partial,0
Seafood Expo Global,DELICIA GLOBAL,2E201,partial,0
Seafood Expo Global,Delta Maris S.R.L.,4H202,partial,0
Seafood Expo Global,Dengso A/S,2F301,partial,0
Seafood Expo Global,Denholm Seafoods Limited,"2H601, 2I601",partial,0
Seafood Expo Global,Denmark,"2G201, 2G301, 2H301",partial,0
Seafood Expo Global,Department of Agriculture - Bureau of Fisheries and Aquatic Resources,4F501,partial,0
Seafood Expo Global,Derhem Seafood,2B401,partial,0
Seafood Expo Global,Deutsche See GmbH,3F801,partial,0
Seafood Expo Global,Devi Fisheries Limited,1G701,partial,0
Seafood Expo Global,DF Group,5E701,partial,0
Seafood Expo Global,DGM Shipping AS,2J401,partial,0
Seafood Expo Global,Dinghai District Bureau of Commerce,4A201,partial,0
Seafood Expo Global,"Dingsheng Baijia Food (Jiangsu) Co, Ltd",3L201,partial,0
Seafood Expo Global,"Dirección Nacional de Recursos Acuáticos - Ministerio de Ganadería, Agricultura y Pesca",1E603,partial,0
Seafood Expo Global,Direct Ocean / FRESHPACK,2J601,partial,0
Seafood Expo Global,Dis.P.A.S - DISTRETTO DELLA PESCA E ACQUACOLTURA DI QUALITA’ SARDEGNA,5I401,partial,0
Seafood Expo Global,Disas Caviar Oy Ltd,2A401,partial,0
Seafood Expo Global,"Discefa, S.L.U.",4A301,partial,0
Seafood Expo Global,Dituri Srl,5I401,partial,0
Seafood Expo Global,DKSH Performance Materials Viet Nam,4B501,partial,0
Seafood Expo Global,DN Sea Shells Private Limited,3I601,partial,0
Seafood Expo Global,DNB,2F501,partial,0
Seafood Expo Global,DNV,2B104,partial,0
Seafood Expo Global,Doble Nelson,2H501,partial,0
Seafood Expo Global,"Docapesca - Portos e Lotas, S.A.",4C501,partial,0
Seafood Expo Global,Domstein Fish AS,2F401,partial,0
Seafood Expo Global,Domstein Sjømat,2F401,partial,0
Seafood Expo Global,Don Gambero,5I401,partial,0
Seafood Expo Global,"Dong-Oh Food Co., Ltd.",2I401,partial,0
Seafood Expo Global,"Donggang City Jinwei Aquatic Technology Co., Ltd",1D800,partial,0
Seafood Expo Global,"DOUGEN CO., LTD.",4E501,partial,0
Seafood Expo Global,Dulk Haasnoot Seafood,3G601,partial,0
Seafood Expo Global,Dunn's of Dublin,2G701,partial,0
Seafood Expo Global,DUNTOWER CORPORATION LIMITED,5B700,partial,0
Seafood Expo Global,Dutch Fish Marketing Board/Nederlands Visbureau,"3F401, 3G201, 3G400, 3G401, 3H201, 3H401",partial,0
Seafood Expo Global,"E&K Co., Ltd.",2I401,partial,0
Seafood Expo Global,E.M. Buenaventura Trading,4F501,partial,0
Seafood Expo Global,Eastern Fish Co,5I702,partial,0
Seafood Expo Global,"Eastern Fisheries, Inc.",5D401,partial,0
Seafood Expo Global,EASYFISH SL,2G501,partial,0
Seafood Expo Global,EC Phillips and Son Inc.,5B301,partial,0
Seafood Expo Global,ECOPESCE srl Società Benefit,5I401,partial,0
Seafood Expo Global,Edpacif S.A.,5C501,partial,0
Seafood Expo Global,Edpacif S.A.,5E503,partial,0
Seafood Expo Global,Edwin Jenkinson Limited,2I601,partial,0
Seafood Expo Global,EFFELLE PESCA SRL,5I401,partial,0
Seafood Expo Global,Eide Seafood AS,1A903,partial,0
Seafood Expo Global,Ekko Fisk A/S,2F700,partial,0
Seafood Expo Global,"El pescador Gigante Lhj, S.L. - scm123, S.L.",5L501,partial,0
Seafood Expo Global,ELAF COLD STORAGE,3J601,partial,0
Seafood Expo Global,Elafood SAS,3B601,partial,0
Seafood Expo Global,Elcoactive Limited Group,1G505,partial,0
Seafood Expo Global,Emdees Marine Products Myanmar Ltd,5C702,partial,0
Seafood Expo Global,"Emfacar, S.L.",4G301,partial,0
Seafood Expo Global,Emme Gel s.r.l.,5I401,partial,0
Seafood Expo Global,Empacadora Bilbo S.A. Bilbosa,5M203,partial,0
Seafood Expo Global,EMPACRECI S.A.,5C601,partial,0
Seafood Expo Global,Empagran,5F700,partial,0
Seafood Expo Global,"Ender, S.L.",5L501,partial,0
Seafood Expo Global,Enniberg P/F,2I201,partial,0
Seafood Expo Global,Ensea Ltd,2J301,partial,0
Seafood Expo Global,Erede Rossi Silvio,5F401,partial,0
Seafood Expo Global,ERICH GEIGER Gruppe,2E200,partial,0
Seafood Expo Global,Errigal Bay,3D401,partial,0
Seafood Expo Global,Ervik Seafood AS,2E401,partial,0
Seafood Expo Global,Escal SA,3M801,partial,0
Seafood Expo Global,Estelas Trading S.L.U.,4E301,partial,0
Seafood Expo Global,Estonian Association of Fishery,2J401,partial,0
Seafood Expo Global,Estrella Patagonica S.A.,5E701,partial,0
Seafood Expo Global,Esturion de Sarrion,2G401,partial,0
Seafood Expo Global,Etablissements JC David,3D601,partial,0
Seafood Expo Global,ETS Koss,3L401,partial,0
Seafood Expo Global,EUMOFA - European Commission,4G705,partial,0
Seafood Expo Global,Eurofish International Organisation,2A203,partial,0
Seafood Expo Global,EUROFISH LO&DI S.L.,4H701,partial,0
Seafood Expo Global,Eurofish Napoli Srl,5M405,partial,0
Seafood Expo Global,EUROFISH NAPOLI SRL.,5I401,partial,0
Seafood Expo Global,Eurofish S.A,3M601,partial,0
Seafood Expo Global,Eurofish Trading AG,4F701,partial,0
Seafood Expo Global,Europacifico,2F301,partial,0
Seafood Expo Global,Eurotrade Fish,5E503,partial,0
Seafood Expo Global,EUSKADI - BASQUE COUNTRY/GOBIERNO VASCO - EUSKO JAURLARITZA,4F301,partial,0
Seafood Expo Global,Everest Seafoods Pvt. Ltd.,3J801,partial,0
Seafood Expo Global,"Evertrust Binh Dinh Co., Ltd.",4B501,partial,0
Seafood Expo Global,EVERTRUST FOODS COMPANY LIMITED,4B501,partial,0
Seafood Expo Global,Evra Fish Sp z o.o.,4G501,partial,0
Seafood Expo Global,EXPALSA,5C501,partial,0
Seafood Expo Global,Export Finance Norway (Eksfin),2F501,partial,0
Seafood Expo Global,Export Packers Co Ltd,3A801,partial,0
Seafood Expo Global,Exportadora Langosmar,5C601,partial,0
Seafood Expo Global,Exportgagroup S.A.,1E401,partial,0
Seafood Expo Global,Exportquilsa & Productores Asociados S.A.,5C501,partial,0
Seafood Expo Global,EXPOTUNA S.A.,5A601,partial,0
Seafood Expo Global,Eyvi AS,4C301,partial,0
Seafood Expo Global,Falkland Islands Fishing Companies Association,5J503,partial,0
Seafood Expo Global,Famille Beaulieu,3D601,partial,0
Seafood Expo Global,Famille Boutrais,3B601,partial,0
Seafood Expo Global,Fandicosta S.A.,3M601,partial,0
Seafood Expo Global,FAO 41,5E701,partial,0
Seafood Expo Global,FAO GLOBEFISH,4C700,partial,0
Seafood Expo Global,Far West Scallops,GB305,partial,0
Seafood Expo Global,Faroe Islands Pavillion,"2H100, 2H201, 2I201",partial,0
Seafood Expo Global,Fastnet Fish Limited,4D501,partial,0
Seafood Expo Global,Fathom Fish & Seafood Inc.,3A601,partial,0
Seafood Expo Global,Fathom Seafood,5D301,partial,0
Seafood Expo Global,FATIFISH COMPANY LIMITED,4E702,partial,0
Seafood Expo Global,FEAP – Federation of European Aquaculture Producers,4C703,partial,0
Seafood Expo Global,FENIP,2C501,partial,0
Seafood Expo Global,Ferguson Australia,GB305,partial,0
Seafood Expo Global,Ferme Marine de Mahebourg,4G701,partial,0
Seafood Expo Global,Fernandez SRL,5D501,partial,0
Seafood Expo Global,"Fesba, S.L",3L901,partial,0
Seafood Expo Global,Fide Konserve Gıda San. A.Ş.,2B701,partial,0
Seafood Expo Global,FINEFISH AS,1B900,partial,0
Seafood Expo Global,FINITTICA SRLU,5I401,partial,0
Seafood Expo Global,Finnforel Oy,2A401,partial,0
Seafood Expo Global,Fiorital SpA con socio unico,5G403,partial,0
Seafood Expo Global,Firda Seafood AS,2E401,partial,0
Seafood Expo Global,First Seafood AS,2E401,partial,0
Seafood Expo Global,First Water,3B201,partial,0
Seafood Expo Global,FISHARK SU URUNLERI URETIM SAN. VE TIC. A.S,2A400,partial,0
Seafood Expo Global,Fisher Farms Inc.,4F501,partial,0
Seafood Expo Global,Fisherman's Choice,2H701,partial,0
Seafood Expo Global,Fishery Union Ilchulbong,2I401,partial,0
Seafood Expo Global,Fishpur,3A801,partial,0
Seafood Expo Global,Fiskano BV,3G201,partial,0
Seafood Expo Global,Fjord Import,3D801,partial,0
Seafood Expo Global,Flatfish,2F301,partial,0
Seafood Expo Global,Fog Bank Seafoods Inc.,3A601,partial,0
Seafood Expo Global,Food Export USA - Northeast,"5D401, 5E401, 5F301",partial,0
Seafood Expo Global,Food From Denmark A/S,2F700,partial,0
Seafood Expo Global,Food with You ApS,2F700,partial,0
Seafood Expo Global,FOODS IMPORT dei F.lli Monti S.p.a.,2F401,partial,0
Seafood Expo Global,Forchetta di Mare,5I401,partial,0
Seafood Expo Global,Fortitude Fishing,3N500,partial,0
Seafood Expo Global,"Fortune Life Enterprise Co., Ltd.",2K100,partial,0
Seafood Expo Global,Fosnavaag Pelagic AS,2F401,partial,0
Seafood Expo Global,Frais Embal,3B601,partial,0
Seafood Expo Global,Fram Seafood AS,2E401,partial,0
Seafood Expo Global,France Naissain,3B601,partial,0
Seafood Expo Global,"Francisco Gil Comes, S.L.U. ( GRUPO GIL COMES)",4D701,partial,0
Seafood Expo Global,Freezco Sp. z o.o.,4G501,partial,0
Seafood Expo Global,Fremantle Octopus,GB305,partial,0
Seafood Expo Global,Frescatto,4G600,partial,0
Seafood Expo Global,Fresgea SL,4E300,partial,0
Seafood Expo Global,Freshpack,2J601,partial,0
Seafood Expo Global,Freshrex Group,2J401,partial,0
Seafood Expo Global,Freshwater Fish Marketing Corporation,3A801,partial,0
Seafood Expo Global,FRI Seafood Trading,4F501,partial,0
Seafood Expo Global,Friends Food Export Company,1D906,partial,0
Seafood Expo Global,Frigolandia S.A.,5C501,partial,0
Seafood Expo Global,"Frigomar Burela, S.A.",2G401,partial,0
Seafood Expo Global,FRIGORIFICO DEL SUDESTE - Cooperativa de Trabajo del Norte S.A.,5E701,partial,0
Seafood Expo Global,"Frigorificos de Camarinas, S.L.",4F401,partial,0
Seafood Expo Global,"Frigorificos Iberport, S.L",4F401,partial,0
Seafood Expo Global,Frigosa,5D501,partial,0
Seafood Expo Global,"Frijobel, S.A.",4C501,partial,0
Seafood Expo Global,"Frime, S.A.U.",3A201,partial,0
Seafood Expo Global,FRINSA,1D701,partial,0
Seafood Expo Global,Frioantartic SA,4D503,partial,0
Seafood Expo Global,Friosur,4A501,partial,0
Seafood Expo Global,FRIOTEA,3L601,partial,0
Seafood Expo Global,"Friusa (Frigorificos Unidos, SA)",2G501,partial,0
Seafood Expo Global,"Froitomar, S.L",4E401,partial,0
Seafood Expo Global,Fromar Foods Limited,3N200,partial,0
Seafood Expo Global,Froxa S.A.,4E600,partial,0
Seafood Expo Global,Froya Salmon AS,2E401,partial,0
Seafood Expo Global,FUFA Seafood Trading Corp.,2K100,partial,0
Seafood Expo Global,"Fujian Haide Food Co., Ltd.",1D901,partial,0
Seafood Expo Global,"Fujian Hanxiang Food Co., Ltd.",3K401,partial,0
Seafood Expo Global,"Fujian Huanong Food Co.,Ltd.",2E201,partial,0
Seafood Expo Global,"Fujian Loinland Foodstuff Co., Ltd.",2A601,partial,0
Seafood Expo Global,"Fujian Maiyu Food Co., Ltd",2E201,partial,0
Seafood Expo Global,"Fujian Topsheng Import & Export Co., Ltd",2E201,partial,0
Seafood Expo Global,"Fujian Yida Food Co., Ltd",1D901,partial,0
Seafood Expo Global,"Fukuichi Fishery Co., Ltd",2I501,partial,0
Seafood Expo Global,"Fuzhou Mandy Foods Industries Co., Ltd.",2E301,partial,0
Seafood Expo Global,"FUZHOU PREMIUM SELECTION FOOD CO., LTD.",5L601,partial,0
Seafood Expo Global,"Fuzhou Xuhuang Foods Co., Ltd",1D901,partial,0
Seafood Expo Global,"Fuzhou Yufengyuan Group Co., Ltd.",2E301,partial,0
Seafood Expo Global,Gadre Marine Export Pvt. Ltd.,3I601,partial,0
Seafood Expo Global,"Gain Ocean Food Co., Ltd.",3M201,partial,0
Seafood Expo Global,Galana Seafood NV,4B401,partial,0
Seafood Expo Global,Galapesca SA,4G206,partial,0
Seafood Expo Global,Galaxidi Marine Farm S.A.,2I301,partial,0
Seafood Expo Global,Gallagher Bros / Ocean Farm,3D401,partial,0
Seafood Expo Global,"Gallant Dachan Seafood Co., Ltd",4B501,partial,0
Seafood Expo Global,"Gallant Ocean (Vietnam)., JSC",4B601,partial,0
Seafood Expo Global,"GALP ""CALABRIA JONICA""",5I401,partial,0
Seafood Expo Global,GALPA MARICAL,5I401,partial,0
Seafood Expo Global,Gambastar S.L.,3G601,partial,0
Seafood Expo Global,"Gansu Joy Sturgeon Ecological Technology Co., Ltd.",2E201,partial,0
Seafood Expo Global,Ganwoldo Eoriguljut,2I401,partial,0
Seafood Expo Global,"Gaozhou Natural Aquatic Products Co., Ltd.",3K201,partial,0
Seafood Expo Global,Garciden S.L.,2K403,partial,0
Seafood Expo Global,Garum Sea Food,2G401,partial,0
Seafood Expo Global,GAUDENZI ANTONIO SRL,5I401,partial,0
Seafood Expo Global,Gel-Pêche,4E400,partial,0
Seafood Expo Global,Gelazur,5F400,partial,0
Seafood Expo Global,Gelfish,2C501,partial,0
Seafood Expo Global,"Gelpeixe - Alimentos Congelados, S.A.",4C501,partial,0
Seafood Expo Global,Genfroco SA,2J301,partial,0
Seafood Expo Global,Genuine Alaska Pollock Producers (GAPP),5A201,partial,0
Seafood Expo Global,Geraldton Fishermen's Co-Operative - Brolos,GB305,partial,0
Seafood Expo Global,German Seafrozen Fish GmbH,3F801,partial,0
Seafood Expo Global,"Gialmar - Produtos Alimentares, S.A.",4C501,partial,0
Seafood Expo Global,GICA,2J501,partial,0
Seafood Expo Global,Gidney Fisheries Ltd,3A601,partial,0
Seafood Expo Global,Gimbert Ocean,1G401,partial,0
Seafood Expo Global,Gio Mare S.P.A.,5I401,partial,0
Seafood Expo Global,GIOIOSO ITTICA,5I401,partial,0
Seafood Expo Global,Glacier Fish Company,5C401,partial,0
Seafood Expo Global,Glenmar Shellfish Ltd,3E201,partial,0
Seafood Expo Global,Global Fish AS,2F401,partial,0
Seafood Expo Global,GLOBAL FOODS SOLUTIONS,4B600,partial,0
Seafood Expo Global,Global Seafood Alliance,5F201,partial,0
Seafood Expo Global,Global Shrimp Council,5E503,partial,0
Seafood Expo Global,Globalimar Europa SL,1F501,partial,0
Seafood Expo Global,Globe Fisheries Ltd.,1B901,partial,0
Seafood Expo Global,Globex International SIA - Latvia,2A101,partial,0
Seafood Expo Global,Gloria Maris,3D601,partial,0
Seafood Expo Global,GLOSSARY SEAFOOD AND FISHING COMPANY,1F811,partial,0
Seafood Expo Global,Goan Fresh Marine Exports Pvt. Ltd.,3I601,partial,0
Seafood Expo Global,Gobierno del Principado de Asturias,4E300,partial,0
Seafood Expo Global,Godaco Seafood JSC,2K503,partial,0
Seafood Expo Global,Gokal Gida,2B701,partial,0
Seafood Expo Global,"Gold Star Fishery Zhoushan Co., Ltd",4B201,partial,0
Seafood Expo Global,Golden Alliance Canada Inc,3A601,partial,0
Seafood Expo Global,Golden Eagle Black Cod,3A601,partial,0
Seafood Expo Global,Golden Fresh Sdn Bhd,1D801,partial,0
Seafood Expo Global,Golden Seabreeze GmbH & Co. KG,3G901,partial,0
Seafood Expo Global,Good Fish Company,3E201,partial,0
Seafood Expo Global,"Good Seaweed (Nantong) Food Co., Ltd",5L601,partial,0
Seafood Expo Global,Goolwa PipiCo,GB305,partial,0
Seafood Expo Global,"GOTO SHOYU CO., LTD.",4F600,partial,0
Seafood Expo Global,Gourmet House Caviar,2A602,partial,0
Seafood Expo Global,GOURMET SELECTION FRANCIA SL,4H507,partial,0
Seafood Expo Global,Government of Newfoundland and Labrador,3A601,partial,0
Seafood Expo Global,Government of South Australia,GB305,partial,0
Seafood Expo Global,Government of Western Australia - Invest and Trade Western Australia,GB305,partial,0
Seafood Expo Global,"GRAN JUAN, S.L",4G203,partial,0
Seafood Expo Global,Granja Marina Tornagaleones S.A.,1F601,partial,0
Seafood Expo Global,Grants Oak Smoked Limited,2I601,partial,0
Seafood Expo Global,Great Australian Seafood,GB305,partial,0
Seafood Expo Global,Greece Pavilion,"2I301, 2J301, 2K201",partial,0
Seafood Expo Global,Greenland Seafood - Sofina Foods Europe,4D400,partial,0
Seafood Expo Global,Grieg Seafood ASA,2F701,partial,0
Seafood Expo Global,Grobest Seafood Global Inc.,5E201,partial,0
Seafood Expo Global,Group Export Agri-Food Québec-Canada,3A801,partial,0
Seafood Expo Global,GROUP SAGUN,2C601,partial,0
Seafood Expo Global,Groupe Barba,3B601,partial,0
Seafood Expo Global,Groupe JMI,4E400,partial,0
Seafood Expo Global,GROUPE KING PELAGIQUE,2B401,partial,0
Seafood Expo Global,GROUPE LE GARREC,2J601,partial,0
Seafood Expo Global,GROUPE LE GRAËT - MAREE,3E801,partial,0
Seafood Expo Global,Groupe Razama (SOGSACO & ASPAM),2C501,partial,0
Seafood Expo Global,GRUP ROS,2H501,partial,0
Seafood Expo Global,Grupo Arbumasa,5E701,partial,0
Seafood Expo Global,GRUPO DEGFER CIA LTDA,4G206,partial,0
Seafood Expo Global,Grupo Diosmar – Procamaronex,5B601,partial,0
Seafood Expo Global,Grupo FRIP,4C501,partial,0
Seafood Expo Global,"Grupo Osborne, S.A.",2G401,partial,0
Seafood Expo Global,Grupo Profand SLU,3K801,partial,0
Seafood Expo Global,Grupo Ricardo Fuentes,4G401,partial,0
Seafood Expo Global,GRUPO VIDELA-Pescados Videla S.A.,3G900,partial,0
Seafood Expo Global,"Guangdong Beary Foodstuff Co., Ltd.",3K401,partial,0
Seafood Expo Global,"Guangdong Evergreen Aquatic Food Co., Ltd.",4H305,partial,0
Seafood Expo Global,"Guangdong Gourmet Aquatic Products Co.,Ltd.",2E201,partial,0
Seafood Expo Global,"GUANGDONG TUOXIN FOOD CO., LTD.",3J201,partial,0
Seafood Expo Global,"Guangdong Yishan Food Co., Ltd",4C201,partial,0
Seafood Expo Global,"Guangxi Hongtai Global Food Technology Co.,Ltd",1D901,partial,0
Seafood Expo Global,"GUANGZHOU HONG XIAN SHENG TRADING CO. ,LTD",2E201,partial,0
Seafood Expo Global,"Guangzhou Jiali Import and Export Co.,Ltd",2E301,partial,0
Seafood Expo Global,Gumusdoga Seafood,2D601,partial,0
Seafood Expo Global,Gunnar Klo Holding AS,5G501,partial,0
Seafood Expo Global,Guy Sanchez Huitres,3B601,partial,0
Seafood Expo Global,GYEONGNAM TRADING INC.,2I401,partial,0
Seafood Expo Global,"HAESONG FOODS CO., LTD.",2I401,partial,0
Seafood Expo Global,"Haeyeareum Co., Ltd.",2I401,partial,0
Seafood Expo Global,"Hai Nam Co., Ltd",4B501,partial,0
Seafood Expo Global,Hai Trieu Co Ltd,4B601,partial,0
Seafood Expo Global,"Hai Vuong Co., Ltd",4B501,partial,0
Seafood Expo Global,"Haikou Guohong Seafoods Co.,Ltd.",1A801,partial,0
Seafood Expo Global,"Hainan Dragon Link Trading Co., Ltd",2E301,partial,0
Seafood Expo Global,"Hainan Eternal Spring Fisheries Co., Ltd.",3J401,partial,0
Seafood Expo Global,"Hainan Excellence Import And Export Trading Co., Ltd.",3J401,partial,0
Seafood Expo Global,"Hainan Fuchang Exhibition Service Co., Ltd","1A801, 1A901",partial,0
Seafood Expo Global,"Hainan Golden Spring Foods Co., Ltd.",1A801,partial,0
Seafood Expo Global,"HAINAN HUALU FOOD FREEZING CO., LTD.",3M301,partial,0
Seafood Expo Global,"Hainan Jiadexin Foodstuff Co., Ltd",3M900,partial,0
Seafood Expo Global,"Hainan Jiami Trading Co., Ltd",1A801,partial,0
Seafood Expo Global,"Hainan Qinfu Foods Co., Ltd",3K401,partial,0
Seafood Expo Global,"Hainan Sky-Blue Ocean Foods Co., Ltd.",3J201,partial,0
Seafood Expo Global,"Hainan TropLake Foods Co., Ltd.",1A801,partial,0
Seafood Expo Global,"Hainan Xiangtai Fishery Co., Ltd",3J401,partial,0
Seafood Expo Global,"Hainan Xintaisheng Industry Co., Ltd.",3M301,partial,0
Seafood Expo Global,"Hainan Yunzhou Foods Co.,Ltd.",1A801,partial,0
Seafood Expo Global,"Hainan Zhongyu Seafood Co., Ltd",3M301,partial,0
Seafood Expo Global,Haiqing Food Europe bv,2I501,partial,0
Seafood Expo Global,"Hairoad Food Zhejiang Co., Ltd",4A201,partial,0
Seafood Expo Global,HaLKa Europe SAS,4C101,partial,0
Seafood Expo Global,"Hanafish Co., Ltd",4B601,partial,0
Seafood Expo Global,"Hanbada Co., Ltd.",2I401,partial,0
Seafood Expo Global,Hanchia Fish,2J501,partial,0
Seafood Expo Global,"Hangzhou Gexin Import & Export Co., Ltd",2E201,partial,0
Seafood Expo Global,Hangzhou King Industrial co. Ltd.,4B201,partial,0
Seafood Expo Global,"Hangzhou Qisheng Sturgeon Industry Technology Co., Ltd.",3L201,partial,0
Seafood Expo Global,"Harbin Gaotai Food Co., Ltd",3N200,partial,0
Seafood Expo Global,Haspac Tuna SL,5I701,partial,0
Seafood Expo Global,Hatala Oy,2A401,partial,0
Seafood Expo Global,Havida,5G501,partial,0
Seafood Expo Global,HB Corporation,2I401,partial,0
Seafood Expo Global,"HEILONGJIANG TUOPAI AQUATIC PRODUCTS PROCESSING CO.,LTD.",3L201,partial,0
Seafood Expo Global,Heiploeg International BV,3F801,partial,0
Seafood Expo Global,Hellenic Aquaculture Producers Organization (HAPO),2I301,partial,0
Seafood Expo Global,"Hermanos Beltran Adell, S.L.",2G401,partial,0
Seafood Expo Global,Het Urker Zalmhuys BV,2J700,partial,0
Seafood Expo Global,Hiddenfjord,2I201,partial,0
Seafood Expo Global,Highland Farms Ltd,2I601,partial,0
Seafood Expo Global,Hiiu Kalur,2J401,partial,0
Seafood Expo Global,HIJOS DE ALBALADEJO GARCÍA S.L,5J201,partial,0
Seafood Expo Global,Hilton Foods Seafood,1E601,partial,0
Seafood Expo Global,Hima Seafood AS,4C301,partial,0
Seafood Expo Global,HIRAVATI MARINE PRODUCTS PVT. LTD.,3J601,partial,0
Seafood Expo Global,HitraMat AS,2E401,partial,0
Seafood Expo Global,HOANG HOANG NGU CO. LTD (ROYAL QUEENFISH),1E415,partial,0
Seafood Expo Global,Hoang Long Seafood Processing Company Limited,2D501,partial,0
Seafood Expo Global,Hofseth International AS,2A501,partial,0
Seafood Expo Global,"HONG LI CO., LTD",2I401,partial,0
Seafood Expo Global,"HongDong International Mauritania Fishery Development Co., Ltd.",4H405,partial,0
Seafood Expo Global,Hooktone Ltd,2I601,partial,0
Seafood Expo Global,Hopen Fisk AS,2F501,partial,0
Seafood Expo Global,Hottlet Frozen Foods Nv,4B401,partial,0
Seafood Expo Global,"Huashan Technology Co., Ltd.",5L601,partial,0
Seafood Expo Global,Hudeot,3D601,partial,0
Seafood Expo Global,Huitres Cadoret,3E801,partial,0
Seafood Expo Global,Huitres Geay,3D801,partial,0
Seafood Expo Global,Huitres Helie,3B601,partial,0
Seafood Expo Global,Huîtres Hervé,3D801,partial,0
Seafood Expo Global,HUITRES JEROME MIET,1G801,partial,0
Seafood Expo Global,HUITRES JOGUET / MOULES HURTAUD,3B601,partial,0
Seafood Expo Global,Huitres Legris,3E801,partial,0
Seafood Expo Global,Huitres Mauger – SCEA Les Vergers Ostreicoles de Normandie,3B601,partial,0
Seafood Expo Global,Huiyuan Culture Development Group Co. Ltd,1D901,partial,0
Seafood Expo Global,"Huize Sturgeon Valley Caviar Co., Ltd",3L401,partial,0
Seafood Expo Global,"Huludao Chunhe Food Co., Ltd.",3J401,partial,0
Seafood Expo Global,"HunChun FuPeng Industry and Trade Co, Ltd",3K201,partial,0
Seafood Expo Global,"Harbin Gaotai Food Co., Ltd",3N200,partial,0
Seafood Expo Global,Haspac Tuna SL,5I701,partial,0
Seafood Expo Global,Hatala Oy,2A401,partial,0
Seafood Expo Global,Havida,5G501,partial,0
Seafood Expo Global,HB Corporation,2I401,partial,0
Seafood Expo Global,"HEILONGJIANG TUOPAI AQUATIC PRODUCTS PROCESSING CO.,LTD.",3L201,partial,0
Seafood Expo Global,Heiploeg International BV,3F801,partial,0
Seafood Expo Global,Hellenic Aquaculture Producers Organization (HAPO),2I301,partial,0
Seafood Expo Global,"Hermanos Beltran Adell, S.L.",2G401,partial,0
Seafood Expo Global,Het Urker Zalmhuys BV,2J700,partial,0
Seafood Expo Global,Hiddenfjord,2I201,partial,0
Seafood Expo Global,Highland Farms Ltd,2I601,partial,0
Seafood Expo Global,Hiiu Kalur,2J401,partial,0
Seafood Expo Global,HIJOS DE ALBALADEJO GARCÍA S.L,5J201,partial,0
Seafood Expo Global,Hilton Foods Seafood,1E601,partial,0
Seafood Expo Global,Hima Seafood AS,4C301,partial,0
Seafood Expo Global,HIRAVATI MARINE PRODUCTS PVT. LTD.,3J601,partial,0
Seafood Expo Global,HitraMat AS,2E401,partial,0
Seafood Expo Global,HOANG HOANG NGU CO. LTD (ROYAL QUEENFISH),1E415,partial,0
Seafood Expo Global,Hoang Long Seafood Processing Company Limited,2D501,partial,0
Seafood Expo Global,Hofseth International AS,2A501,partial,0
Seafood Expo Global,"HONG LI CO., LTD",2I401,partial,0
Seafood Expo Global,"HongDong International Mauritania Fishery Development Co., Ltd.",4H405,partial,0
Seafood Expo Global,Hooktone Ltd,2I601,partial,0
Seafood Expo Global,Hopen Fisk AS,2F501,partial,0
Seafood Expo Global,Hottlet Frozen Foods Nv,4B401,partial,0
Seafood Expo Global,"Huashan Technology Co., Ltd.",5L601,partial,0
Seafood Expo Global,Hudeot,3D601,partial,0
Seafood Expo Global,Huitres Cadoret,3E801,partial,0
Seafood Expo Global,Huitres Geay,3D801,partial,0
Seafood Expo Global,Huitres Helie,3B601,partial,0
Seafood Expo Global,Huîtres Hervé,3D801,partial,0
Seafood Expo Global,HUITRES JEROME MIET,1G801,partial,0
Seafood Expo Global,HUITRES JOGUET / MOULES HURTAUD,3B601,partial,0
Seafood Expo Global,Huitres Legris,3E801,partial,0
Seafood Expo Global,Huitres Mauger – SCEA Les Vergers Ostreicoles de Normandie,3B601,partial,0
Seafood Expo Global,Huiyuan Culture Development Group Co. Ltd,1D901,partial,0
Seafood Expo Global,"Huize Sturgeon Valley Caviar Co., Ltd",3L401,partial,0
Seafood Expo Global,"Huludao Chunhe Food Co., Ltd.",3J401,partial,0
Seafood Expo Global,"HunChun FuPeng Industry and Trade Co, Ltd",3K201,partial,0
Seafood Expo Global,"Hunchun X.Y. Seafood Co., Ltd",5I601,partial,0
Seafood Expo Global,"Hung Ca Co., Ltd",4D703,partial,0
Seafood Expo Global,Hung Hau Agricultural Corporation,4B501,partial,0
Seafood Expo Global,Hussein Altamimi and Partners Company,2A100,partial,0
Seafood Expo Global,"Hyun-Yi Trading Co., Ltd",2I401,partial,0
Seafood Expo Global,I. Schroeder KG. (GmbH & Co),5L200,partial,0
Seafood Expo Global,I.D.I. International Development and Investment Corporation,4B501,partial,0
Seafood Expo Global,IBERCONSA (Grupo Ibérica de Congelados),3L601,partial,0
Seafood Expo Global,Iberconsa de Argentina SA,5E701,partial,0
