Company,Country,City,Category,Fair,Website,Email,Email_Status,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes
"ECI Software Solutions, Inc.",United States of America,Westlake,,IFT FIRST Expo 2026,http://www.ecisolutions.com,,not_found,,,,,South Building — 2914,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243401,
ecoaccess,Malaysia,"Skudai, Johor",,IFT FIRST Expo 2026,https://ecoaccessmy.com/,,not_found,6075112292,,,,South Building — ST4 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276038,
Edlong,Mexico,Elk Grove Village,,IFT FIRST Expo 2026,https://www.edlong.com,info@edlong.com,generic,+353 0 1 536 3027,https://www.linkedin.com/company/edlong-dairy-flavors,https://www.instagram.com/edlongflavors,https://www.facebook.com/EdlongFlavors,South Building — 4453,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001974,
Eggs Unlimited,United States of America,Irvine,,IFT FIRST Expo 2026,https://www.eggsunlimited.com/,info@eggsunlimited.com,generic,888-554-3977,https://www.linkedin.com/company/eggs-unlimited,https://www.instagram.com/eggs_unlimited,https://www.facebook.com/profile.php,South Building — 4765,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01213132,
Elchemy Inc.,United States of America,Bridgewater,,IFT FIRST Expo 2026,http://www.elchemy.com,info@elchemy.com,generic,+1 908 663 8750,https://www.linkedin.com/company/elchemyinternational,https://www.instagram.com/elchemyhq,https://www.facebook.com/ElchemyHQ,South Building — ST39 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274990,
"Elite Spice, Inc.",United States,Jessup,,IFT FIRST Expo 2026,http://www.elitespice.com/,,not_found,410.796.1900,,,,South Building — 3010,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010919,
Ellison Custom Food Ingredients/QualiTech,United States,Ft Wayne,,IFT FIRST Expo 2026,https://www.ebakery.com/,sales@ebakery.com,generic,800-711-8091,https://www.linkedin.com/company/ellison-bakery,,https://www.facebook.com/EllisonBakery,South Building — 3963,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00075330,
Emsland Group,United States,Yardley,,IFT FIRST Expo 2026,https://emslandamerica.com/,lgerity@emsland-group.de,named,203-803-4480,,,,South Building — 3814,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00068492,
EmulsiFi,United States of America,Berkley,,IFT FIRST Expo 2026,http://www.emulsifi.com,,not_found,,,,,South Building — ST51 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273328,
Enifer,Finland,Espoo,,IFT FIRST Expo 2026,https://forum.index.hu/,,not_found,,https://www.linkedin.com/company/enifer,,,South Building — ST73 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274051,
ENTR TECHNOLOGIES INC,United States of America,Austin,,IFT FIRST Expo 2026,https://www.entrtechnologies.com/,,not_found,2026 6104,https://www.linkedin.com/company/entr-technologies,,,South Building — ST75 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244187,
EnWave Corporation,Canada,Delta,,IFT FIRST Expo 2026,https://www.enwave.net/,info@enwave.net,generic,+1.604.806.6110,https://www.linkedin.com/company/enwave-corporation,https://www.instagram.com/enwavecorp,https://www.facebook.com/EnWaveCorp,South Building — 3053 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00068695,
Enzyme Development Corporation,United States,New York,,IFT FIRST Expo 2026,http://EnzymeDevelopment.com,,not_found,212-736-1580 x247,,,,South Building — 2428,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00012957,
Enzyme Innovation,United States,Chino,,IFT FIRST Expo 2026,https://www.EnzymeInnovation.com/,,not_found,1(909)203-4620,,,,South Building — 3857,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00855598,
Enzymofit,Israel,Shfaram,,IFT FIRST Expo 2026,https://www.enzymofit.com/,hello@enzymofit.com,generic,,https://www.linkedin.com/company/enzymofit,,,South Building — ST13 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276679,
"EPC Natural Products Co., Ltd.",China,Beijing,,IFT FIRST Expo 2026,http://www.epcflavoring.com,naturalproducts@epcflavoring.com,named,+86- 010 56865522,https://linkedin.com/company/epc-nextaste,,,South Building — 2273,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00498962,
Equichem International Inc,United States of America,Carol Stream,,IFT FIRST Expo 2026,https://www.equichem.com/,,not_found,630 784-0432,https://www.linkedin.com/company/equichem-international-inc-,https://www.instagram.com/equichemfoodblends,https://www.facebook.com/Equichem,South Building — 1608,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011995,
Equinom LTD.,Israel,Giv'at Brenner,,IFT FIRST Expo 2026,https://www.equi-nom.com/,info@equi-nom.com,generic,+972 8 658 0585,https://www.linkedin.com/company/equinomfoodtech,,,South Building — ST91 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01164382,
Essentia Protein Solutions,United States,Ankeny,,IFT FIRST Expo 2026,https://essentiaproteins.com/na/,,not_found,1(515)289-5100,,,,South Building — 2845,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00099139,
Ethical Naturals Inc,United States,Novato,,IFT FIRST Expo 2026,https://ethicalnaturals.com/,info@ethicalnaturals.com,generic,866.459.4454,https://www.linkedin.com/company/ethical-naturals-inc-,https://www.instagram.com/ethicalnaturalsinc,https://www.facebook.com/EthicalNaturals,South Building — 772,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00193718,
"ETON FOOD CO.,LTD",China,Tengzhou,,IFT FIRST Expo 2026,http://www.etonfood.com,sales@etonfood.com,generic,2026-05-21,,,,South Building — 3958,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240198,
Eurofins,United States,Des Moines,,IFT FIRST Expo 2026,https://www.eurofinsus.com/food-testing/,,not_found,515-265-1461,https://www.linkedin.com/company/eurofins-north-america-food-and-feed,https://www.instagram.com/eurofins_usfood,,South Building — 1620,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00022611,
EUROVANILLE Inc.,United States of America,Laguna Beach,,IFT FIRST Expo 2026,https://www.eurovanille.com/en_GB/,info@eurovanille.com,generic,+33 3 21 90 00 10,https://fr.linkedin.com/company/eurovanille,https://www.instagram.com/eurovanille_officiel,https://www.facebook.com/Eurovanille,South Building — 1973,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01206520,[generic]
Evergreen Saponins,United States of America,El Cerriot,,IFT FIRST Expo 2026,http://www.foodingredients.berkeley.edu/evergreen-saponins,,not_found,,,,,South Building — ST72 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273336,
EVESA,Spain,La Linea de la Concepcion(Cadiz),,IFT FIRST Expo 2026,http://www.evesa.com,evesa@evesa.com,named,13-15 11300,,,,South Building — 1543,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023926,
Evonik Corporation,United States,Piscataway,,IFT FIRST Expo 2026,https://www.evonik.com/en/company/businesslines/se.html,,not_found,,https://www.linkedin.com/showcase/evonik-smarteffects,https://www.instagram.com/evonikofficial,https://www.facebook.com/Evonik,South Building — 1623,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001757,
Exandal Corp / Colorexa Corp,United States of America,Deerfield Beach,,IFT FIRST Expo 2026,https://exandal.com/,sales@exandal-usa.com,generic,+511 5510134,,,,South Building — 670,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002652,
Exceedient Foods,United States of America,Sacramento,,IFT FIRST Expo 2026,http://exceedientfoods.com,,not_found,,https://www.linkedin.com/company/exceedient-foods,,,South Building — 1546,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263575,
Excel Engineering,United States of America,Fond du Lac,,IFT FIRST Expo 2026,https://www.excelengineer.com/,,not_found,,https://www.linkedin.com/company/excel-engineering/posts,,,South Building — 4725,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01164712,
Exhibit Operations Office,United States of America,Chicago,,IFT FIRST Expo 2026,https://www.ift.org/,info@ift.org,generic,+1.312.782.8424,https://www.linkedin.com/company/institute-of-food-technologists,https://www.instagram.com/iftfoodscience,https://www.facebook.com/IFTfoodscience,South Building — 4288,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01248258,
Exosomm Ltd,Israel,Haifa,,IFT FIRST Expo 2026,http://www.exosomm.com,,not_found,,https://www.linkedin.com/in/rachelleneumann,,,South Building — ST25 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275616,
Exter North America,Canada,Montreal,,IFT FIRST Expo 2026,http://www.exter.com,hao.zhang@exter.com,named,+66 2090 2323,https://www.linkedin.com/company/866305,,,South Building — 2021,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01250030,
Extreme Microbial Technologies,United States,Dayton,,IFT FIRST Expo 2026,https://extrememicrobial.com/,info@extrememicrobial.com,generic,+18448850088,https://www.linkedin.com/company/extreme-microbial,https://www.instagram.com/extrememicrobialtechnologies,https://www.facebook.com/ExtremeMicrobial,South Building — 3154 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01161387,
F&S FRESH FOODS,United States of America,Vineland,,IFT FIRST Expo 2026,https://www.fsfreshfoods.com/,info@fsfreshfoods.com,generic,866-610-0758,https://www.linkedin.com/company/f&s-produce-inc,,http://www.facebook.com/2008/fbml,South Building — 4058,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245230,
Faiges Americas Alliance LLC,United States of America,Dundee,,IFT FIRST Expo 2026,https://www.faiges.com/,info@faiges.com,generic,+34 977 500 200,https://www.linkedin.com/company/ffaiges-sl/posts,https://www.instagram.com/aceiteabaco,,South Building — 3378,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01208876,
Farbest Brands,United States,Park Ridge,,IFT FIRST Expo 2026,https://www.farbest.com,,not_found,800-897-6096,https://www.linkedin.com/company/farbest-brands,,,South Building — 2849,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002128,
Farleygreene,United Kingdom,Mapledurwell,,IFT FIRST Expo 2026,https://www.farleygreene.com/,,not_found,+44 0 1256 474 547,https://www.linkedin.com/company/farleygreene-limited,,,South Building — 3354 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273575,
FBP - Xylose & Xylitol,United States of America,Sarasota,,IFT FIRST Expo 2026,http://www.abiopro.com,support@abiopro.com,generic,941 870-3056,,,http://www.facebook.com/2008/fbml,South Building — ST53 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274810,
Fenchem,United States,Chino,,IFT FIRST Expo 2026,https://www.fenchem.com/,info@fenchem.com,generic,+27-11-783 6251,,,,South Building — 1257 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00082333,
Ferm Labs,Switzerland,Zug,,IFT FIRST Expo 2026,http://www.fermlabs.com,info@fermlabs.com,generic,,,,,South Building — ST80 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271022,
"Fermenstation Co., Ltd.",China,Funabashi,,IFT FIRST Expo 2026,https://fermenstation.co.jp/en/,,not_found,2026/03/30,https://www.linkedin.com/company/fermenstation,https://www.instagram.com/fermenstation_jp,https://www.facebook.com/fermenstation,South Building — ST20 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01264893,
Fernando's Food Partners,United States of America,Pasadena,,IFT FIRST Expo 2026,https://www.fernandosfoodpartners.com/,,not_found,561-292-0784,https://www.linkedin.com/company/fernando-s-food-partners,,,South Building — 3660,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01259205,
FGF TRAPANI S.A.,Argentina,Tafí Viejo,,IFT FIRST Expo 2026,https://fgftrapani.com/,info@fgftrapani.com,generic,1341 4122,https://ar.linkedin.com/company/fgf-trapani-sa,https://www.instagram.com/fgftrapani,https://www.facebook.com/fgftrapani,South Building — 1577,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01182657,
Fine Organic Industries Ltd.,India,Mumbai,,IFT FIRST Expo 2026,http://www.fineorganics.com,info@fineorganics.com,generic,+91 22 2102 5000,https://www.linkedin.com/company/fine-organic-industries,,,South Building — 418,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00685300,
Flavor House Inc.,United States,Adelanto,,IFT FIRST Expo 2026,http://flavorhouseinc.com,info@flavorhouseinc.com,generic,760 246-9131,https://www.linkedin.com/company/flavor-house-inc,,https://www.facebook.com/100083749802506/timeline,South Building — 3108,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00008307,
Flavor Insights,United States of America,Benicia,,IFT FIRST Expo 2026,https://flavorinsights.com/,taste@www.flavorinsights.com,named,+17077471002,https://www.linkedin.com/company/flavor-insights-llc,,https://www.facebook.com/Flavor-Insights-325651444457079,South Building — 1551 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01078570,
Flavorcan International Inc.,Canada,Scarborough,,IFT FIRST Expo 2026,https://flavorcan.ca/,info@flavorcan.ca,generic,416 321-2124,,,https://facebook.com/flavorcan,South Building — 514,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00640444,
Flavours Factory sp. z.o.o,Poland,lipka,,IFT FIRST Expo 2026,https://flavoursfactory.com/,info@flavoursfactory.com,generic,+00454180,https://www.linkedin.com/company/flavours-factory-sp.-z-o.o.,https://www.instagram.com/flavoursfactory1,https://www.facebook.com/flavoursfactory,South Building — 541,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01267169,
FLEX FOODS LTD,India,Noida,,IFT FIRST Expo 2026,https://www.flexfoodsltd.com/,info@flexfoodsltd.com,generic,+91-135-2499234,https://www.linkedin.com/company/flex-foods-limited,https://www.instagram.com/flexfoods_ltd,https://www.facebook.com/tr,South Building — 4063,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00022354,
Flottweg,United States of America,Independence,,IFT FIRST Expo 2026,https://www.flottweg.com,mail@flottweg.com,generic,2026-05-29,https://www.linkedin.com/company/flottweg,https://www.instagram.com/flottwegse,https://www.facebook.com/FlottwegSE,South Building — 3349 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01251839,
"Fog Valley Co.,Ltd.Of Chengdu",China,Chengdu,,IFT FIRST Expo 2026,https://www.britannica.com:443/,,not_found,,,,,South Building — 516,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01270455,
Food Label Maker,United States of America,Wilmington,,IFT FIRST Expo 2026,https://foodlabelmaker.com/,support@foodlabelmaker.com,generic,+1 201 942 6427,https://www.linkedin.com/company/food-label-maker/about,https://www.instagram.com/foodlabelmaker,https://www.facebook.com/foodlabelmaker,South Building — ST55 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276041,
"Food Safety Net Services, Ltd.",United States,San Antonio,,IFT FIRST Expo 2026,https://fsns.com/,info@fsns.com,generic,70 5000 64,https://www.linkedin.com/company/food-safety-net-services,,,South Building — 1645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00065062,
Food SMART Strategies Intl. (FSSI),United States of America,Glendale,,IFT FIRST Expo 2026,https://restaurantguru.com/,,not_found,2139990138,https://www.linkedin.com/company/foodsmartstrategiesintl,,,South Building — 3716,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274646,
FoodChain ID,United States of America,Fairfield,,IFT FIRST Expo 2026,https://www.foodchainid.com,group-154@2x.png,named,02.06.2026,https://www.linkedin.com/company/foodchainid,,https://www.facebook.com/FoodChainID,South Building — 210 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01156820,
foodguys,United States,Seattle,,IFT FIRST Expo 2026,http://www.foodguys.com,inquiry@foodguys.com,generic,+561-935-3815,https://www.linkedin.com/company/foodguys,,,South Building — 3657,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00580848,
Foodmate Co.，Ltd,China,Jiujiang,,IFT FIRST Expo 2026,https://www.foodmategroup.com/,info@foodmategroup.com,generic,https://wa.me/+8613482424189,https://www.linkedin.com/company/foodmategroup,https://www.instagram.com/foodmategroup,https://www.facebook.com/FoodmateGroup,South Building — 416,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01101606,
Foodology by Univar Solutions,United States,Downers Grove,,IFT FIRST Expo 2026,https://www.univarsolutions.com/foodology,,not_found,800.531.7106,,,,South Building — 1121,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00006840,
ForeFront Packaging Solutions,United States of America,Morton Grove,,IFT FIRST Expo 2026,https://goforefront.com,,not_found,+53 1-708-836-1105,https://www.linkedin.com/company/food-packaging-consultants-fpc-,https://www.instagram.com/forefrontpkg,https://www.facebook.com/ForeFrontPackagingSolutions,South Building — 571,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274812,
Foreign Domestic Chemicals Corp,United States of America,Oakland,,IFT FIRST Expo 2026,http://www.fodochemscorp.com,gerencia@exportadoraelsol.com,named,20100021847,https://www.linkedin.com/company/exportadoraelsol,,,South Building — 4006,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00012974,
Forever Harvest,New Zealand,Lincoln,,IFT FIRST Expo 2026,https://www.foreverharvest.co/,info@foreverharvest.co,generic,,,,http://www.facebook.com/2008/fbml,South Building — ST1 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276217,
Formo Foods GmbH,Germany,Frankfurt am Main,,IFT FIRST Expo 2026,https://formo.bio/,,not_found,,https://www.linkedin.com/company/eat-formo/posts,,,South Building — ST81 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272627,
Foundation Analytical Laboratory,United States of America,Cherokee,,IFT FIRST Expo 2026,http://foundationanalytical.com,,not_found,712.225.6989,,,https://www.facebook.com/FoundationAnalyticalLaboratory,South Building — 4641,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00370689,
FPS Food Process Solutions Corp,Canada,Richmond,,IFT FIRST Expo 2026,https://www.fpscorp.ca,user@domain.com,named,2010 - 2025,https://www.linkedin.com/company/3136627,,http://www.facebook.com/2008/fbml,South Building — 3056 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265528,
Freemen Nutra Group,United States of America,Edison,,IFT FIRST Expo 2026,https://freemennutra.com/,memo-q-logo-2@2x.png,named,732-981-1288,http://linkedin.com/company/freemennutra,,,South Building — 4428,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01229114,
"Fres-co System USA, Inc.",United States,Telford,,IFT FIRST Expo 2026,https://www.fresco.com/,,not_found,18969-1033,https://www.linkedin.com/company/59323,,https://www.facebook.com/frescosystem,South Building — 3514,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014703,
Fresh Hemp Foods,Canada,Winnipeg,,IFT FIRST Expo 2026,https://www.freshhempfoods.com/,info@hempoilcan.com,generic,800-289-4367,https://www.linkedin.com/company/hempoilcanada,,,South Building — 1775,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00106579,
Friday4:30 Ltd,United Kingdom,Henley-on-Thames,,IFT FIRST Expo 2026,http://www.friday430.io,hello@friday430.io,generic,,https://www.linkedin.com/company/friday430,,,South Building — ST38 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275197,
Fruit d'Or Inc,Canada,Villeroy,,IFT FIRST Expo 2026,https://fruitdor.ca/en/,cv@fruitdor.ca,named,+18193851126,https://www.linkedin.com/company/fruit-d,,https://fr-ca.facebook.com/pages/category/Industrial-Company/Fruit-dOr-1043664015727309,South Building — 1360 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00454219,
Fuji Brandenburg GmbH,Germany,Golßen,,IFT FIRST Expo 2026,https://www.fujibrandenburg.com/en/homepage.html,contact@fujibrandenburg.com,generic,+493545218890,https://de.linkedin.com/company/fuji-brandenburg-gmbh,,,South Building — 2881,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243731,
Fuji Foods Corp.,Japan,Yokohama,,IFT FIRST Expo 2026,https://www.fuji-foods.co.jp/,,not_found,2026.04.24,,,,South Building — 4814,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00444247,
"FUJI OIL CO.,LTD.",Japan,Tokyo,,IFT FIRST Expo 2026,https://www.fujioil.co.jp/en/,,not_found,2026.05.12,https://www.linkedin.com/company/fuji-oil-group,,,South Building — 2882,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002508,
Fuji Vegetable Oil Inc,United States of America,Savannah,,IFT FIRST Expo 2026,https://www.fujioilusa.com/,info@fujioilusa.com,generic,912 966-5900,,,,South Building — 2880,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010865,
FUL Foods,United States of America,San Francisco,,IFT FIRST Expo 2026,https://fulfoods.com/,info@fulfoods.com,generic,,https://www.linkedin.com/company/ful-company,https://www.instagram.com,,South Building — 2905,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266363,
Futaste Pharmaceutical Co Ltd.,China,Yucheng,,IFT FIRST Expo 2026,http://www.sdftyy.com/,ftyy@furongcn.com,named,2019 06-20,,,,South Building — 4529,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00153430,
G S Dunn Limited,Canada,Hamilton,,IFT FIRST Expo 2026,http://www.gsdunn.com,info@gsdunn.com,generic,905 522-0833,https://www.linkedin.com/company/g.s-dunn,,https://www.facebook.com/profile.php,South Building — 2908,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011972,
"Gadot Biochemical Industries, Ltd.",United States,Florida,,IFT FIRST Expo 2026,https://www.gadotbio.com,,not_found,+972-4-8461555,https://www.linkedin.com/company/gadotbio,,,South Building — 3839,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017876,
Galam Group,Israel,MP Menashe,,IFT FIRST Expo 2026,https://www.galamgroup.com/,info@galam.co.il,generic,+972-4-6375222,https://www.linkedin.com/company/18163845,,,South Building — 3842,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002530,
"Gansu Bochang Health Technology Co.,Ltd.",China,Dingxi,,IFT FIRST Expo 2026,https://www.gsbochang.com/,,not_found,+86-932-8200572,,,,South Building — 1675,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01251622,
Garlic Co.;The,United States,Shafter,,IFT FIRST Expo 2026,http://www.thegarliccompany.com,jobs@thegarliccompany.com,generic,661-393-4212,,,,South Building — 2808,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00068245,
Garon Foods,United States of America,Herrin,,IFT FIRST Expo 2026,http://www.garonfoods.com,,not_found,618-942-4810,,,,South Building — 1810,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00764936,
Gateway Food Products Company,United States of America,Dupo,,IFT FIRST Expo 2026,https://www.gatewayfoodproducts.com,sales@gatewayfoodproducts.com,generic,618 286-4844,https://www.linkedin.com/company/gateway-food-products,,,South Building — 4208,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002548,
"GBH Bioscience (Yunnan) Co., Ltd.",China,YUN NAN,,IFT FIRST Expo 2026,https://en.gbh-co.com/,info@gbh-co.com,generic,+86-875-2810456,,,,South Building — 4252,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240173,
"GD Process Design, LLC",United States of America,Hartland,,IFT FIRST Expo 2026,https://www.gdprocessdesign.com/,sales@gdprocessdesign.com,generic,19-22 2024,https://www.linkedin.com/company/10567249,,https://www.facebook.com/GD-Process-Design-LLC-806364056160366,South Building — 3055 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01242730,
GEA Group,United States,Columbia,,IFT FIRST Expo 2026,https://www.gea.com,,not_found,4109978700,https://www.linkedin.com/company/geagroup,,https://www.facebook.com/geagroup,South Building — 2221,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016266,
GELITA USA Inc,United States,Sergeant Bluff,,IFT FIRST Expo 2026,http://www.gelita.com,,not_found,12/08/2025,https://www.linkedin.com/company/gelita,https://www.instagram.com/gelita_global,https://www.facebook.com/profile.php,South Building — 3214,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060835,
Genizer LLC,United States of America,Irvine,,IFT FIRST Expo 2026,https://www.genizer.com,nano@genizer.com,named,2009-2024,https://www.linkedin.com/company/genizer,https://www.instagram.com/genizertech,https://www.facebook.com/nanogenizer,South Building — 3861,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245593,
Geo-Fresh Organic Private Limited,India,Sidhpur,,IFT FIRST Expo 2026,https://www.geo-fresh.com/,care@geo-fresh.com,generic,1800-2700-824,,,,South Building — 1161 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01103634,
Givaudan Sense Colour,United States,Louisville,,IFT FIRST Expo 2026,https://www.ddwcolor.com/,,not_found,201 440 5000,https://www.linkedin.com/company/112994,,,South Building — 2028,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00024184,
Glatt Air Techniques Inc,United States,Ramsey,,IFT FIRST Expo 2026,http://www.glatt.com,info@glatt.com,generic,+49 7621 664 0,https://www.linkedin.com/company/glatt-group,,,South Building — 3345,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002664,
