Company,Country,City,Category,Fair,Website,Email,Phone_WhatsApp,LinkedIn,Instagram,Facebook,Stand_Booth,Detail_URL,Notes,company_name_scraped,description,phone_scraped,address,linkedin_company_url,industry,enrichment_status,score
CLEANING STATION #1,United States of America,Chicago,,IFT FIRST Expo 2026,,,,,,,South Building — 112,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01248252,,,,,,,,partial,2
CLEANING STATION #2,United States of America,,,IFT FIRST Expo 2026,,,,,,,South Building — 1591,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01248256,,,,,,,,partial,2
CLEANING STATION #3,United States of America,Chicago,,IFT FIRST Expo 2026,https://ift.org,info@ift.org,+1.312.782.8424,https://www.linkedin.com/company/institute-of-food-technologists,https://www.instagram.com/iftfoodscience,https://www.facebook.com/IFTfoodscience,South Building — 5159,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1248255,,,,,,,,partial,2
CLEANING STATION #4,United States of America,Chicago,,IFT FIRST Expo 2026,,,,,,,South Building — 5010,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01248253,,,,,,,,partial,2
CleanSense,United States of America,Slater,,IFT FIRST Expo 2026,http://www.cleansense.com,contact@cleansense.com,+1 515 401-8148,,,,South Building — ST40 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274988,,,,,,,,partial,2
Clextral Inc.,United States,TAMPA,,IFT FIRST Expo 2026,https://www.clextral.com/,,813-854-4434,https://www.linkedin.com/company/clextral,,,South Building — 3351 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011027,,,,,,,,partial,2
ClonBio Group,Hungary,Budapest,,IFT FIRST Expo 2026,https://www.clonbiofoods.com/,,,https://linkedin.com/company/clonbio-foods,,,South Building — 2079,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01199391,,,,,,,,partial,2
"CLOUD AND CHEM CO.,LTD",China,HAINAN HAIKOU,,IFT FIRST Expo 2026,http://www.yuayancollagen.com,,0086-898-68557807,,,,South Building — 3379,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275397,,,,,,,,partial,2
CMP Water  DBA  20% Water Savings,United States of America,Severna Park,,IFT FIRST Expo 2026,http://www.cmpwater.com,,410980-0626,,,,South Building — 3119,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274041,,,,,,,,partial,2
CNJ Nature Co Ltd,China,Yingtan,,IFT FIRST Expo 2026,http://www.cnjnature.com,mnxiongfeiu@126.com,2022-04-06,,,,South Building — 1776,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01176381,,,,,,,,partial,2
CO2Sustain,United Kingdom,Leeds,,IFT FIRST Expo 2026,https://www.co2sustain.com,info@co2sustain.com,+44 113 465 4601,https://www.linkedin.com/company/17890193,https://www.instagram.com/co2sustain,,South Building — 663,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01260219,,,,,,,,partial,2
"COFCO Biochemical(Thailand)Co.,Ltd",Thailand,Rayong,,IFT FIRST Expo 2026,https://www.cofco.com,,,,,,South Building — 1461 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00768069,,,,,,,,partial,2
Colony Gums Inc,United States of America,Monroe,,IFT FIRST Expo 2026,http://www.ColonyGums.com,colonydocuments@brenntag.com,877-220-5722,https://www.linkedin.com/company/colony-gums-inc,,,South Building — 1103,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00021398,,,,,,,,partial,2
"colorMaker, Inc.",United States,Anaheim,,IFT FIRST Expo 2026,https://www.colormaker.com,,(714) 572-0444,,,,South Building — 3046,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00025423,,,,,,,,partial,2
Columbus Vegetable Oils,United States,Des Plaines,,IFT FIRST Expo 2026,https://www.cvoils.com,,847-257-8920,https://www.linkedin.com/company/columbus-vegetable-oils,https://www.instagram.com/columbus_veg_oils,https://www.facebook.com/ColumbusVegetableOils,South Building — 2132,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00379555,,,,,,,,partial,2
Compass Wire Cloth,United States of America,Vineland,,IFT FIRST Expo 2026,http://www.compasswire.com,,800-257-5241,https://www.linkedin.com/company/compass-wire-cloth,,,South Building — 4239,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01220310,,,,,,,,partial,2
Compusense Inc.,Canada,Guelph,,IFT FIRST Expo 2026,https://compusense.com,info@compusense.com,+1-519-836-9993,https://www.linkedin.com/company/compusense-inc,,,South Building — 314 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001437,,,,,,,,partial,2
CPEG,United States of America,Louisville,,IFT FIRST Expo 2026,https://cpeg.com/,,+32-67 40 01 30,https://www.linkedin.com/company/cpeg,,,South Building — 3403,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00964963,,,,,,,,partial,2
"CREMER North America, LP",United States of America,Cincinnati,,IFT FIRST Expo 2026,https://www.petercremerna.com/,bfluharty@cremerna.com,513 471-7200,https://www.linkedin.com/company/cremer-northamerica,,https://www.facebook.com/PeterCremerNorthAmerica,South Building — 1679,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00701329,,,,,,,,partial,2
Crush Dynamics,Canada,Summerland,,IFT FIRST Expo 2026,https://crushdynamics.com,inquiries@crushdynamics.com,877-652-7874,http://www.linkedin.com/company/crushdynamics,https://www.instagram.com/crushdynamics/ Comment start,https://www.facebook.com/CrushDynamics,South Building — ST27 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01265394,,,,,,,,partial,2
CSPC Healthcare Inc,United States of America,Ontario,,IFT FIRST Expo 2026,https://cspcusa.com,info@cspcusa.com,909 395-5272,,,,South Building — 3745,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00410763,,,,,,,,partial,2
Cuddon Freeze Dry,New Zealand,Blenheim,,IFT FIRST Expo 2026,https://www.cuddonfreezedry.com,,+64 3 578 4299,https://www.linkedin.com/company/cuddon-freeze-dry,,https://www.facebook.com/cuddonfreezedry,South Building — 4158,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01247094,,,,,,,,partial,2
CurieCo,United States of America,Durham,,IFT FIRST Expo 2026,https://www.curabind.com,sales@curabind.com,,https://www.linkedin.com/company/curie-co,http://instagram.com/squarespace,http://www.facebook.com/2008/fbml,South Building — ST31 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01262554,,,,,,,,partial,2
Custom Flavors,United States of America,San Clemente,,IFT FIRST Expo 2026,https://customflavors.com/,info@customflavors.com,949-276-7995,https://www.linkedin.com/company/custom-ingredients-inc-,https://www.instagram.com/customflavors,,South Building — 1140,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01168509,,,,,,,,partial,2
Daabon Organic USA Inc.,United States,Miami,,IFT FIRST Expo 2026,https://daabonusa.com/,info@daabonusa.com,2025-03-04,https://www.linkedin.com/company/daabonusa,https://www.instagram.com/daabon.usa,https://www.facebook.com/daabonusa,South Building — 1772,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00106829,,,,,,,,partial,2
"Daepyung Co., Ltd.",Korea  Republic of,Seongnam-Si,,IFT FIRST Expo 2026,http://daepyung.co.kr/web_eng/page/,,82-317097755,,,,South Building — 2610,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00117147,,,,,,,,partial,2
Daesang America,United States of America,Hackensack,,IFT FIRST Expo 2026,https://ingredient.daesang.com/s/?language=en_US,ingredient@daesang.com,,https://www.linkedin.com/company/82166443,,,South Building — 2244,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01208206,,,,,,,,partial,2
"Dahui International (Thailand)Co.,Ltd.",Thailand,Bangkok,,IFT FIRST Expo 2026,http://newdahui.com/,,,,,,South Building — 1662 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01245843,,,,,,,,partial,2
DairyChem,United States,Fishers,,IFT FIRST Expo 2026,https://www.dairychem.com,cservice@dairychem.com,https://api.whatsapp.com/send?text={URL},https://www.linkedin.com/company/dairychem,,,South Building — 3803,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00017408,,,,,,,,partial,2
DakotaMB,United States,Fargo,,IFT FIRST Expo 2026,http://www.dakotamb.com,,877-282-9743,,,,South Building — 3016,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00005639,,,,,,,,partial,2
"Dalian Kien Technology Co.,Ltd",China,Dalian City,,IFT FIRST Expo 2026,https://www.dlkien.com/,dm-jinzhou@300.cn,https://api.whatsapp.com/send?phone=15524725828&text=Hello,,,,South Building — 3519,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273794,,,,,,,,partial,2
Dalian Zhen-Ao Bio-Tech Co Ltd,China,Dalian,,IFT FIRST Expo 2026,https://www.zabiotech.com/,info@zabiotech.com,+1 917 667-9467,https://www.linkedin.com/company/zhen-ao-bio-tech,,https://www.facebook.com/ZHENAOBIOTECH,South Building — 3742,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00378217,,,,,,,,partial,2
Dasa Foods,Mexico,Guadalajara,,IFT FIRST Expo 2026,https://dasafoods.com/,sales@dasafoods.com,2024-11-25,https://mx.linkedin.com/company/dasafoods,,,South Building — 3710,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01046232,,,,,,,,partial,2
Dassault Systemes,United States of America,Waltham,,IFT FIRST Expo 2026,https://www.3ds.com/industries/consumer-packaged-goods-retail/food-beverage,,,https://www.linkedin.com/company/dassaultsystemes,,,South Building — 204 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272045,,,,,,,,partial,2
Datacor,United States of America,Florham Park,,IFT FIRST Expo 2026,https://www.datacor.com/,,+1 973 822-1551,https://www.linkedin.com/company/datacorinc,,,South Building — 4157,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00988598,,,,,,,,partial,2
Deko International Co Ltd,United States,Earth City,,IFT FIRST Expo 2026,http://www.dekointl.com,cs@dekointl.com,8610/8580,,,,South Building — 3642,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023472,,,,,,,,partial,2
Del-Val Food Ingredients,United States of America,Moorestown,,IFT FIRST Expo 2026,http://www.dvfi.com,,856-778-6623,,,,South Building — 139,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01222583,,,,,,,,partial,2
Delicious Food,India,MAHUVA,,IFT FIRST Expo 2026,https://www.deliciousfood.net.in/,sales@deliciousfood.net.in,+91-6351322898,,https://www.instagram.com/deliciousfoodmahuva,,South Building — 4657,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01266827,,,,,,,,partial,2
Deosen Biochemical (Ordos) Ltd.,China,Ordos,,IFT FIRST Expo 2026,http://www.deosen.com,,(+86) 13573318006,,,,South Building — 4042,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00098054,,,,,,,,partial,2
Desert King International,United States,Chula Vista,,IFT FIRST Expo 2026,https://www.desertking.com,info@desertking.com,+1 619 429 5222,,,,South Building — 1555 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00018917,,,,,,,,partial,2
DeSilva Brothers & Co,United States of America,Pico Rivera,,IFT FIRST Expo 2026,http://www.desilvabrothers.com,info@desilvabrothers.com,562-363-6104,,https://www.instagram.com/desilvabrothersco,http://www.facebook.com/2008/fbml,South Building — 4617,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01271528,,,,,,,,partial,2
Detectamet Detectable Products,United States of America,Richmond,,IFT FIRST Expo 2026,https://detectamet.com,,+1-804-303-1983,,,,South Building — 3808,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00937932,,,,,,,,partial,2
DEVEX Verfahrenstechnik GmbH,Germany,Warendorf,,IFT FIRST Expo 2026,http://www.devex-gmbh.de,,+49-2581-92723-0,https://www.linkedin.com/company/devex-verfahrenstechnik-gmbh,,,South Building — 3054 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01259707,,,,,,,,partial,2
"Dezhou Gushen Protein Technology Co., LTD",China,"Dezhou City,",,IFT FIRST Expo 2026,https://www.gushensoy.com,75398405@qq.com,,,,,South Building — 3704,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00117660,,,,,,,,partial,2
"Dipasa USA, Inc.",United States,Brownsville,,IFT FIRST Expo 2026,https://www.dipasausa.com,,1(956)831-4072,,,,South Building — 1460 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00014294,,,,,,,,partial,2
Divis Laboratories,United States,Florham Park,,IFT FIRST Expo 2026,http://www.divisnutraceuticals.com,marketing@divisnutra.com,+1 973 993 1060,https://www.linkedin.com/company/divi's-nutraceuticals,,,South Building — 328,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00127284,,,,,,,,partial,2
DMC Biotechnologies,United States of America,Morrisville,,IFT FIRST Expo 2026,https://dmcbio.com/,,(720) 239-7239,https://www.linkedin.com/company/dmcbio,,,South Building — 316 — AI & Software Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01202546,,,,,,,,partial,2
Document Compliance Network,United States of America,Port Salerno,,IFT FIRST Expo 2026,http://www.documentcompliance.com,support@documentcompliance.com,503 570-2978,https://www.linkedin.com/company/documentcompliancenetwork,,https://www.facebook.com/documentcompliancenetwork,South Building — 3655,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01204744,,,,,,,,partial,2
Doehler North America,United States,Cartersville,,IFT FIRST Expo 2026,https://www.doehler.com,,,https://www.linkedin.com/company/doehler,,https://www.facebook.com/doehlergroup,South Building — 2478,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00073882,,,,,,,,partial,2
Dole Specialty Ingredients,United States of America,Westlake Village,,IFT FIRST Expo 2026,https://www.dolesunshine.com/dsi/en/,info.dsi@doleintl.com,,,,,South Building — 2371,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01207151,,,,,,,,partial,2
Domino Specialty Ingredients - ASR Group,United States,West Palm Beach,,IFT FIRST Expo 2026,https://www.dominospecialtyingredients.com/,,561-225-0958,,,,South Building — 1436,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00060467,,,,,,,,partial,2
"Dongsheng Foods USA, Inc.",United States of America,Sunnyvale,,IFT FIRST Expo 2026,http://www.dongshengfoodsusa.com,info@dongshengfoodsusa.com,408.738.5724,https://www.linkedin.com/company/dongsheng-foods-usa-inc,,,South Building — 3614,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01272065,,,,,,,,partial,2
"Dongxiao Biotechnology Co.,Ltd",China,Weifang,,IFT FIRST Expo 2026,http://www.cndongxiao.com/,,13780874813,,,,South Building — 4738,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00468796,,,,,,,,partial,2
DOSITECH by Color Service,United States of America,Huntersville,,IFT FIRST Expo 2026,https://dositechglobal.com/,info@dositechglobal.com,+1 704 . 890 . 1112,https://www.linkedin.com/company/dositech,,,South Building — 3255 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01269713,,,,,,,,partial,2
Dr. Harnisch Publications,Germany,Nuremberg,,IFT FIRST Expo 2026,https://harnisch.com/,,49- 9112018215,https://www.linkedin.com/authwall,,https://www.facebook.com/Dr.HarnischVerlagsGmbH,South Building — 2981,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00016425,,,,,,,,partial,2
"DYNE SOZE Co., Ltd.","Korea, Republic of",Gyeonggi-do,,IFT FIRST Expo 2026,http://www.dynesoze.co.kr/,webmaster@dynesoze.co.kr,2026-05-12,,,,South Building — 665,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00996732,,,,,,,,partial,2
Earth Made Nutritions Inc.,United States of America,Chino,,IFT FIRST Expo 2026,http://www.em-herb.com,info@em-herb.com,9096755016,,,,South Building — 1760 — Organic Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01214580,,,,,,,,partial,2
"EAS Consulting Group, LLC",United States of America,Alexandria,,IFT FIRST Expo 2026,http://www.easconsultinggroup.com,,571 447-5500,http://linkedin.com/company/eas-consulting-group-llc,,,South Building — 1645,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00126227,,,,,,,,partial,2
"ECI Software Solutions, Inc.",United States of America,Westlake,,IFT FIRST Expo 2026,http://www.ecisolutions.com,,,,,,South Building — 2914,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01243401,,,,,,,,partial,2
ecoaccess,Malaysia,"Skudai, Johor",,IFT FIRST Expo 2026,https://ecoaccessmy.com/,,6075112292,,,,South Building — ST4 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276038,,,,,,,,partial,2
Edlong,Mexico,Elk Grove Village,,IFT FIRST Expo 2026,https://www.edlong.com,info@edlong.com,+353 0 1 536 3027,https://www.linkedin.com/company/edlong-dairy-flavors,https://www.instagram.com/edlongflavors,https://www.facebook.com/EdlongFlavors,South Building — 4453,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001974,,,,,,,,partial,2
Eggs Unlimited,United States of America,Irvine,,IFT FIRST Expo 2026,https://www.eggsunlimited.com/,info@eggsunlimited.com,888-554-3977,https://www.linkedin.com/company/eggs-unlimited,https://www.instagram.com/eggs_unlimited,https://www.facebook.com/profile.php,South Building — 4765,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01213132,,,,,,,,partial,2
Elchemy Inc.,United States of America,Bridgewater,,IFT FIRST Expo 2026,http://www.elchemy.com,info@elchemy.com,+1 908 663 8750,https://www.linkedin.com/company/elchemyinternational,https://www.instagram.com/elchemyhq,https://www.facebook.com/ElchemyHQ,South Building — ST39 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274990,,,,,,,,partial,2
"Elite Spice, Inc.",United States,Jessup,,IFT FIRST Expo 2026,http://www.elitespice.com/,,410.796.1900,,,,South Building — 3010,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00010919,,,,,,,,partial,2
Ellison Custom Food Ingredients/QualiTech,United States,Ft Wayne,,IFT FIRST Expo 2026,https://www.ebakery.com/,sales@ebakery.com,800-711-8091,https://www.linkedin.com/company/ellison-bakery,,https://www.facebook.com/EllisonBakery,South Building — 3963,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00075330,,,,,,,,partial,2
Emsland Group,United States,Yardley,,IFT FIRST Expo 2026,https://emslandamerica.com/,lgerity@emsland-group.de,203-803-4480,,,,South Building — 3814,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00068492,,,,,,,,partial,2
EmulsiFi,United States of America,Berkley,,IFT FIRST Expo 2026,http://www.emulsifi.com,,,,,,South Building — ST51 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273328,,,,,,,,partial,2
Enifer,Finland,Espoo,,IFT FIRST Expo 2026,,,,https://www.linkedin.com/company/enifer,,,South Building — ST73 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01274051,,,,,,,,partial,2
ENTR TECHNOLOGIES INC,United States of America,Austin,,IFT FIRST Expo 2026,https://www.entrtechnologies.com/,,2026 6104,https://www.linkedin.com/company/entr-technologies,,,South Building — ST75 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01244187,,,,,,,,partial,2
EnWave Corporation,Canada,Delta,,IFT FIRST Expo 2026,https://www.enwave.net/,info@enwave.net,+1.604.806.6110,https://www.linkedin.com/company/enwave-corporation,https://www.instagram.com/enwavecorp,https://www.facebook.com/EnWaveCorp,South Building — 3053 — Food Manufacturing Equipment Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00068695,,,,,,,,partial,2
Enzyme Development Corporation,United States,New York,,IFT FIRST Expo 2026,http://EnzymeDevelopment.com,,212-736-1580 x247,,,,South Building — 2428,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00012957,,,,,,,,partial,2
Enzyme Innovation,United States,Chino,,IFT FIRST Expo 2026,https://www.EnzymeInnovation.com/,,1(909)203-4620,,,,South Building — 3857,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00855598,,,,,,,,partial,2
Enzymofit,Israel,Shfaram,,IFT FIRST Expo 2026,https://www.enzymofit.com/,hello@enzymofit.com,,https://www.linkedin.com/company/enzymofit,,,South Building — ST13 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01276679,,,,,,,,partial,2
"EPC Natural Products Co., Ltd.",China,Beijing,,IFT FIRST Expo 2026,http://www.epcflavoring.com,naturalproducts@epcflavoring.com,+86- 010 56865522,https://linkedin.com/company/epc-nextaste,,,South Building — 2273,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00498962,,,,,,,,partial,2
Equichem International Inc,United States of America,Carol Stream,,IFT FIRST Expo 2026,https://www.equichem.com/,,630 784-0432,https://www.linkedin.com/company/equichem-international-inc-,https://www.instagram.com/equichemfoodblends,https://www.facebook.com/Equichem,South Building — 1608,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00011995,,,,,,,,partial,2
Equinom LTD.,Israel,Giv'at Brenner,,IFT FIRST Expo 2026,https://www.equi-nom.com/,info@equi-nom.com,+972 8 658 0585,https://www.linkedin.com/company/equinomfoodtech,,,South Building — ST91 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01164382,,,,,,,,partial,2
Essentia Protein Solutions,United States,Ankeny,,IFT FIRST Expo 2026,https://essentiaproteins.com/na/,,1(515)289-5100,,,,South Building — 2845,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00099139,,,,,,,,partial,2
Ethical Naturals Inc,United States,Novato,,IFT FIRST Expo 2026,https://ethicalnaturals.com/,info@ethicalnaturals.com,866.459.4454,https://www.linkedin.com/company/ethical-naturals-inc-,https://www.instagram.com/ethicalnaturalsinc,https://www.facebook.com/EthicalNaturals,South Building — 772,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00193718,,,,,,,,partial,2
"ETON FOOD CO.,LTD",China,Tengzhou,,IFT FIRST Expo 2026,http://www.etonfood.com,sales@etonfood.com,2026-05-21,,,,South Building — 3958,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01240198,,,,,,,,partial,2
Eurofins,United States,Des Moines,,IFT FIRST Expo 2026,https://www.eurofinsus.com/food-testing/,,515-265-1461,https://www.linkedin.com/company/eurofins-north-america-food-and-feed,https://www.instagram.com/eurofins_usfood,,South Building — 1620,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00022611,,,,,,,,partial,2
EUROVANILLE Inc.,United States of America,Laguna Beach,,IFT FIRST Expo 2026,https://www.eurovanille.com/en_GB/,,+33 3 21 90 00 10,https://fr.linkedin.com/company/eurovanille,https://www.instagram.com/eurovanille_officiel,https://www.facebook.com/Eurovanille,South Building — 1973,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01206520,,,,,,,,partial,2
Evergreen Saponins,United States of America,El Cerriot,,IFT FIRST Expo 2026,http://www.foodingredients.berkeley.edu/evergreen-saponins,,,,,,South Building — ST72 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01273336,,,,,,,,partial,2
EVESA,Spain,La Linea de la Concepcion(Cadiz),,IFT FIRST Expo 2026,http://www.evesa.com,evesa@evesa.com,13-15 11300,,,,South Building — 1543,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00023926,,,,,,,,partial,2
Evonik Corporation,United States,Piscataway,,IFT FIRST Expo 2026,https://www.evonik.com/en/company/businesslines/se.html,,,https://www.linkedin.com/showcase/evonik-smarteffects,https://www.instagram.com/evonikofficial,https://www.facebook.com/Evonik,South Building — 1623,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00001757,,,,,,,,partial,2
Exandal Corp / Colorexa Corp,United States of America,Deerfield Beach,,IFT FIRST Expo 2026,https://exandal.com/,sales@exandal-usa.com,+511 5510134,,,,South Building — 670,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=00002652,,,,,,,,partial,2
Exceedient Foods,United States of America,Sacramento,,IFT FIRST Expo 2026,http://exceedientfoods.com,,,https://www.linkedin.com/company/exceedient-foods,,,South Building — 1546,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01263575,,,,,,,,partial,2
Excel Engineering,United States of America,Fond du Lac,,IFT FIRST Expo 2026,https://www.excelengineer.com/,,,https://www.linkedin.com/company/excel-engineering/posts,,,South Building — 4725,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01164712,,,,,,,,partial,2
Exhibit Operations Office,United States of America,Chicago,,IFT FIRST Expo 2026,https://www.ift.org/,info@ift.org,+1.312.782.8424,https://www.linkedin.com/company/institute-of-food-technologists,https://www.instagram.com/iftfoodscience,https://www.facebook.com/IFTfoodscience,South Building — 4288,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01248258,,,,,,,,partial,2
Exosomm Ltd,Israel,Haifa,,IFT FIRST Expo 2026,http://www.exosomm.com,,,https://www.linkedin.com/in/rachelleneumann,,,South Building — ST25 — STARTUP Pavilion,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01275616,,,,,,,,partial,2
Exter North America,Canada,Montreal,,IFT FIRST Expo 2026,http://www.exter.com,hao.zhang@exter.com,+66 2090 2323,https://www.linkedin.com/company/866305,,,South Building — 2021,https://ift26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=01250030,,,,,,,,partial,2
