name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative,segment
DIALLO ET FRERES ART,2024,,C1.55b,,,Sprzedane,,https://www.facebook.com/p/Diallo-et-Freres-100066463599097/?locale=sr_RS,Rue Huart X le DantecDakar - SENEGAL13000 Dakar Rue huart x le Dantec SENEGALTAX ID: 006755972 TEL. 00221772774139,,,0000000000,,,,,,,,,,,,C
KARAMELOKOSMOS – RIGOPOULOS ANDREAS,2024,,C3.28c,,,Sprzedane (Targi PWE),,https://www.facebook.com/people/Karamelokosmos-Karameles/100054423852696/?locale=en_GB,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/47820.jpg,,,,,,,,,,,C
BIOMAMI,"2024,2025",,C2.31b,C3.54b,,Sprzedane,Sprzedane (Dział Prawny),https://aleo.com/pl/firma/biomami-marzena-mochocka,,,,6572449017,https://www4.pwe-expoplanner.com/sklep/img/logo/48798.jpg,,,,,,,,,,,C
SARL CANILLA,2024,,C3.27c,,,Sprzedane,,https://brak.pl,,,,0000000000,,,,,,,,,,,,C
BrownHouse&Tea,2024,,C1.59f,,,Sprzedane,,https://jadlosfera.pl/,Herbatki bio,,,8842745578,,https://jadlosfera.pl/,,1644499668751; 2022-02-09; 2024-01-11,,,,,,,,C
"""Platan Sp. z o.o. """,2024,,C2.44c,,,Sprzedane,,http://platan-food.pl/,,,,5260210406,https://www4.pwe-expoplanner.com/sklep/img/logo/50892.jpg,http://platan-food.pl/,,,,,,,,,,C
Ival sas,2024,,C1.65c,,,Sprzedane,,http://www.brak.pl,,,,0000000000,,,,,,,,,,,,C
"""LOGI-PACK MALPAK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","2024,2025",,C3.58c,C3.56b,,Sprzedane,Sprzedane (Dział Prawny),https://krs-pobierz.pl/logi-pack-malpak-spolka-z-ograniczona-odpowiedzialnoscia-i255277,,,,1230999686,,,,,,,,,,,,C
Sirius Investment sp. z o.o.,"2024,2025",,C1.61c,C3.54d,,Sprzedane,Sprzedane (Dział Prawny),https://www.BRAK.PL,,,,8971826304,https://www4.pwe-expoplanner.com/sklep/img/logo/52490.jpg,,,,,,,,,,,C
LUX Riga SIA,2024,,C3.47b,,,Sprzedane (Targi PWE),,https://www.luxinternational.com/lv/,.,,,,,,,,,,,,,,,C
SWEETVEGY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak@brak.pl,.,,"Adama Mickiewicza 37/58, 01-625, Warszawa, Polska",,,,,,,,,,,,,C
Sweet Brands Sp. z o.o.,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak.pl/,"Pieczywo cukiernicze o przedłużonej trwałości: ciastka, wafle, rurki waflowe, ciastka bez dodatku cukru, bezy oraz cukierki i galanteria czekoladowa. ",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81818.jpg,,,,,,,,,,,C
NALEWKI STAROPOLSKIE KAROL MAJEWSKI I WSPÓLNICY SP Z O.O,2025,,,C3.15,,,Sprzedane (Targi PWE),www.nalewki.pl,"Nalewki Staropolskie ręcznie produkowane. Smaki: Pigwowa, Malinowa, Wiśniowa Wykwintna, czarna Porzeczka, Głóg, Dereń,itp.
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81819.jpg,https://nalewki.pl/,,,,,,,,,,C
"Michrowska Piwniczka, Monika Szymańczak-Siemiatkowska, Daniel Si",2025,,,C3.15,,,Sprzedane (Targi PWE),https://www.facebook.com/MichrowskaPiwniczka/ ,"Tradycyjne w szkle produkty: soki, syropy, octy, kimchi, kiszonki, powidła, ... z własnego eko gospodarstwa.
Posiadane certyfikaty, dyplomy, wyróżnienia związane z prezentowanym produktem: 
Certyfikat eko na uprawy, Laur Marszałka, nagrody za produkty Smaki Regionów Nasze Kulinarne Dziedzictwo, Perła, wpis produktu na Listę Produktów Tradycyjnych, Innowacyjny rolnik, Rolniczka motorem innowacji. 
",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81821.jpg,,,,,,,,,,,C
SweetVegy Sp. z o.o.,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak.pl/,",",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81822.jpg,,,,,,,,,,,C
Gospodarstwo Rolne Franciszek Kesler,2025,,,C3.15,,,Sprzedane (Targi PWE),https://brak.pl/,"Olej rzepakowy KesleraLaureat konkursów Laur Marszałka i NKD-SR, Agro Polska, Agro Poland Euro Quality, Złoty medal Natura Food beECO. Certyfikat """"Jakość Tradycja"""".",,,,,,,,,,,,,,,C
TYMBARK,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,"xxx, 00-000, xxx, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/81556.jpg,,,,,,,,,,,C
TIGER,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81557.jpg,,,,,,,,,,,C
KOTLIN,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81560.jpg,,,,,,,,,,,C
KUBUŚ,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81562.jpg,,,,,,,,,,,C
LUBELLA,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81563.jpg,,,,,,,,,,,C
PLUSSSZ,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81564.jpg,,,,,,,,,,,C
ŁOWICZ,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81566.jpg,,,,,,,,,,,C
DR WITT,2025,,,C3.33,,,Sprzedane,https://brak.pl/,.,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/81567.jpg,,,,,,,,,,,C
Great Exhibitions,2025,,,C5.01,,,Sprzedane (Agenci),https://greatexhibitions.gr/en/,-,,,,,,,,,,,,,,,C
ELEA LAND,2025,,,C4.02,,,Sprzedane (Agenci),http://www.elealand.gr,-,"Our company is activated in the production, standardization and exports of premium Greek Extra Virgin Olive Oil and of various oil blends. We always emphasize in high-quality$REDNIK thus all of our production units function under the high standards of IFS and ISO22000:2005.Our olive oils are being exported to more than 25 countries worldwide successfully",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80025.jpg,https://elealand.gr/,,,,,,,,,,C
GEA BAKERY,2025,,,C4.02,,,Sprzedane (Agenci),https://www.geabakery.com/,"Gea Bakery to pionierska grecka firma oferująca wysokiej jakości produkty bezglutenowe, przygotowane z czystych, naturalnych składników dostarczanych przez ziemię. Dzięki naszej wiedzy i doświadczeniu w wypiekach bezglutenowych tworzymy oryginalne receptury bez użycia gotowych mieszanek, modyfikowanej skrobi czy konserwantów. Nasze produkty są wolne od GMO i powstają z wysokiej jakości składników, takich jak białko grochu, siemię lniane, mąka z soczewicy, autentyczna wanilia bourbon oraz wyśmienita belgijska czekolada. Nasze pieczywo uzyskuje ocenę A w skali Nutri-Score i jest wypiekane z naturalnych cukrów owocowych zamiast cukru.","Gea Bakery is a pioneering Greek company offering premium, gluten-free products using pure natural ingredients provided by the earth. With our expertise in gluten-free baking, we develop original recipes without using ready-made mixes, modified starches, or preservatives.Our products are GMO-free and made with high-quality ingredients like pea protein, linseed, lentil flour, authentic bourbon vanilla and fine Belgian chocolate. Our bread products rank A in the Nutri-Score  scale and are baked with natural fruit sugars instead of sugar.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80051.jpg,https://www.geabakery.com/,,103074068; 652234719; +30 210 8141 469,,,https://el-gr.facebook.com/geabakeryellada/,https://www.instagram.com/geabakery/,https://www.youtube.com/channel/UCPc4eduLLeP4nmrVbv_rl4A,,,C
M.KOSMIDIS & CO,2025,,,C4.02,,,Sprzedane (Agenci),http://halvadopoiia.gr/,-,-,,,https://www4.pwe-expoplanner.com/sklep/img/logo/80066.jpg,https://halvadopoiia.gr/,,1439560530298; 1439558147562; 1738392253070,,,https://www.facebook.com/pages/%CE%A0%CE%B1%CF%81%CE%B1%CE%B4%CE%BF%CF%83%CE%B9%CE%B1%CE%BA%CE%AE-%CE%A7%CE%B1%CE%BB%CE%B2%CE%B1%CE%B4%CE%BF%CF%80%CE%BF%CE%B9%CE%B9%CE%B1-%CE%9C%CE%9A%CE%BF%CF%83%CE%BC%CE%B9%CE%B4%CE%B7-%CE%A3%CE%B9%CE%B1-%CE%9F%CE%95/320757561274379,,https://www.youtube.com/channel/UCEn_tUoAOyh7bXHMxEWV3IQ,,,C
MC DIVINA S.M.P.C,2025,,,C4.02,,,Sprzedane (Agenci),http://brak.com,-,"MC DIVINA S.M.P.C is a new established company based in Athens with main activity to offer a premium range of Bakery products including Butter Cookies and Panettone under the International Maria Callas brand all presented in luxurious packaging. This iconic brand, inspired by the legendary Diva, stands as a symbol of elegance and timeless appeal. Maria Callas products offer a piece of History, Culture and Art.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80068.jpg,,,,,,,,,,,C
REGION OF ATTICA,2025,,,C4.02,,,Sprzedane (Agenci),https://www.patt.gov.gr/,-,"The Region of Attica is located at the central part of the country. It contains a territory of 3,808 km2 and covers 2.9% of the total territory of Greece. It is based in Athens, the Greek capital.Attica, apart from its ancient monuments and history, is a region displaying rare natural beauty and a wonderful climate, suitable for the nourishing of plants that, although they do not even grow in many other places, bear fruit here. Land and sea in this place provide us with all kinds of goods. As Xenophon said, “whatever goods Gods have to offer people in each season, here it all starts to grow very early and ceases to grow very late”.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80069.jpg,,,,,,,,,,,C
HATZIGAVRIEL BROS. G.P.,2025,,,C4.02,,,Sprzedane (Agenci),https://halvas-marathonos.gr,-,"The Hatzigavriel family has been active since 1988 in the food industry, in bakery products, confectionery and catering services. In the early 20th century, Nikolaos Hatzigavriel was a halva producer in Makri in Asia Minor (now Turkey). Today, his great-grandchildren, a century later, rediscovering their history and investing in cutting-edge technology, present you the Marathon halva of the Hatzigavriel family. The company is housed in a privately owned 600m² facility and has completed investments of over two million euros for the vertical production and processing of sesame, tahini and halva. It continues its investments in green energy, producing 100KW of electricity, making it energy self-sufficient.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80841.jpg,,,,,,,,,,,C
DAMAK FOOD,2025,,,C3.27,,,Sprzedane,https://damakfood.pl/pl/,,,,1090001681,https://www4.pwe-expoplanner.com/sklep/img/logo/11053.jpg,,,,,,,,,,,C
KARKALIS N. VAIOS,2025,,,C5.01,,,Sprzedane (Agenci),http://ff@food-forum.gr,-,"FOOD FORUM is a Greek company that produces a variety of antipasti delicacies –appetizers such as stuffed peppers with cheese (cherry, bell, green long pepper, honey pepper), stuffed vegetables  (mushrooms, artichokes) etc. Also, Greek olives, green Halkidiki , Kalamon, whole, pitted and stuffed. Our products are exported to many different countries. Our philosophy is based on the combination of quality and   innovation   in order to satisfy the consumer’s needs by offering products of high quality. We adjust the traditional flavors and the traditional way of preserving food, such as pickled peppers, to the modern eating habits.  Our company is certified according to FSSC 22000, ISO 22000, ISO/TS 22002-1.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80284.jpg,,,,,,,,,,,C
KRONOS SA,2025,,,C5.01,,,Sprzedane (Agenci),https://www.kronos.com.gr/preload,"Jesteśmy KRONOS SA, przemysł przetwórstwa owoców w puszkach zlokalizowany w północnej Grecji. Jesteśmy firmą w 100% eksportową, dostarczającą nasze produkty do 95 krajów na całym świecie, z ciągłą ekspansją na nowe rynki. Lider w greckim przemyśle konserwowania owoców i jeden z czołowych producentów na świecie. Produkujemy: • Brzoskwinie: połówki, plastry i kostka • Obrane morele: połówki • Mieszanka owocowa • Gruszki: połówki i kostka Wszystkie produkty mogą być pakowane w różne rodzaje syropów, a także w soki i wodę. Oferujemy również: • Przeciery owocowe: brzoskwiniowy, morelowy, gruszkowy, jabłkowy (Brix 30/32 i 10/12) • Produkty aseptyczne: kostka brzoskwiniowa, połówki moreli do zastosowań przemysłowych • Nasz nowy produkt: oliwki i owoce w plastikowych kubkach o pojemności 124 ml","KRONOS SA is a canned fruit industry situated in Northen Greece. We are an 100% export company, covering 95 countries worldwide,  with constant expansion into new markets. Leader in the Greek fruit canning industry and one of the top worldwide. We produce:  Peaches: halves, slices, and dices  Peeled Apricots: halves  Fruit Cocktail  Pear: halves and dices All products can be packed in all types of syrup, as well as in juices and water packs. Also we can provide:   Fruit Puree: Peach, Apricot, Pear, Apple puree concentrate, Brix 30/32 and 10/12  Aseptic: Peach dices, Apricot halves for industrial use  Our new product: Olives and fruits in plastic cups of 124ml",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80287.jpg,https://www.kronos.com.gr/preload,,,,,,,,,,C
Dimitra Parparas,2025,,,C5.01,,,Sprzedane (Agenci),https://dimitra-foods.eu,-,"PARPARAS SA, founded in 1970, is a family owned and international oriented company, specialized in Olives, Pickled Peppers and Canned Vegetables. The company, exporting to more than 50 countries worldwide, has developed its main brand DIMITRA. The DIMITRA product range includes all varieties of Greek olives, pickled peppers, sundried tomatoes, fire roasted red paprika and fire roasted eggplant spread.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80289.jpg,https://dimitra-foods.eu,,+306932171971; 2020-07-07; 2025-10-16,,,https://www.facebook.com/Parparas-SA-539401619461054/,https://www.instagram.com/parparassa/,https://www.youtube.com/channel/UCXDhF5RuuJPnMDA1KPNHr4w,,,C
NTAMPOSIS & CO,2025,,,C5.01,,,Sprzedane (Agenci),https://www.emag.ro/brands/brand/stalida,"Stalida Extra Virgin Olive Oil to najwyższej jakości olej tłoczony na zimno, wytwarzany z oliwek Koroneiki w Veria. Z bogatym aromatem, z harmonijną równowagą owocowych, pieprznych i gorzkich nut. Pełen przeciwutleniaczy i zdrowych tłuszczów, wzbogaca sałatki i dania śródziemnomorskie. EVOO Stalida to czysty, naturalny skarb z nasłonecznionych Grecji.","Stalida Extra Virgin Olive Oil is a premium, cold-pressed oil crafted from Koroneiki olives in Veria. With rich aroma, With a harmonious balance of fruity, peppery, and bitter notes. Packed with antioxidants and healthy fats, it enhances salads and Mediterranean dishes. Stalida’s EVOO is a pure, natural treasure from Greece’s sun-drenched groves.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/80292.jpg,,,,,,,,,,,C
Tarsmak Prymat spółka z ograniczoną odpowiedzialnością,2025,,,C4.08,,,Sprzedane,http://www.tarsmak.pl/,,,,8711003184,https://www4.pwe-expoplanner.com/sklep/img/logo/48488.jpg,https://www.tarsmak.pl/,,134591434; 77673457; +48 14 641 41 61,,,https://www.facebook.com/Tarsmak-wiemy-jak-%C5%82%C4%85czy%C4%87-smaki-1699243757010679/,https://www.instagram.com/tarsmak.pl/,,,,C
Urząd Marszałkowski Województwa Podlaskiego,2025,,,C3.02,,,Sprzedane (Targi PWE),https://www.wrotapodlasia.pl/,,,,5422542016,https://www4.pwe-expoplanner.com/sklep/img/logo/50586.jpg,,,,,,,,,,,C
BGF HUB SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.44,,,Sprzedane (Targi PWE),https://aleo.com/pl/firma/bgf-hub-spolka-z-ograniczona-odpowiedzialnoscia,"Sprzedaż hurtowa cukru, czekolady, wyrobów cukierniczych i piekarskich",,,9462735255,https://www4.pwe-expoplanner.com/sklep/img/logo/65812.jpg,,,,,,,,,,,C
Tender Meat Sp. z o.o.,2025,,,C5.11,,,Sprzedane (Dział Prawny),https://tendermeat.pl/,"Jesteśmy dostawcą mięs premium na rynku HoReCa od ponad 20 lat. Zawsze najważniejsze dla nas było budowanie trwałych relacji z Klientami. Wieloletnia współpraca oparta na zaufaniu to efekt gwarantowanej przez nas jakości oraz indywidualnego podejścia. Mamy zaszczyt pracować z najlepszymi szefami kuchni w całej Polsce. Są to relacje w większości osobiste, które bardzo sobie cenimy. W zamian za zaufanie odpłacamy pełnym zaangażowaniem w każde zlecenie.",,,5671640019,https://www4.pwe-expoplanner.com/sklep/img/logo/77975.jpg,https://tendermeat.pl/,,00000040; 1000000000; 00000008,,,,,,,,C
Carnauba,2025,,,C3.84,,,Sprzedane,https://brak.pl,.,,,40203290405,,,,,,,,,,,,C
Andrzej Langer,2025,,,C5.10,,,Sprzedane,https://brak.com,,,,0000000000,https://www4.pwe-expoplanner.com/sklep/img/logo/57202.jpg,,,,,,,,,,,C
ABP Food Group,2025,,,C5.14,,,Sprzedane,https://abpfoodgroup.com/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/68600.jpg,https://abpfoodgroup.com/,,54734123,,,,,,,,C
Ambasada Republiki Słowackiej,2025,,,C1.01,,,Sprzedane,https://brak@brak.com,.,,,SK2020210049,https://www4.pwe-expoplanner.com/sklep/img/logo/72715.jpg,,,,,,,,,,,C
Organizacja Producentów Ryb Jesiotrowatych,2025,,,C1.26,,,Sprzedane,https://rejestr.io/krs/354106/organizacja-producentow-ryb-jesiotrowatych,.,,,9562269203,https://www4.pwe-expoplanner.com/sklep/img/logo/74692.jpg,,,,,,,,,,,C
"Messetop (Beijing)International Business &Exhibition Co.,Ltd",2025,,,C3.25,,,Sprzedane (Agenci),https://mp.weixin.qq.com,-,-,,,,,,,,,,,,,,C
"Qingdao Yilong Packaging Machinery Co.,Ltd",2025,,,C3.25,,,Sprzedane (Agenci),http://www.yilongpackagingmachine.com,"Założona w 1999 roku w Qingdao, jesteśmy wiodącym, profesjonalnym i elastycznym producentem automatycznych maszyn do napełniania i zgrzewania. Przyczyniamy się do opracowania krajowej normy Chin GB/T 38501-2007 oraz normy przemysłowej GB/T 38501-2020 dla maszyn do napełniania i zgrzewania.","Founded in 1999 Qingdao, Qingdao Yilong Packaging Machinery Co., Ltd. is the leading, professional and flexible manufacturer for automatic rotary fill and seal packaging machines. We lead to make and draft the China's national standard GB/T 38501-2007 and Industrial Standard GB/T 38501-2020 for rotary fill and seal packaging machines.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/79456.jpg,,,,,,,,,,,C
SDCCOM,2025,,,C0.14,,,Sprzedane,https://www.adresse-algerie.com/annuaire/sarl-communication-et-consulting-djazia/,,,,800 71629023545,,,,,,,,,,,,C
DURU BULGUR GIDA SAN. VE TIC. A.Ş.,2025,,,C1.19,,,Sprzedane (Agenci),HTTP://BRAK.COM,-,-,,,https://www4.pwe-expoplanner.com/sklep/img/logo/75230.jpg,,,,,,,,,,,C
JANTEX POLSKA Sp. z o.o,2025,,,C4.17,,,Sprzedane (Targi PWE),https://jantexpolska.com/,,,,7861616172,https://www4.pwe-expoplanner.com/sklep/img/logo/62552.jpg,https://jantexpolska.com/,,+48 515 515 519,,,https://www.facebook.com/jantexpolska,https://www.instagram.com/jantexpolska/,,,,C
Francesco Piscopo,2025,,,C6.12,,,Sprzedane (Dział Prawny),"https://www.owg.pl/ceidg/francesco_piscopo_9,74,521375,5213751402",,,,5213751402,,,,,,,,,,,,C
Feedwell  PsiBufet,2025,,,C2.21,,,Sprzedane,https://psibufet.pl/,Psi bufet/ katering dla psów.,,,1133005563,,https://psibufet.com/,,205357142857143; 81183092,,,https://www.facebook.com/psibufet/,https://www.instagram.com/psibufet/#,https://www.youtube.com/@psibufetpl,https://www.tiktok.com/@psibufet,,C
FIRST EDITION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C4.43b,,,Sprzedane (Dział Prawny),https://brak@brak.com,.,,,7272861702,,,,,,,,,,,,C
ACHNAGAL Ltd,2025,,,C3.80a,,,Sprzedane,https://brak@brak.com,.,,,000,,,,,,,,,,,,C
Teste Di Moro Trading Sp. z o.o.,2025,,,C4.13,,,Sprzedane (Targi PWE),https://www.testedimoro.pl/?srsltid=AfmBOorc6w7lkjLUPV27v128cSfH9vhLXlWxl15xcpFgjRSQu6q_2VDi,.,,,8513318094,https://www4.pwe-expoplanner.com/sklep/img/logo/67331.jpg,,,,,,,,,,,C
Meat revolution,2025,,,C3.18,,,Sprzedane (Targi obce),https://meatrevolution.com/,.,,,202010202,https://www4.pwe-expoplanner.com/sklep/img/logo/67795.jpg,https://meatrevolution.com/,,766415882; 766415883; 1766415883,,,https://www.facebook.com/meatrevolution,https://www.instagram.com/meat_revolution/,,,,C
Wise Trading Group,2025,,,C5.15,,,Sprzedane (Targi obce),http://www.wisetradinggroup.pl/,,,,6762565241,https://www4.pwe-expoplanner.com/sklep/img/logo/68219.jpg,http://wisetradinggroup.pl/,,00000026,,,,,,,,C
Monolith Polska,2025,,,C4.16,,,Sprzedane,https://monolith-gruppe.net/,,,,7792541398,https://www4.pwe-expoplanner.com/sklep/img/logo/73290.jpg,https://monolith-gruppe.net/,,814368356; +49 (4108) 41 42 300; +49 (4108) 41 42 419,,,https://www.facebook.com/monolithgruppe/,https://www.instagram.com/monolithgermany/,,,,C
Cheese Familia s.r.o,2025,,,C4.18,,,Sprzedane (Dział Prawny),https://www4.pwe-expoplanner.com/sklep/index.php?id_category=1092&controller=category&id_lang=2,.,,,5252984688,https://www4.pwe-expoplanner.com/sklep/img/logo/74522.jpg,,,,,,,,,,,C
VIRAPOL SP. Z O.O.,2025,,,C5.07,,,Sprzedane,https://brak@brak.com,.,,,7011182356,https://www4.pwe-expoplanner.com/sklep/img/logo/76577.jpg,,,,,,,,,,,C
Dobele,2025,,,C1.17,,,Sprzedane,https://dobelemill.eu/,.,,,40003020653,,https://dobelemill.eu/,,2018-03-19; 2022-05-24; 40003020653,,https://www.linkedin.com/company/22331285/,https://www.facebook.com/DobelesDzirnavnieks/,https://www.instagram.com/dobelesdzirnavnieks/,,,Zvonko Export (Manager),C
ITALIATARTUFI,2025,,,C3.79a,,,Sprzedane,https://brak@brak.com,.,,,2445080415,https://www4.pwe-expoplanner.com/sklep/img/logo/77597.jpg,,,,,,,,,,,C
ECOTORBA Sp. z o.o.,2025,,,C0.08,,,Sprzedane,https://rendpacoeco.com/en,-,-,,7011197263,,https://rendpacoeco.com/en,,2011-2021; 33.3333333333; 16.6666666667,,,https://www.facebook.com/rendpaco.eco,https://www.instagram.com/rendpaco_eco/,,,,C
LEQI GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.30,,,Sprzedane,https://brak.pl,-,,,1133151431,,,,,,,,,,,,C
Bolton OÜ,2025,,,C1.42,,,Sprzedane (Targi PWE),https://bolton.ee/,.,.,,14289808,,https://bolton.ee/,,,,,,,,,,C
MIREALLUM SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C0.18,,,Sprzedane,https://www.migmaskincare.com/,KOSMETYKI BIO,v,,6572956398,https://www4.pwe-expoplanner.com/sklep/img/logo/80768.jpg,https://www.migmaskincare.com/,,100646145232201; 2020-11-22; 2021-10-27,,,https://www.facebook.com/Migma-Skincare-100646145232201/,https://www.instagram.com/migmaskincare/,,,,C
Biolife,2025,,,C3.50a,,,Sprzedane,https://sklepbiolife.pl/,Zywnosc bio,,,5432181241,https://www4.pwe-expoplanner.com/sklep/img/logo/4652.jpg,,,,,,,,,,,C
NUTURA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C1.86a,,,Sprzedane,https://nutura.pl/pl/,.,,,7262658922,https://www4.pwe-expoplanner.com/sklep/img/logo/51111.jpg,https://nutura.pl/,,2025-11-02; 2026-04-19; 533 562 900,,,https://www.facebook.com/nutura,https://www.instagram.com/nutura/,,,,C
Wytwórnia Cukierków L. Pomorski i Syn,2025,,,C1.50a,,,Sprzedane,https://www.krowki-pomorski.pl/,.,,,5291845229,https://www4.pwe-expoplanner.com/sklep/img/logo/44376.jpg,https://www.krowki-pomorski.pl/,,529-184-52-29; +48 22 758 32 71; +48 798 750 807,https://wa.me/48508508645,,https://www.facebook.com/pages/Prawdziwa-krówka-Pomorskiego/703753859737682,,,,Zarządu Oskar Pomorski (Prezes),C
TOM-DOLEKO-EKOLA ORGANIZACJA ODZYSKU OPAKOWAŃ SPÓŁKA AKCYJNA,2025,,,C1.54a,,,Sprzedane,http://www.krs-online.com.pl/tom-doleko-ekola-organizacja-odzysku-krs-169451.html,,,,9552081024,,,,,,,,,,,,C
MORAWIEC NIERUCHOMOŚCI SPÓŁKA KOMANDYTOWA,2025,,,C1.61,,,Sprzedane,https://aleo.com/pl/firma/morawiec-nieruchomosci-spolka-komandytowa,,,,7551935492,https://www4.pwe-expoplanner.com/sklep/img/logo/36284.jpg,,,,,,,,,,,C
Planteris,2025,,,C1.74a,,,Sprzedane,https://qurczak.pl/kontakt,.,,,1231440610,https://www4.pwe-expoplanner.com/sklep/img/logo/52231.jpg,https://qurczak.pl/,,097763-69; 982531-77,,,,,,,,C
Miroleader,2025,,,C3.67a,,,Sprzedane,https://aleo.com/pl/firma/miroleader-sp-z-oo-warszawa,.,,,5223099009,https://www4.pwe-expoplanner.com/sklep/img/logo/59755.jpg,,,,,,,,,,,C
STOWARZYSZENIE DORADCÓW NA RZECZ ROZWOJU OBSZARÓW WIEJSKICH,2025,,,C4.55b,,,Sprzedane,https://rejestr.io/krs/243025/stowarzyszenie-doradcow-na-rzecz-rozwoju-obszarow-wiejskich,.,,,7393523482,,,,,,,,,,,,C
MASARNIA KRZYŚ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ  SPÓŁKA K,2025,,,C3.73a,,,Sprzedane,https://brak@brak.com,.,,,9820367968,,,,,,,,,,,,C
TCP TECNOCENTER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C3.74a,,,Sprzedane,http://www.tecnocenter.pl/index.html#section4,.,,,7732391357,https://www4.pwe-expoplanner.com/sklep/img/logo/65711.jpg,,,,,,,,,,,C
RAMSS,2025,,,C3.72a,,,Sprzedane,https://brak.pl,.,,,3735134452,https://www4.pwe-expoplanner.com/sklep/img/logo/66930.jpg,,,,,,,,,,,C
SIA “LATLIQ”,2025,,,C3.59a,,,Sprzedane,https://brak@brak.com,.,,,40103986857,,,,,,,,,,,,C
BAZZARA SRL,2025,,,C3.77a,,,Sprzedane,https://brak@brak.com,.,,,949800320,https://www4.pwe-expoplanner.com/sklep/img/logo/69761.jpg,,,,,,,,,,,C
Zakłady Mięsne Saltowski Sp. z.o.o.,2025,,,C1.41,,,Sprzedane,https://brak@brak.com,.,,,000,https://www4.pwe-expoplanner.com/sklep/img/logo/71590.jpg,,,,,,,,,,,C
RSA Distibution SP. Z O.O.,2025,,,C3.65a,,,Sprzedane,http://www.krs-online.com.pl/snacks-and-dried-fish-sp-z-o-o-krs-10414084.html,Spółka z ograniczoną odpowiedzialnością,,,6772473664,https://www4.pwe-expoplanner.com/sklep/img/logo/73450.jpg,,,,,,,,,,,C
PURO SPIRITS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C1.59,,,Sprzedane (Dział Prawny),https://brak@brak.com,.,,,8561926294,https://www4.pwe-expoplanner.com/sklep/img/logo/73983.jpg,,,,,,,,,,,C
MANUFAKTURA DOBRA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2025,,,C1.66a,,,Sprzedane,https://brak@brak.com,.,,,9112006372,,,,,,,,,,,,C
PASSION MK MICHAL KATUŠ,2025,,,C3.78a,,,Sprzedane (Targi PWE),https://aleo.com/pl/firma/michal-katus-dzialoszyce,.,,,6621824551,,,,,,,,,,,,C
