name,years,stand_2023,stand_2024,stand_2025,status_2023,status_2024,status_2025,website,description_pl,description_en,contact,nip,logo,real_website,email,phone,whatsapp,linkedin,facebook,instagram,youtube,tiktok,representative
MALWA Food Company,2024,,C2.02,,,Sprzedane,,http://www.malwa.org.pl/,"Jesteśmy producentem żywności funkcjonalnej. Receptury naszych produktów są tak dobrane, żeby nasz konsument oprócz przyjemności jedzenia, mógł spożywać produkty, które będą miały korzystny wpływ na zdrowie i poprawę samopoczucia. Produktami tymi są: cukierki mleczne, ciastka zbożowe, ciastka bez dodatku cukru, ciastka z serii SNACK TAKE IT EASY: z zawartością błonnika oraz białka 15%.","We are a manufacturer of functional food. The recipes of our products are selected so that, in addition to the pleasure of eating, our consumers can consume products that will have a beneficial effect on health and improve well-being. These products are: cereal cookies, cookies without added sugar, SNACK TAKE IT EASY series cookies: with 15% fiber and 15% protein, milk candies.","Blichowo, 09-452, Blichowo, Polska",,https://www4.pwe-expoplanner.com/sklep/img/logo/53932.jpg,http://malwa.org.pl/,malwa@malwa.org.pl,2022-03-29; 2022-06-02; 27-04-2022,,,,,,,
"PRODUKCJA I SPRZEDAŻ WYROBÓW Z MLEKA ""SERMLEK"" Mariusz Gregorczy",2024,,C2.02,,,Sprzedane,,https://sermlek.pl/,"Firma SERMLEK została założona została w 2018 roku, lecz początki produkcji sera dla potrzeb własnych nasza rodzina rozpoczęła wiele lat wcześniej. Zamiłowanie do serów, doskonalenie ich produkcji było inspiracją do stworzenia naszej marki Sermlek. Nasze sery produkowane są wyłącznie z naturalnych składników, bez sztucznych konserwantów i wzmacniaczy smaków – to je wyróżnia. Sery podpuszczkowe jakie Państwu oferujemy charakteryzują się niepowtarzalnym smakiem i aromatem uzyskiwanym dzięki wyłącznie naturalnym dodatkom smakowym, oraz mlekiem pochodzącym od sprawdzonych gospodarstw rolnych z Doliny Liwca.","The SERMLEK company was founded in 2018, but our family started producing cheese for our own needs many years earlier. The passion for cheese and improving their production was the inspiration to create our Sermlek brand. Our cheeses are made only from natural ingredients, without artificial preservatives and flavor enhancers - this is what sets them apart. The rennet cheeses we offer are characterized by a unique taste and aroma obtained thanks to only natural flavor additives and milk from proven farms in the Liwiec Valley.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/53993.jpg,https://sermlek.pl/,sermlek@sermlek.pl,20190623; 8241488119; 698 482 170,,,,,,,
MICHROWSKA PIWNICZKA,2024,,C2.02,,,Sprzedane,,https://www.facebook.com/MichrowskaPiwniczka/,"O ekologii mówiłam już w szkole średniej, opowiadając o ziemi, maszynach, zmianach i erozji. Staramy się być samowystarczalni, zawsze u nas było kolorowo, są zwierzęta, owoce, warzywa, łąki, staw. Planujemy barcie, może owce i emu dla bioróżnorodności. Gdy mam czas, pieczemy chleb, wędzimy, odnawiamy starocie, odtwarzamy tradycję. Rodzice nas uczą i pomagają, my uczymy nasze dzieci i dzieci gości. Od zawsze robiliśmy słoiczki, a wino było moją pasją. Od kilku lat dzielę się tym, co robię – stąd Michrowska Piwniczka. Nigdy nie chciałam komercji, stąd brak cukru lub jego minimalna ilość, bez wspomagaczy. Ma być prosto i zdrowo. Chcę, aby małe rolnictwo przetrwało, mimo opinii, że to nie ma sensu. Lubię moich klientów, moich gości, kocham tradycję i prostotę, ale wykorzystuję nowoczesność, która ułatwia życie. Zapraszam do stoiska po tradycyjne soki, syropy, octy, powidła, musy i kiszonki – produkty nagradzane na Mazowszu i w Polsce.","I talked about ecology in high school, discussing the earth, machinery, changes, and erosion.We strive to be self-sufficient$REDNIK it’s colorful here with animals, fruits, vegetables, meadows, and a pond. We plan to add beehives, maybe sheep, and emus for biodiversity. When I have time, we bake bread, smoke meat, restore antiques, and revive traditions. Our parents teach and help us, and we also teach our children and the children of our guests. We have always made jars, and wine has been my passion. For years, I have shared what I do – hence Michrowska Piwniczka. I avoid commercialism, hence no sugar or minimal sugar, and no additives. It has to be simple and healthy. I want small farming to survive. I love my customers, tradition, and simplicity but also use modernity that eases life. Visit our stall for traditional juices, syrups, vinegars, jams, purees, and pickles – products awarded in Mazovia and Poland.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/54043.jpg,,,,,,,,,,
Ogólnopolskie Stowarzyszenie Szefów Kuchni i Cukierni,"2024,2025",,C2.01,C3.39,,Sprzedane,Sprzedane,http://www.osskic.org.pl/,,,,5212922698,https://www4.pwe-expoplanner.com/sklep/img/logo/10853.jpg,http://www.osskic.org.pl/,sekretariat@osskic.org.pl; cookpro@gmail.com,155369997828734; 2023-12-22; 20265-03-21,,,https://www.facebook.com/Og%C3%B3lnopolskie-Stowarzyszenie-Szef%C3%B3w-Kuchni-I-Cukierni-155369997828734/,,,,
ELAVON,"2024,2025",,C1.02,C4.33,,Sprzedane,Sprzedane (Targi PWE),https://www.elavon.pl/index.html,,,,2090000825,https://www4.pwe-expoplanner.com/sklep/img/logo/30040.jpg,https://www.elavon.pl/,,0345-850-0195; 0533-4468; 22 306 42 22,,https://www.linkedin.com/company/elavon-europe/,https://www.facebook.com/ElavonEurope,https://www.instagram.com/elavon_europe/,https://www.youtube.com/@elavonpolska3406,,Wojciech Budzowski (Dyrektor)
Województwo Lubelskie,2024,,C2.57,,,Sprzedane,,https://www.lubelskie.pl/,"Wojewódzka samorządowa jednostka organizacyjna działająca w formie jednostki budżetowej, przy pomocy której zarząd i marszałek województwa wykonują swoje zadania i kompetencje niezastrzeżone na rzecz sejmiku i wojewódzkich samorządowych jednostek organizacyjnych",,,7122904545,https://www4.pwe-expoplanner.com/sklep/img/logo/34721.png,,,,,,,,,,
FSZ POLLENA AROMA,"2024,2025",,C2.05,C1.32,,Sprzedane,Sprzedane (Targi PWE),https://pollenaaroma.pl/,"Pollena-Aroma to największy w Polsce producent aromatów spożywczych, kompozycji zapachowych i dostawca wysokiej jakości olejków eterycznych. Od 68 lat szlifujemy nasze umiejętności i kompetencje, by dostarczać Państwu wyjątkowe doświadczenia smakowe i zapachowe. Od 2017 roku jesteśmy częścią międzynarodowej Grupy TURPAZ. Nasze aromaty znajdują szerokie zastosowanie w wielu branżach. Oferujemy m.in. aromaty cukiernicze, mleczarskie, do napojów, wyrobów tłuszczowych, koncentratów spożywczych słodkich i wytrawnych, do produktów farmaceutycznych i kosmetycznych.","optionally for use on social media Pollena-Aroma is Poland's largest producer of food flavours, fragrances and supplier of high-quality essential oils. For 68 years, we have been honing our skills and competencies to provide you with unique taste and aroma experiences. Since 2017, we have been part of the international TURPAZ Group. Our flavours are widely used in many industries. Among others, we offer flavours for confectionery, dairy, beverages, fatty products, sweet and dry food concentrates, pharmaceutical and cosmetic products.",,5240104871,https://www4.pwe-expoplanner.com/sklep/img/logo/25438.jpg,,,,,,,,,,
Turpaz Industries Ltd.,2024,,C2.05,,,Sprzedane,,https://turpaz.co.il,"Grupa Turpaz to międzynarodowy koncern zajmujący się produkcją aromatów spożywczych, kompozycji zapachowych, a także dostawca wysokiej jakości składników, zarówno naturalnych, jak i syntetycznych. Firma oferuje szeroką gamę produktów dla klientów z branży spożywczej, perfumeryjnej, farmaceutycznej, nutraceutyków oraz kosmetycznej. Działalność Turpaz obejmuje rozwój, produkcję i marketing szerokiej gamy wysokiej jakości aromatów, esencji zapachowych oraz składników naturalnych i syntetycznych.","Established in 1970, Turpaz is a fast-growing, multinational flavor and fragrance house and fine ingredients company. Turpaz’s activities include the development, production, and marketing of an extensive variety of high-quality flavors, fragrances, and natural and synthetic fine ingredients for customers in the food, beverage, functional food, flavor, fragrance, pharmaceutical/nutraceutical, and cosmetic industries.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/51631.jpg,https://www.turpaz.co.il/,info@willich-tauchmassen.de; Sales@icgflavours.co.uk,+32 81 22 2381; +32-68-250-230; 32-68-250-233,,,,,,,
FOOD INGREDIENTS TECHNOLOGIES,2024,,C2.05,,,Sprzedane,,https://foodingredientstechnologies.com,,"Food Ingredients Technologies is a company that exists since 1998 and is based in Belgium. The core of our business is the harmonization of our know-how using functional and aromatic ingredients to develop delicious and innovative culinary creations for your business. Our driving force is based on quality, flexibility, love of food and service, which makes us the preferred partner for customers looking for unique products and practical solutions.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/51632.jpg,,,,,,,,,,
Food Base Kft.,2024,,C2.05,,,Sprzedane,,https://foodbase.hu/en/,,"As a flavour manufacturing company, our expertise lies in creating food flavours, vinegar powders, essential oils, and herbal extracts.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/51633.jpg,https://foodbase.hu/en/,info@foodbase.hu; sales@foodbase.hu,2025-08-08; 2025-08-15; 827904307,,https://hu.linkedin.com/company/foodbasekft,,https://www.instagram.com/foodbasekft/,,,
Urząd Marszałkowski Województwa Podlaskiego - Samorządowa jednos,2024,,C2.64,,,Sprzedane,,https://www.wrotapodlasia.pl/,,,,5422542016,https://www4.pwe-expoplanner.com/sklep/img/logo/21011.jpg,,,,,,,,,,
ECO-CORN,2024,,C2.13,,,Sprzedane (Targi PWE),,https://eco-corn.pl/,,,,9691593880,,https://ecocore.pl/,kontakt@eco-corn.pl,9691593880,,,,,,,
FROST a.s. Presov,"2024,2025",,C2.12,C4.01,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://frostpresov.sk/home.html,,,,2021588734,https://www4.pwe-expoplanner.com/sklep/img/logo/22985.jpg,https://www.frost.sk/sk,info@frostslovakia.sk; marketing@frostslovakia.sk; praca@frostslovakia.sk,2021588734; 2001-04-19; 011.523.99,,https://www.linkedin.com/company/frostpresov/,https://www.facebook.com/frost.presov,https://www.instagram.com/frost_presov/,,https://www.tiktok.com/@frost_presov,
EUROMAX Rokicki Krzysztof,2024,,C2.45,,,Sprzedane,,http://chrrup.pl/,,,,7231112180,https://www4.pwe-expoplanner.com/sklep/img/logo/40453.jpg,https://www.crazybakery.pl/,biuro@smartfoods.eu; kontakt@crazybakery.pl,580754371; 3694043720; 45570682,,,,,,,
ARRIBA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024,,C2.43,,,Sprzedane,,"https://aleo.com/pl/firma/arriba-spolka-cywilna-maria-julia-barboza-de-sztyler,-jacek-sztyler-katowice",,,,6342532401,,,,,,,,,,,
Zariphico,2024,,C2.53,,,Sprzedane,,https://www.zariphico.com/,"Kosta Varnali 11, Chalandri 152 33, Grecja",,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52651.jpg,,,,,,,,,,
Zero One Olive Oil,2024,,C2.53,,,Sprzedane,,http://www.zerooneoliveoil.gr/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52649.jpg,https://zerooneoliveoil.gr/,info@zerooneoliveoil.gr,9999999999; 03564453125,,,,,,,
VASSILAKIS EMM. SA – VASSILAKIS ESTATE,2024,,C2.53,,,Sprzedane,,https://vassilakisestate.gr/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52652.jpg,https://vassilakisestate.gr/,,,,,,,,,
REGION OF CRETE,2024,,C2.53,,,Sprzedane,,https://www.crete.gov.gr/en/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52653.jpg,https://www.crete.gov.gr/en-archi-in-o-logos-moysikopoiitikes-ekdiloseis-me-tin-stirixi-tis-perifereias-kritis/,gram.pkr@crete.gov.gr; dpo@crete.gov.gr; info@crete.gov.gr,2024-08-09; (64 217 241; 11-05-2023,,,https://facebook.com/CreteRegion,https://www.instagram.com/creteregion/,https://youtube.com/user/creteregion,,
PATHOS EXTRA VIRGIN OLIVE OIL,2024,,C2.53,,,Sprzedane,,https://pathosoliveoil.gr/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52655.jpg,,,,,,,,,,
MANOS AND Co. - Dictamus,2024,,C2.53,,,Sprzedane,,https://www.dictamus.gr/contact/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/52657.jpg,https://www.dictamus.gr/contact/,info@dictamus.gr,132870494; 2810 821284; 2810 253375,,https://www.linkedin.com/company/dictamus---manos-&-co,https://www.facebook.com/DictamusCrete ,https://www.instagram.com/dictamus.gr/,,,
SCHUR STAR SYSTEMS GmbH,2024,,C1.40a,,,Sprzedane,,https://www.schur.com/,"We are offering packaging, packaging machines, packaging systems, and knowhow. Schur has a staff of approx. 850 persons employed at factories in Denmark, Sweden, Germany, Australia and the USA.",,,134642242,https://www4.pwe-expoplanner.com/sklep/img/logo/6997.jpg,https://www.schur.com/,,10000001; 36830494; 68653975,,https://www.linkedin.com/company/schur-international-as/,,,https://www.youtube.com/channel/UCBSr18Y7tIf-90W7wjOJX9w,,
Kujawskie Zioła,2024,,C2.36b,,,Sprzedane,,http://kujawskieziola.pl/,ZIOLA,,,8883085386,https://www4.pwe-expoplanner.com/sklep/img/logo/7848.jpg,https://kujawskieziola.pl/,kontakt@kujawskieziola.pl,721 111 336; 79298876; 30-10-2025,https://api.whatsapp.com/send?phone=48790504139,,,,,,
Gebr. Baldauf,2024,,C2.35a,,,Sprzedane,,https://www.baldauf-kaese.de/pl,"Firma Gebr. Baldauf od ponad 150 lat oferuje najlepsze serowe specjały z mleka siennego. Siedzibą przedsiębiorstwa jest region Allgäu na południowym krańcu Niemiec. Działalność, która w 1862 r. zaczynała się od sprzedaży emmentalera, rozwinęła się w nowoczesne przedsiębiorstwo, które łączy najnowsze technologie i tradycyjne receptury.",,,7871402372,https://www4.pwe-expoplanner.com/sklep/img/logo/7685.jpg,https://www.baldauf-kaese.de/,info@baldauf-kaese.de; dalmiro.cruz@baldauf-kaese.de; waldemar.reichert@baldauf-kaese.de,8381 89020; +49 8381 8902 60; +49 8381 8902 70,,,,https://www.instagram.com/baldauf_kaese/,https://www.youtube.com/channel/UCz_lgWowuIHyTj0xM_DG5sg,,Key Account (Manager)
QUALITY MEAT PAWĘTA SP. Z O.O.,2024,,C2.35a,,,Sprzedane,,https://www.paweta.com/,"Pawęta – Mięsa dojrzewające. Specjalizujemy się w produkcji surowych szynek dojrzewających ( z wołowiny, wieprzowiny, jagnięciny, jelenia, daniela). Łączymy tradycje z nowoczesnością. Stawiamy na prosty skład i moc naturalnego smaku. Naszą domeną jest tradycyjne ręczne wytwarzanie i jakość klasy premium.","Pawęta – Aging meats. We specialize in the production of maturing hams (beef, pork, lamb, deer, fallow deer). We combine tradition with modernity. We focus on simple composition and the strength of natural flavor. Our domain is traditional manual production and the highest quality.",,,https://www4.pwe-expoplanner.com/sklep/img/logo/52920.jpg,https://www.paweta.com/,office@paweta.com,2020-07-30; 2025-05-28; 1596133015,,https://www.linkedin.com/company/pawetamiesadojrzewajace/,https://www.facebook.com/profile.php,https://www.instagram.com/pawetamiesadojrzewajace,,https://www.tiktok.com/@pawetamiesadojrzewajace,Sylwester Pawęta (Założyciel)
VIKLINOVA/ swiezowyciskaj.pl,"2024,2025",,C2.30a,C4.22,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://swiezowyciskaj.pl/kontakt/,.,,,6751712796,https://www4.pwe-expoplanner.com/sklep/img/logo/7288.jpg,https://swiezowyciskaj.pl/kontakt/,info@swiezowyciskaj.pl,2016-12-29; 2026-02-22; 126981267,,,https://www.facebook.com/swiezowyciskaj/,,https://www.youtube.com/user/Orange4events,,
VOG Polska,"2024,2025",,C3.17a,C4.27,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://www.vog.pl/,"VOG Polska Sp. z o.o. Twój mocny partner w art. spożywczychGwarantujemy najwyższą jakość oferowanych produktów oraz dotrzymanie wszystkich obowiązujących w Polsce przepisów prawa. Tą konsekwentną polityką firmy realizujemy naszą wizję, bycia przedsiębiorstwem odnoszącym sukcesy dzięki naszym markom oraz szczególnemu zaangażowaniu naszych pracowników.",,,9510046336,https://www4.pwe-expoplanner.com/sklep/img/logo/8410.jpg,https://www.vog.pl/,office@vog.pl; zbyt@vog.pl; nonfood@vog.pl,2018-08-02; 2019-08-29; 2019-11-19,,,https://www.facebook.com/SwiadomeOdzywianie/, https://www.instagram.com/kresto_swiadome_odzywianie/,https://www.youtube.com/channel/UCIoJcjUPPsqVNLIW2HpFo6Q,,
EuroFoods Gastro,2024,,C2.26,,,Sprzedane,,https://www.eurofoodsgastro.pl,,,,1182124486,https://www4.pwe-expoplanner.com/sklep/img/logo/50488.jpg,,,,,,,,,,
Lovare Sp. z o.o.,"2024,2025",,C1.08a,C3.08,,Sprzedane,Sprzedane (Targi PWE),http://www.krs-online.com.pl/vlcreate-sp-z-o-o-krs-8417641.html,,,,5272798629,https://www4.pwe-expoplanner.com/sklep/img/logo/20944.jpg,,,,,,,,,,
Caf Artser Srl / CONFARTIGIANATO IMPRESE VARESE,2024,,C3.19a,,,Sprzedane,,https://www.artser.it/,VIALE MILANO 5 Postcode- 21100 VARESE (VA),,,01878290129,https://www4.pwe-expoplanner.com/sklep/img/logo/16702.jpg,https://www.artser.it/,customer@artser.it,11150794191; 11150794193; 01878290129,,https://linkedin.com/company/artser/,https://www.facebook.com/Artser.srl/,https://www.instagram.com/artser_srl/,https://www.youtube.com/channel/UCIPF_ueD0ANjeXclZkisBmg,,
Dabex,"2024,2025",,C3.17b,C1.16,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),http://dabex.pl/pl/,,,,6492307189,https://www4.pwe-expoplanner.com/sklep/img/logo/24341.jpg,https://dabex.pl/pl/,biuro@dabex.pl; anna@dabex.pl; tomasz@dabex.pl,48 32 67 12 514; 120 42-400; +48 32 67 12 514,,,,,,,
P.P.H.U. MARUSARZ,2024,,C2.46a,,,Sprzedane,,https://www.gorwit.pl/,ul. Papieska 114 34-424 Bańska,,,7361079759,https://www4.pwe-expoplanner.com/sklep/img/logo/109319.png,https://gorwit.pl/,biuro@gorwit.pl; marek@gorwit.pl; maciej@gorwit.pl,2022-11-26; 2023-02-20; 99999999,,,https://www.facebook.com/ZbojEnergyDrink/,https://www.instagram.com/witaminyzgor/,,https://www.tiktok.com/@witaminyzgor/,
mobile24,2024,,C3.21a,,,Sprzedane (Targi PWE),,https://mobile24.info/,"adres kore. ul Towarowa 24, Żagań",,,9241064963,https://www4.pwe-expoplanner.com/sklep/img/logo/20246.jpg,,,,,,,,,,
Dodoni,"2024,2025",,C1.34b,C1.10,,Sprzedane,Sprzedane (Targi PWE),"https://www.gowork.pl/borek-drink-sp.-z-o.o.,24002105/dane-kontaktowe-firmy",,,,9451414151,https://www4.pwe-expoplanner.com/sklep/img/logo/24017.jpg,,,,,,,,,,
PRODMAR,2024,,C2.42b,,,Sprzedane,,https://aleo.com/pl/firma/prodmar-spolka-z-ograniczona-odpowiedzialnoscia-golaszew,,,,1182234890,,,,,,,,,,,
GREENVECTOR AGRO,2024,,A1.44a,,,Sprzedane (Targi PWE),,https://aleo.com/pl/firma/greenvector-agro-spolka-z-ograniczona-odpowiedzialnoscia-warszawa,,,,5213967869,,,,,,,,,,,
Plakias Olive Oil,"2024,2025",,C2.29a,C3.31,,Sprzedane,Sprzedane (Targi PWE),https://plakiasoliveoil.com/,,,,,https://www4.pwe-expoplanner.com/sklep/img/logo/50465.jpg,https://plakiasoliveoil.com/,plakiasoliveoil@gmail.com,335046-20; +30 28320 31234,,,,,,,
SIGMA NUTS,2024,,C1.12b,,,Sprzedane (Targi PWE),,http://sigma-stg.pl/,,,,5922223113,https://www4.pwe-expoplanner.com/sklep/img/logo/23047.jpg,http://sigma-stg.pl/,biuro@sigmanuts.pl; r.cwiklinski@sigmanuts.pl; w.cwiklinski@sigmanuts.pl,2019-11-21; 2026-04-14; 592-222-31-13,,,,,,,
Mawo Trade,"2024,2025",,C1.16a,C1.02,,Sprzedane (Targi PWE),Sprzedane (Dział Prawny),https://mawotrade.pl/biuro-handlu-artykulami-spozywczymi/artykuly,,,,6182157985,https://www4.pwe-expoplanner.com/sklep/img/logo/23381.jpg,https://mawotrade.pl/biuro-handlu-artykulami-spozywczymi/artykuly,marcin.wojtczak@mawotrade.pl; iza.czarnecka@mawotrade.pl; eryk.walczak@mawotrade.pl,220516480; +48 608 019-644; +48 573 375-574,,,,,,,Spożywczymi Marcin Wojtczak (Prezes) | Iza Czarnecka (Dyrektor) | Eryk Walczak (Specjalista)
Embassy of the Republic of Indonesia,"2024,2025",,C1.36a,C3.12,,Sprzedane (Targi PWE),Sprzedane (Targi PWE),https://kemlu.go.id/warsaw/en,,,,666666666,https://www4.pwe-expoplanner.com/sklep/img/logo/43555.jpg,https://kemlu.go.id/warsaw/en,,,,,,,,,
WABO KRAŚNIK,"2024,2025",,C2.39b,C1.08,,Sprzedane,Sprzedane (Targi PWE),https://aleo.com/pl/firma/selekta-wieslaw-pysniak-sp-z-oo-opole-lubelskie,,,,7171831266,https://www4.pwe-expoplanner.com/sklep/img/logo/29638.jpg,,,,,,,,,,
Krajowa Federacja Hodowców Drobiu i Producentów Jaj,2024,,C2.38b,,,Sprzedane,,https://mocdrobiu.drobiarze.pl/,.,,,8371450724,https://www4.pwe-expoplanner.com/sklep/img/logo/29680.jpg,https://mocdrobiu.drobiarze.pl/,,02010100; 35450854,,,https://www.facebook.com/moc.drobiu,,,,
LOVARE,2024,,C1.20a,,,Sprzedane,,https://aleo.com/pl/firma/lovare-spolka-z-ograniczona-odpowiedzialnoscia-warszawa,,,,1133059636,,,,,,,,,,,
KONSHURT,2024,,C1.38a,,,Sprzedane,,http://konshurt.com.pl/,,,,9492207845,https://www4.pwe-expoplanner.com/sklep/img/logo/44260.jpg,https://konshurt.com.pl/,konshurt@konshurt.com.pl; jaroslaw@konshurt.com.pl; maciej.lukaszuk@konshurt.com.pl,2016-11-17; 2022-02-16; 16 621 18 65,,,https://www.facebook.com/Konshurtcompl-552762298081051,,,,Marek Kasprzyk (Prezes) | Zarządu Maciej Łukaszuk (Dyrektor) | Marek Kasprzyk (Prezes)
A.r.c. SRL,2024,,C2.32a,,,Sprzedane,,https://www.arcsrl.com/,,,,02013030765,,https://www.arcsrl.com/,info@arcsrl.com,1712763777956; 1712763777955; 1712848473993,,,,,,,
"LOKALNA GRUPA DZIAŁANIA STOWARZYSZENIE ""POŁUDNIOWA WARMIA""",2024,,C3.05a,,,Sprzedane,,https://poludniowawarmia.pl/,,,,7393637607,,https://poludniowawarmia.pl/,lgd@poludniowawarmia.pl,20100101; 2022-06-06; 2024-07-16,,,https://pl-pl.facebook.com/poludniowawarmia/,,,,
Coffee Import SRL,2024,,C3.11a,,,Sprzedane,,https://www.coffeeimport.it/en/home,"Via Alba-Cortemilia, 13712055 - Diano d'Alba (CN)",,,00618110043,,https://www.coffeeimport.it/en/home,coffeeimport@coffeeimport.it,+39 0173612157; 00618110043; 111789211,,,,,,,
EWA GIFTS SP. Z O.O.,2024,,C2.28a,,,Sprzedane (Targi PWE),,https://ewagifts.pl/,,,,1133066613,,https://ewagifts.pl/,,99399369045; 188623913301; 1780480478,,,https://www.facebook.com/profile.php,https://www.instagram.com/ewagifts.pl/,https://www.youtube.com/@EwaGifts-robimygadzetyreklamow,,
fritz-kulturgüter GmbH,2024,,C2.38a,,,Sprzedane,,https://de.linkedin.com/company/fritz-kulturg%C3%BCter-gmbh,,,,814938815,,,,,,,,,,,
Malaysian Palm Oil Council (MPOC),2024,,C1.32b,,,Sprzedane,,http://mpoc.org.my/,,,,9909408410,https://www4.pwe-expoplanner.com/sklep/img/logo/44388.jpg,https://www.mpoc.org.my/,webmaster@mpoc.org.my; wbmaster@mpoc.org.my,11.111111111111; 603-7806 4097; 7806 2272,,https://www.linkedin.com/company/mpochq,https://www.facebook.com/MalaysiaPavilionUNFCCC/videos/1211896826778249,https://www.instagram.com/mpochq,,,Firdaus Tarmizi General (Manager) | Faisal Iqbal General (Manager) | Eva Voong General (Manager)
TERYTORIIA SMAKU LLC,2024,,C2.51b,,,Sprzedane,,https://brak.pl,,,,5252897386,,,,,,,,,,,
Województwo Opolskie,2024,,C3.09a,,,Sprzedane,,https://www.opolskie.pl/,,,,7543077565,https://www4.pwe-expoplanner.com/sklep/img/logo/45311.jpg,https://www.opolskie.pl/,umwo@opolskie.pl; v.ruszczewska@opolskie.pl; biuro.prasowe@opolskie.pl,2016-03-25; 2023-04-02; 2021-2027,,,https://www.facebook.com/Urz%C4%85d-Marsza%C5%82kowski-Wojew%C3%B3dztwa-Opolskiego-625787964102223/,https://www.instagram.com/wojewodztwo_opolskie/,https://www.youtube.com/channel/UCqNBVeXGe_RQI2Wa7HPMZXw,,
VSE DOM MEDIOWY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,"2024,2025",,C1.16b,C3.32,,Sprzedane,Sprzedane (Targi PWE),https://aleo.com/pl/firma/sale-force-four-spolka-z-ograniczona-odpowiedzialnoscia-warszawa,,,,5272944864,https://www4.pwe-expoplanner.com/sklep/img/logo/51672.jpg,,,,,,,,,,
HIMALAYAN PINK SALT,2024,,C2.34a,,,Sprzedane,,https://mapa.targeo.pl/5342268323/nip/firma,,,,5342268323,https://www4.pwe-expoplanner.com/sklep/img/logo/52997.jpg,,,,,,,,,,
ТМ - snEco,2024,,C2.27a,,,Sprzedane,,https://sneco.ua/en,.,.,,40271201,,https://sneco.ua/en/,info@sneco.ua,2147483646; 2147483645; 2025-01-28,,,https://www.facebook.com/sneco.ua,https://www.instagram.com/sneco.ua,https://www.youtube.com/channel/UC6uzYj4q6abGzqA51bj4Liw,,
Yanko,"2024,2025",,C3.38,C5.17,,Sprzedane,Sprzedane (Targi PWE),https://yanko.com.pl/,,,,8130335743,https://www4.pwe-expoplanner.com/sklep/img/logo/3334.jpg,https://yanko.com.pl/,yanko@yanko.com.pl; sekretariat@yanko.com.pl; b.tomon@yanko.com.pl,2019-06-12; 2025-10-09; +48 17 772 57 20,,,https://www.facebook.com/Yankoproducentopakowan,,,,
RADZIOWI,"2024,2025",,C3.32,C3.54a,,Sprzedane (Targi PWE),Sprzedane (Dział Prawny),https://radziowi.pl/,Importer dystrybutor produktow,,,6861687349,https://www4.pwe-expoplanner.com/sklep/img/logo/5595.jpg,https://radziowi.pl/,office@radziowi.pl; przemyslaw.slys@radziowi.pl; joanna.sawicka-mazur@radziowi.pl,2025-06-06; 2026-04-24; 00000005,,https://www.linkedin.com/company/80151712/admin/dashboard/,https://www.facebook.com/profile.php,,,,Sprzedaż Przemysław Słyś (Specjalista)
SAT-VEND S.J.,2024,,C3.10c,,,Sprzedane (Targi PWE),,http://www.sat-vend.pl/,.,,,7123141635,https://www4.pwe-expoplanner.com/sklep/img/logo/10112.jpg,https://sat-vend.pl/,info@sat-vend.pl; zamowienia@sat-vend.pl,2022-10-19; 2026-01-28; 341972566975,,,https://www.facebook.com/satvendpl,https://www.instagram.com/satvend/,https://www.youtube.com/user/SatVend,,
Beak Beak,"2024,2025",,C3.22,C4.20,,Sprzedane,Sprzedane,https://beakbeak.pl/,,,,7252291035,https://www4.pwe-expoplanner.com/sklep/img/logo/11273.jpg,https://beakbeak.pl/,wsparcie@cyberfolks.pl,33.333333,,,,,,,
Aslan food,2024,,C1.05b,,,Sprzedane,,https://krs-pobierz.pl/aslan-food-spolka-z-ograniczona-odpowiedzialnoscia-i7097465,,,,8222383678,https://www4.pwe-expoplanner.com/sklep/img/logo/15787.jpg,,,,,,,,,,
Propss Dystrybucja,2024,,C3.52,,,Sprzedane (Targi PWE),,https://www.propss.pl/,,,,7963001600,https://www4.pwe-expoplanner.com/sklep/img/logo/16007.jpg,https://propss.pl/,propss@propss.pl,347826087; 23334155; 57 35.171 26 16,,,https://www.facebook.com/Propssnaturalnie,https://www.instagram.com/propss_official,,,
