Company,Category,Country,Stand,IFE Profile,Relevant,LinkedIn Search,Apollo Search,Contact Name,Contact Title,Contact LinkedIn,AI Message,Status,Interest Level,Notes,enrichment_status,score,Email,Website,Title,Fair,Phone,email_is_business,website_ok,title_valid,tier1_passes,tier2_points,outreach_category,company_name,description,phone,address,linkedin_url,industry
DGL Limited,Stand: N3870,,Stand: N3870,https://www.ife.co.ukexhibitors/dgl-limited,,https://www.linkedin.com/search/results/companies/?keywords=DGL%20Limited,https://app.apollo.io/#/companies?q_organization_name=DGL%20Limited,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dinettes,Stand: S221,,Stand: S221,https://www.ife.co.ukexhibitors/dinettes,,https://www.linkedin.com/search/results/companies/?keywords=Dinettes,https://app.apollo.io/#/companies?q_organization_name=Dinettes,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DNV,Stand: N130,,Stand: N130,https://www.ife.co.ukexhibitors/dnv-1,,https://www.linkedin.com/search/results/companies/?keywords=DNV,https://app.apollo.io/#/companies?q_organization_name=DNV,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Döhler,Stand: N638,,Stand: N638,https://www.ife.co.ukexhibitors/dohler,,https://www.linkedin.com/search/results/companies/?keywords=Döhler,https://app.apollo.io/#/companies?q_organization_name=Döhler,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dojo,Stand: S3330,,Stand: S3330,https://www.ife.co.ukexhibitors/dojo-1,,https://www.linkedin.com/search/results/companies/?keywords=Dojo,https://app.apollo.io/#/companies?q_organization_name=Dojo,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DOMINIO DE MONTELAHORRA,Stand: N1630p,,Stand: N1630p,https://www.ife.co.ukexhibitors/abadia-san-quirce,,https://www.linkedin.com/search/results/companies/?keywords=DOMINIO%20DE%20MONTELAHORRA,https://app.apollo.io/#/companies?q_organization_name=DOMINIO%20DE%20MONTELAHORRA,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"DONGGUAN JINFENG CAN MAKING CO.,LTD.",Stand: N357,,Stand: N357,https://www.ife.co.ukexhibitors/dongguan-jinfeng-making-co-1,,"https://www.linkedin.com/search/results/companies/?keywords=DONGGUAN%20JINFENG%20CAN%20MAKING%20CO.,LTD.","https://app.apollo.io/#/companies?q_organization_name=DONGGUAN%20JINFENG%20CAN%20MAKING%20CO.,LTD.",,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"DONJO BIOTECH CO., LTD.",Stand: N4648,,Stand: N4648,https://www.ife.co.ukexhibitors/donjo-co-,,"https://www.linkedin.com/search/results/companies/?keywords=DONJO%20BIOTECH%20CO.,%20LTD.","https://app.apollo.io/#/companies?q_organization_name=DONJO%20BIOTECH%20CO.,%20LTD.",,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dost,Stand: N1930b,,Stand: N1930b,https://www.ife.co.ukexhibitors/dost,,https://www.linkedin.com/search/results/companies/?keywords=Dost,https://app.apollo.io/#/companies?q_organization_name=Dost,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Doves Farm Foods,Stand: S1221,,Stand: S1221,https://www.ife.co.ukexhibitors/doves-farm-foods-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Doves%20Farm%20Foods,https://app.apollo.io/#/companies?q_organization_name=Doves%20Farm%20Foods,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Down to Earth,Stand: N2130,,Stand: N2130,https://www.ife.co.ukexhibitors/down-earth,,https://www.linkedin.com/search/results/companies/?keywords=Down%20to%20Earth,https://app.apollo.io/#/companies?q_organization_name=Down%20to%20Earth,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DPR GLOBAL TRADE LTD,Stand: N3487,,Stand: N3487,https://www.ife.co.ukexhibitors/dpr-global-trade,,https://www.linkedin.com/search/results/companies/?keywords=DPR%20GLOBAL%20TRADE%20LTD,https://app.apollo.io/#/companies?q_organization_name=DPR%20GLOBAL%20TRADE%20LTD,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dr Cost,Stand: S3360,,Stand: S3360,https://www.ife.co.ukexhibitors/dr-cost,,https://www.linkedin.com/search/results/companies/?keywords=Dr%20Cost,https://app.apollo.io/#/companies?q_organization_name=Dr%20Cost,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DR PARVEENSS GLOBAL SDN.BHD.,Stand: N1210,,Stand: N1210,https://www.ife.co.ukexhibitors/dr-parveenss-global-sdnbhd,,https://www.linkedin.com/search/results/companies/?keywords=DR%20PARVEENSS%20GLOBAL%20SDN.BHD.,https://app.apollo.io/#/companies?q_organization_name=DR%20PARVEENSS%20GLOBAL%20SDN.BHD.,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dragon Mama's Kitchen,Stand: N862,,Stand: N862,https://www.ife.co.ukexhibitors/dragon-mamas-kitchen-1,,https://www.linkedin.com/search/results/companies/?keywords=Dragon%20Mama's%20Kitchen,https://app.apollo.io/#/companies?q_organization_name=Dragon%20Mama's%20Kitchen,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DRANSFIELDS,Stand: S2018,,Stand: S2018,https://www.ife.co.ukexhibitors/dransfields,,https://www.linkedin.com/search/results/companies/?keywords=DRANSFIELDS,https://app.apollo.io/#/companies?q_organization_name=DRANSFIELDS,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DREAMY,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/dreamy,,https://www.linkedin.com/search/results/companies/?keywords=DREAMY,https://app.apollo.io/#/companies?q_organization_name=DREAMY,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
drinksgiant.com,Stand: N2715,,Stand: N2715,https://www.ife.co.ukexhibitors/drinksgiantcom-1,YES,https://www.linkedin.com/search/results/companies/?keywords=drinksgiant.com,https://app.apollo.io/#/companies?q_organization_name=drinksgiant.com,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DROSED HOLDING S.A.,Stand: N4350,,Stand: N4350,https://www.ife.co.ukexhibitors/drosed-holding-s,,https://www.linkedin.com/search/results/companies/?keywords=DROSED%20HOLDING%20S.A.,https://app.apollo.io/#/companies?q_organization_name=DROSED%20HOLDING%20S.A.,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DTM Print,Stand: S1611,,Stand: S1611,https://www.ife.co.ukexhibitors/dtm-print,,https://www.linkedin.com/search/results/companies/?keywords=DTM%20Print,https://app.apollo.io/#/companies?q_organization_name=DTM%20Print,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DUNYA HOLDING,Stand: N3910,,Stand: N3910,https://www.ife.co.ukexhibitors/dunya-holding-1,,https://www.linkedin.com/search/results/companies/?keywords=DUNYA%20HOLDING,https://app.apollo.io/#/companies?q_organization_name=DUNYA%20HOLDING,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DYDO,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/dydo,,https://www.linkedin.com/search/results/companies/?keywords=DYDO,https://app.apollo.io/#/companies?q_organization_name=DYDO,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Dynamic Mixers,Stand: S124,,Stand: S124,https://www.ife.co.ukexhibitors/dynamic-mixers,,https://www.linkedin.com/search/results/companies/?keywords=Dynamic%20Mixers,https://app.apollo.io/#/companies?q_organization_name=Dynamic%20Mixers,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
DZ NEWS,Stand: N1650,,Stand: N1650,https://www.ife.co.ukexhibitors/dz-news,,https://www.linkedin.com/search/results/companies/?keywords=DZ%20NEWS,https://app.apollo.io/#/companies?q_organization_name=DZ%20NEWS,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
"E. Formella & Sons, Inc",Stand: N1410g,,Stand: N1410g,https://www.ife.co.ukexhibitors/e-formella-sons-inc,,"https://www.linkedin.com/search/results/companies/?keywords=E.%20Formella%20&%20Sons,%20Inc","https://app.apollo.io/#/companies?q_organization_name=E.%20Formella%20&%20Sons,%20Inc",,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
E.E.& Brian Smith ltd,Stand: N2650,,Stand: N2650,https://www.ife.co.ukexhibitors/ee-brian-smith,,https://www.linkedin.com/search/results/companies/?keywords=E.E.&%20Brian%20Smith%20ltd,https://app.apollo.io/#/companies?q_organization_name=E.E.&%20Brian%20Smith%20ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Earlsmann Vine : Non - Alcoholic Drinks,Stand: N853,,Stand: N853,https://www.ife.co.ukexhibitors/earlsmann-vine-non-alcolholic-drinks,YES,https://www.linkedin.com/search/results/companies/?keywords=Earlsmann%20Vine%20:%20Non%20-%20Alcoholic%20Drinks,https://app.apollo.io/#/companies?q_organization_name=Earlsmann%20Vine%20:%20Non%20-%20Alcoholic%20Drinks,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EAST LINK LONDON LTD,Stand: N2424,,Stand: N2424,https://www.ife.co.ukexhibitors/east-link-london,,https://www.linkedin.com/search/results/companies/?keywords=EAST%20LINK%20LONDON%20LTD,https://app.apollo.io/#/companies?q_organization_name=EAST%20LINK%20LONDON%20LTD,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eastland Ingredients,Stand: N550,,Stand: N550,https://www.ife.co.ukexhibitors/eastland-ingredients-1,,https://www.linkedin.com/search/results/companies/?keywords=Eastland%20Ingredients,https://app.apollo.io/#/companies?q_organization_name=Eastland%20Ingredients,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EATWOW,Stand: N1026,,Stand: N1026,https://www.ife.co.ukexhibitors/eatwow-1,,https://www.linkedin.com/search/results/companies/?keywords=EATWOW,https://app.apollo.io/#/companies?q_organization_name=EATWOW,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Ebrofrost,Stand: N4160,,Stand: N4160,https://www.ife.co.ukexhibitors/ebrofrost,,https://www.linkedin.com/search/results/companies/?keywords=Ebrofrost,https://app.apollo.io/#/companies?q_organization_name=Ebrofrost,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ECCEUKCH,Stand: N3070,,Stand: N3070,https://www.ife.co.ukexhibitors/ati-collegio-toscano-degli-olivicoltori-olma,,https://www.linkedin.com/search/results/companies/?keywords=ECCEUKCH,https://app.apollo.io/#/companies?q_organization_name=ECCEUKCH,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eco Core Star,Stand: S1473,,Stand: S1473,https://www.ife.co.ukexhibitors/eco-core-star,,https://www.linkedin.com/search/results/companies/?keywords=Eco%20Core%20Star,https://app.apollo.io/#/companies?q_organization_name=Eco%20Core%20Star,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ECOVIVE Sp. z o.o.,Stand: N4470,,Stand: N4470,https://www.ife.co.ukexhibitors/ecovive-sp-z-oo,,https://www.linkedin.com/search/results/companies/?keywords=ECOVIVE%20Sp.%20z%20o.o.,https://app.apollo.io/#/companies?q_organization_name=ECOVIVE%20Sp.%20z%20o.o.,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EFAFLEX UK Ltd,Stand: N150,,Stand: N150,https://www.ife.co.ukexhibitors/efaflex-uk-1,,https://www.linkedin.com/search/results/companies/?keywords=EFAFLEX%20UK%20Ltd,https://app.apollo.io/#/companies?q_organization_name=EFAFLEX%20UK%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Egi Group Shpk,Stand: N3713,,Stand: N3713,https://www.ife.co.ukexhibitors/egi-group-shpk-1,,https://www.linkedin.com/search/results/companies/?keywords=Egi%20Group%20Shpk,https://app.apollo.io/#/companies?q_organization_name=Egi%20Group%20Shpk,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Electrolux Professional,Stand: S120,,Stand: S120,https://www.ife.co.ukexhibitors/electrolux-1,,https://www.linkedin.com/search/results/companies/?keywords=Electrolux%20Professional,https://app.apollo.io/#/companies?q_organization_name=Electrolux%20Professional,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ELENA,Stand: N4330,,Stand: N4330,https://www.ife.co.ukexhibitors/elena,,https://www.linkedin.com/search/results/companies/?keywords=ELENA,https://app.apollo.io/#/companies?q_organization_name=ELENA,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Elia International Ltd,Stand: S711,,Stand: S711,https://www.ife.co.ukexhibitors/elia-international-1,,https://www.linkedin.com/search/results/companies/?keywords=Elia%20International%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Elia%20International%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Elis UK Ltd,Stand: S373,,Stand: S373,https://www.ife.co.ukexhibitors/elis-uk,,https://www.linkedin.com/search/results/companies/?keywords=Elis%20UK%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Elis%20UK%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ELMECO SRL,Stand: S231,,Stand: S231,https://www.ife.co.ukexhibitors/elmeco-srl-1,,https://www.linkedin.com/search/results/companies/?keywords=ELMECO%20SRL,https://app.apollo.io/#/companies?q_organization_name=ELMECO%20SRL,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EMBASSY OF COTE D'IVOIRE,Stand: N1059,,Stand: N1059,https://www.ife.co.ukexhibitors/embassy-cote-divoire,,https://www.linkedin.com/search/results/companies/?keywords=EMBASSY%20OF%20COTE%20D'IVOIRE,https://app.apollo.io/#/companies?q_organization_name=EMBASSY%20OF%20COTE%20D'IVOIRE,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Emilia's Crafted Pasta,Stand: N959,,Stand: N959,https://www.ife.co.ukexhibitors/emilias-crafted-pasta,,https://www.linkedin.com/search/results/companies/?keywords=Emilia's%20Crafted%20Pasta,https://app.apollo.io/#/companies?q_organization_name=Emilia's%20Crafted%20Pasta,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Emirates Delights Marketing,Stand: N4630,,Stand: N4630,https://www.ife.co.ukexhibitors/emirates-delights-marketing,,https://www.linkedin.com/search/results/companies/?keywords=Emirates%20Delights%20Marketing,https://app.apollo.io/#/companies?q_organization_name=Emirates%20Delights%20Marketing,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Empresas Polar,Stand: N4600,,Stand: N4600,https://www.ife.co.ukexhibitors/alimentos-polar-europa,,https://www.linkedin.com/search/results/companies/?keywords=Empresas%20Polar,https://app.apollo.io/#/companies?q_organization_name=Empresas%20Polar,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Endeavour Meats Pty,Stand: S1010,,Stand: S1010,https://www.ife.co.ukexhibitors/endeavour-meats-pty,YES,https://www.linkedin.com/search/results/companies/?keywords=Endeavour%20Meats%20Pty,https://app.apollo.io/#/companies?q_organization_name=Endeavour%20Meats%20Pty,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
English Biscuit Manufacturers (Private) Limited,Stand: N2330,,Stand: N2330,https://www.ife.co.ukexhibitors/english-biscuit-manufacturers-private-limited,,https://www.linkedin.com/search/results/companies/?keywords=English%20Biscuit%20Manufacturers%20(Private)%20Limited,https://app.apollo.io/#/companies?q_organization_name=English%20Biscuit%20Manufacturers%20(Private)%20Limited,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Enterprise Georgia,Stand: N1610,,Stand: N1610,https://www.ife.co.ukexhibitors/enterprise-georgia-1,,https://www.linkedin.com/search/results/companies/?keywords=Enterprise%20Georgia,https://app.apollo.io/#/companies?q_organization_name=Enterprise%20Georgia,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EPAS Ltd,Stand: S220,,Stand: S220,https://www.ife.co.ukexhibitors/epas,,https://www.linkedin.com/search/results/companies/?keywords=EPAS%20Ltd,https://app.apollo.io/#/companies?q_organization_name=EPAS%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ERGON FOODS S.A.,Stand: N2110c,,Stand: N2110c,https://www.ife.co.ukexhibitors/ergon-foods-s,YES,https://www.linkedin.com/search/results/companies/?keywords=ERGON%20FOODS%20S.A.,https://app.apollo.io/#/companies?q_organization_name=ERGON%20FOODS%20S.A.,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eris,Stand: N1700,,Stand: N1700,https://www.ife.co.ukexhibitors/eris,,https://www.linkedin.com/search/results/companies/?keywords=Eris,https://app.apollo.io/#/companies?q_organization_name=Eris,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ERMILIA OLIVES S.A,Stand: N2212c,,Stand: N2212c,https://www.ife.co.ukexhibitors/ermilia-olives-s,,https://www.linkedin.com/search/results/companies/?keywords=ERMILIA%20OLIVES%20S.A,https://app.apollo.io/#/companies?q_organization_name=ERMILIA%20OLIVES%20S.A,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eroglu,Stand: N1910b,,Stand: N1910b,https://www.ife.co.ukexhibitors/eroglu,,https://www.linkedin.com/search/results/companies/?keywords=Eroglu,https://app.apollo.io/#/companies?q_organization_name=Eroglu,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ESSENTIAL COSTA RICA,Stand: N2457,,Stand: N2457,https://www.ife.co.ukexhibitors/essential-costa-rica-1,,https://www.linkedin.com/search/results/companies/?keywords=ESSENTIAL%20COSTA%20RICA,https://app.apollo.io/#/companies?q_organization_name=ESSENTIAL%20COSTA%20RICA,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Essential Cuisine,Stand: S1170,,Stand: S1170,https://www.ife.co.ukexhibitors/essential-cuisine,,https://www.linkedin.com/search/results/companies/?keywords=Essential%20Cuisine,https://app.apollo.io/#/companies?q_organization_name=Essential%20Cuisine,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Essex Stoves and Chimneys,Stand: S1910,,Stand: S1910,https://www.ife.co.ukexhibitors/essex-stoves-chimneys,,https://www.linkedin.com/search/results/companies/?keywords=Essex%20Stoves%20and%20Chimneys,https://app.apollo.io/#/companies?q_organization_name=Essex%20Stoves%20and%20Chimneys,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ESTABLECIMIENTOS SAN IGNACIO,Stand: N1770f,,Stand: N1770f,https://www.ife.co.ukexhibitors/establecimientos-san-ignacio,,https://www.linkedin.com/search/results/companies/?keywords=ESTABLECIMIENTOS%20SAN%20IGNACIO,https://app.apollo.io/#/companies?q_organization_name=ESTABLECIMIENTOS%20SAN%20IGNACIO,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Esti Foods,Stand: N1250,,Stand: N1250,https://www.ife.co.ukexhibitors/esti-foods-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Esti%20Foods,https://app.apollo.io/#/companies?q_organization_name=Esti%20Foods,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Esti Foods UK,Stand: N1250,,Stand: N1250,https://www.ife.co.ukexhibitors/esti-foods-uk,YES,https://www.linkedin.com/search/results/companies/?keywords=Esti%20Foods%20UK,https://app.apollo.io/#/companies?q_organization_name=Esti%20Foods%20UK,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
ETI,Stand: S250,,Stand: S250,https://www.ife.co.ukexhibitors/eti-2,,https://www.linkedin.com/search/results/companies/?keywords=ETI,https://app.apollo.io/#/companies?q_organization_name=ETI,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Etihad Shabab Trading Company,Stand: N1730e,,Stand: N1730e,https://www.ife.co.ukexhibitors/etihad-shabab-trading-company,,https://www.linkedin.com/search/results/companies/?keywords=Etihad%20Shabab%20Trading%20Company,https://app.apollo.io/#/companies?q_organization_name=Etihad%20Shabab%20Trading%20Company,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EUChorizo!,Stand: N969,,Stand: N969,https://www.ife.co.ukexhibitors/euchorizo-1,,https://www.linkedin.com/search/results/companies/?keywords=EUChorizo!,https://app.apollo.io/#/companies?q_organization_name=EUChorizo!,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Euro Food Brands,Stand: S846,,Stand: S846,https://www.ife.co.ukexhibitors/euro-food-brands,YES,https://www.linkedin.com/search/results/companies/?keywords=Euro%20Food%20Brands,https://app.apollo.io/#/companies?q_organization_name=Euro%20Food%20Brands,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Euro Food Service,Stand: N2768,,Stand: N2768,https://www.ife.co.ukexhibitors/euro-food-service,YES,https://www.linkedin.com/search/results/companies/?keywords=Euro%20Food%20Service,https://app.apollo.io/#/companies?q_organization_name=Euro%20Food%20Service,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Euro Foods Group Ltd,Stand: N3868,,Stand: N3868,https://www.ife.co.ukexhibitors/euro-foods-group,YES,https://www.linkedin.com/search/results/companies/?keywords=Euro%20Foods%20Group%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Euro%20Foods%20Group%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Euro Gida,Stand: N1910c,,Stand: N1910c,https://www.ife.co.ukexhibitors/euro-gida,,https://www.linkedin.com/search/results/companies/?keywords=Euro%20Gida,https://app.apollo.io/#/companies?q_organization_name=Euro%20Gida,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eurofins Assurance UK Ltd,Stand: N281c,,Stand: N281c,https://www.ife.co.ukexhibitors/eurofins-assurance-uk-1,,https://www.linkedin.com/search/results/companies/?keywords=Eurofins%20Assurance%20UK%20Ltd,https://app.apollo.io/#/companies?q_organization_name=Eurofins%20Assurance%20UK%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Europa Cuisson,Stand: N4028,,Stand: N4028,https://www.ife.co.ukexhibitors/europa-cuisson,,https://www.linkedin.com/search/results/companies/?keywords=Europa%20Cuisson,https://app.apollo.io/#/companies?q_organization_name=Europa%20Cuisson,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EUROPASTRY,Stand: N3610,,Stand: N3610,https://www.ife.co.ukexhibitors/europastry-1,,https://www.linkedin.com/search/results/companies/?keywords=EUROPASTRY,https://app.apollo.io/#/companies?q_organization_name=EUROPASTRY,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
EUROPEAN CO-PACKERS ASSOCIATION (ECPA),Stand: N137,,Stand: N137,https://www.ife.co.ukexhibitors/european-co-packers-association-ecpa-1,,https://www.linkedin.com/search/results/companies/?keywords=EUROPEAN%20CO-PACKERS%20ASSOCIATION%20(ECPA),https://app.apollo.io/#/companies?q_organization_name=EUROPEAN%20CO-PACKERS%20ASSOCIATION%20(ECPA),,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
European Watercare Ltd,Stand: S520f,,Stand: S520f,https://www.ife.co.ukexhibitors/european-watercare,,https://www.linkedin.com/search/results/companies/?keywords=European%20Watercare%20Ltd,https://app.apollo.io/#/companies?q_organization_name=European%20Watercare%20Ltd,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eurostar Commodities,Stand: N2618,,Stand: N2618,https://www.ife.co.ukexhibitors/eurostar-commodities-1,,https://www.linkedin.com/search/results/companies/?keywords=Eurostar%20Commodities,https://app.apollo.io/#/companies?q_organization_name=Eurostar%20Commodities,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Eurovo,Stand: N1400,,Stand: N1400,https://www.ife.co.ukexhibitors/eurovo,,https://www.linkedin.com/search/results/companies/?keywords=Eurovo,https://app.apollo.io/#/companies?q_organization_name=Eurovo,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Everflow,Stand: S1782,,Stand: S1782,https://www.ife.co.ukexhibitors/everflow-1,,https://www.linkedin.com/search/results/companies/?keywords=Everflow,https://app.apollo.io/#/companies?q_organization_name=Everflow,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Everyday Superfood,Stand: N1022,,Stand: N1022,https://www.ife.co.ukexhibitors/eurotaste-1,YES,https://www.linkedin.com/search/results/companies/?keywords=Everyday%20Superfood,https://app.apollo.io/#/companies?q_organization_name=Everyday%20Superfood,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Evolve,Stand: ​S3144,,Stand: ​S3144,https://www.ife.co.ukexhibitors/evolve-1,,https://www.linkedin.com/search/results/companies/?keywords=Evolve,https://app.apollo.io/#/companies?q_organization_name=Evolve,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Evolve4,Stand: N336,,Stand: N336,https://www.ife.co.ukexhibitors/evolve4,,https://www.linkedin.com/search/results/companies/?keywords=Evolve4,https://app.apollo.io/#/companies?q_organization_name=Evolve4,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Falcon Agrifriz Foods Private Limited,Stand: N3716,,Stand: N3716,https://www.ife.co.ukexhibitors/falcon-agrifriz-foods-private-limited,YES,https://www.linkedin.com/search/results/companies/?keywords=Falcon%20Agrifriz%20Foods%20Private%20Limited,https://app.apollo.io/#/companies?q_organization_name=Falcon%20Agrifriz%20Foods%20Private%20Limited,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Falcon Foodservice Equipment,Stand: S520e,,Stand: S520e,https://www.ife.co.ukexhibitors/falcon-foodservice-equipment,YES,https://www.linkedin.com/search/results/companies/?keywords=Falcon%20Foodservice%20Equipment,https://app.apollo.io/#/companies?q_organization_name=Falcon%20Foodservice%20Equipment,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Falcon Gallant SL,Stand: N 3460,,Stand: N 3460,https://www.ife.co.ukexhibitors/falcon-gallant-sl-1,,https://www.linkedin.com/search/results/companies/?keywords=Falcon%20Gallant%20SL,https://app.apollo.io/#/companies?q_organization_name=Falcon%20Gallant%20SL,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
FAMILY BISCUITS,Stand: N3434,,Stand: N3434,https://www.ife.co.ukexhibitors/family-biscuits-1,,https://www.linkedin.com/search/results/companies/?keywords=FAMILY%20BISCUITS,https://app.apollo.io/#/companies?q_organization_name=FAMILY%20BISCUITS,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Farm Keeper,Stand: N820,,Stand: N820,https://www.ife.co.ukexhibitors/farm-keeper,,https://www.linkedin.com/search/results/companies/?keywords=Farm%20Keeper,https://app.apollo.io/#/companies?q_organization_name=Farm%20Keeper,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
Farm Trans,Stand: N3853,,Stand: N3853,https://www.ife.co.ukexhibitors/farm-trans-1,,https://www.linkedin.com/search/results/companies/?keywords=Farm%20Trans,https://app.apollo.io/#/companies?q_organization_name=Farm%20Trans,,,,,New,,,partial,0,,,,,,False,False,False,0,0,skip,,,,,,
